Material_Name,Material_Type,Strength_MPa,Biodegradability,Recyclability,CO2_kg_per_kg,Cost_per_kg,Material_Safety,Category_Name,Moisture_Sensitivity,Fragility,Typical_Weight_kg,predicted_cost,predicted_co2
PLA (Bio-plastic),Biopolymer,51.041049610759096,0.95,0.2,0.4777350632987909,3.5020862192788016,0.575,Cosmetics,0.7,0.8,0.3,3.500763868806233,0.4969623
PLA (Bio-plastic),Biopolymer,51.041049610759096,0.95,0.2,0.4777350632987909,3.5020862192788016,0.575,Pharma,1.0,0.9,0.1,3.496954035151881,0.4969623
PLA (Bio-plastic),Biopolymer,51.041049610759096,0.95,0.2,0.4777350632987909,3.5020862192788016,0.575,E-commerce,0.3,0.5,1.5,3.4976858183192303,0.4969623
Cardboard,Paper,15.603372519371,1.0,1.0,0.8093258056599458,0.670948780804767,1.0,Electronics,1.0,0.9,2.0,0.6844661921251644,0.8011514
Cardboard,Paper,15.603372519371,1.0,1.0,0.8093258056599458,0.670948780804767,1.0,Food & Beverage,0.9,0.4,0.5,0.6799318725782213,0.8011514
Cardboard,Paper,15.603372519371,1.0,1.0,0.8093258056599458,0.670948780804767,1.0,Cosmetics,0.7,0.8,0.3,0.6808470578208329,0.8011514
Cardboard,Paper,15.603372519371,1.0,1.0,0.8093258056599458,0.670948780804767,1.0,Pharma,1.0,0.9,0.1,0.680082779050891,0.8011514
Cardboard,Paper,15.603372519371,1.0,1.0,0.8093258056599458,0.670948780804767,1.0,E-commerce,0.3,0.5,1.5,0.683276386257974,0.8011514
Cardboard,Paper,15.448180647729805,1.0,1.0,0.8020838698571714,0.7260372990168192,1.0,Electronics,1.0,0.9,2.0,0.7253652086828004,0.8014108
Cardboard,Paper,15.448180647729805,1.0,1.0,0.8020838698571714,0.7260372990168192,1.0,Food & Beverage,0.9,0.4,0.5,0.7257494648134302,0.8014108
Cardboard,Paper,15.448180647729805,1.0,1.0,0.8020838698571714,0.7260372990168192,1.0,Cosmetics,0.7,0.8,0.3,0.7258933819151245,0.8014108
Cardboard,Paper,15.448180647729805,1.0,1.0,0.8020838698571714,0.7260372990168192,1.0,Pharma,1.0,0.9,0.1,0.7256530428861889,0.8014108
Cardboard,Paper,15.448180647729805,1.0,1.0,0.8020838698571714,0.7260372990168192,1.0,E-commerce,0.3,0.5,1.5,0.7257494648134302,0.8014108
Glass,Glass,40.180263373752624,0.0,1.0,0.9792745069181594,0.519168960728947,0.5,Electronics,1.0,0.9,2.0,0.5176548233274322,1.0050772
Glass,Glass,40.180263373752624,0.0,1.0,0.9792745069181594,0.519168960728947,0.5,Food & Beverage,0.9,0.4,0.5,0.5173056408516871,1.0050772
Glass,Glass,40.180263373752624,0.0,1.0,0.9792745069181594,0.519168960728947,0.5,Cosmetics,0.7,0.8,0.3,0.5177182725720285,1.0050772
Glass,Glass,40.180263373752624,0.0,1.0,0.9792745069181594,0.519168960728947,0.5,Pharma,1.0,0.9,0.1,0.5174794148043188,1.0050772
Glass,Glass,40.180263373752624,0.0,1.0,0.9792745069181594,0.519168960728947,0.5,E-commerce,0.3,0.5,1.5,0.5170993346719565,1.0050772
Recycled PET,Recycled Plastic,53.12372027691186,0.0,1.0,1.2392178055763383,2.035927844860445,0.5,Electronics,1.0,0.9,2.0,2.033882740037149,1.1931534
Recycled PET,Recycled Plastic,53.12372027691186,0.0,1.0,1.2392178055763383,2.035927844860445,0.5,Food & Beverage,0.9,0.4,0.5,2.0412146470205177,1.1968266
Recycled PET,Recycled Plastic,53.12372027691186,0.0,1.0,1.2392178055763383,2.035927844860445,0.5,Cosmetics,0.7,0.8,0.3,2.034460010457055,1.1931534
Recycled PET,Recycled Plastic,53.12372027691186,0.0,1.0,1.2392178055763383,2.035927844860445,0.5,Pharma,1.0,0.9,0.1,2.037487047644763,1.1968266
Recycled PET,Recycled Plastic,53.12372027691186,0.0,1.0,1.2392178055763383,2.035927844860445,0.5,E-commerce,0.3,0.5,1.5,2.035624752650642,1.1968266
Mushroom Packaging,Bio-composite,5.156568645955405,1.0,1.0,0.1950747211762846,4.170992862285567,1.0,Electronics,1.0,0.9,2.0,4.141793964379542,0.20174213
Mushroom Packaging,Bio-composite,5.156568645955405,1.0,1.0,0.1950747211762846,4.170992862285567,1.0,Food & Beverage,0.9,0.4,0.5,4.121608357957473,0.20174213
Mushroom Packaging,Bio-composite,5.156568645955405,1.0,1.0,0.1950747211762846,4.170992862285567,1.0,Cosmetics,0.7,0.8,0.3,4.085185363214378,0.20174213
Mushroom Packaging,Bio-composite,5.156568645955405,1.0,1.0,0.1950747211762846,4.170992862285567,1.0,Pharma,1.0,0.9,0.1,4.096650184012034,0.20174213
Mushroom Packaging,Bio-composite,5.156568645955405,1.0,1.0,0.1950747211762846,4.170992862285567,1.0,E-commerce,0.3,0.5,1.5,4.122750374966944,0.20174213
Cardboard,Paper,15.433776068000949,1.0,1.0,0.7608105302094706,0.7116455888473886,1.0,Electronics,1.0,0.9,2.0,0.7119316136801871,0.7998992
Cardboard,Paper,15.433776068000949,1.0,1.0,0.7608105302094706,0.7116455888473886,1.0,Food & Beverage,0.9,0.4,0.5,0.7117721796805548,0.7998992
Cardboard,Paper,15.433776068000949,1.0,1.0,0.7608105302094706,0.7116455888473886,1.0,Cosmetics,0.7,0.8,0.3,0.7125081867722597,0.7998992
Cardboard,Paper,15.433776068000949,1.0,1.0,0.7608105302094706,0.7116455888473886,1.0,Pharma,1.0,0.9,0.1,0.7115477353418127,0.8019982
Cardboard,Paper,15.433776068000949,1.0,1.0,0.7608105302094706,0.7116455888473886,1.0,E-commerce,0.3,0.5,1.5,0.7119643077458697,0.7998992
Aluminum,Metal,207.9568376694636,0.0,1.0,12.138283238425169,2.594850460780535,0.5,Electronics,1.0,0.9,2.0,2.592751745439159,12.0806675
Aluminum,Metal,207.9568376694636,0.0,1.0,12.138283238425169,2.594850460780535,0.5,Food & Beverage,0.9,0.4,0.5,2.593115262101948,12.0806675
Aluminum,Metal,207.9568376694636,0.0,1.0,12.138283238425169,2.594850460780535,0.5,Cosmetics,0.7,0.8,0.3,2.58906596731553,12.0806675
Aluminum,Metal,207.9568376694636,0.0,1.0,12.138283238425169,2.594850460780535,0.5,Pharma,1.0,0.9,0.1,2.59094635324409,12.0806675
Aluminum,Metal,207.9568376694636,0.0,1.0,12.138283238425169,2.594850460780535,0.5,E-commerce,0.3,0.5,1.5,2.574169582761676,12.0806675
Virgin PET,Plastic,57.1797846321303,0.0,0.9,2.439201393930407,1.787578757163244,0.45,Electronics,1.0,0.9,2.0,1.799309730894204,2.499494
Virgin PET,Plastic,57.1797846321303,0.0,0.9,2.439201393930407,1.787578757163244,0.45,Food & Beverage,0.9,0.4,0.5,1.814992705291997,2.5413976
Virgin PET,Plastic,57.1797846321303,0.0,0.9,2.439201393930407,1.787578757163244,0.45,Cosmetics,0.7,0.8,0.3,1.8118044348637163,2.5413976
Virgin PET,Plastic,57.1797846321303,0.0,0.9,2.439201393930407,1.787578757163244,0.45,Pharma,1.0,0.9,0.1,1.800163188157171,2.499494
Virgin PET,Plastic,57.1797846321303,0.0,0.9,2.439201393930407,1.787578757163244,0.45,E-commerce,0.3,0.5,1.5,1.8011791883074122,2.499494
Aluminum,Metal,203.2671240965251,0.0,1.0,12.08596573643085,2.5193987447997586,0.5,Electronics,1.0,0.9,2.0,2.500346873469089,11.947063
Aluminum,Metal,203.2671240965251,0.0,1.0,12.08596573643085,2.5193987447997586,0.5,Food & Beverage,0.9,0.4,0.5,2.510598252044199,12.016014
Aluminum,Metal,203.2671240965251,0.0,1.0,12.08596573643085,2.5193987447997586,0.5,Cosmetics,0.7,0.8,0.3,2.5024638410657616,11.947063
Aluminum,Metal,203.2671240965251,0.0,1.0,12.08596573643085,2.5193987447997586,0.5,Pharma,1.0,0.9,0.1,2.4983850115533706,11.947063
Aluminum,Metal,203.2671240965251,0.0,1.0,12.08596573643085,2.5193987447997586,0.5,E-commerce,0.3,0.5,1.5,2.48861969759176,11.947063
Cardboard,Paper,14.382754846434043,1.0,1.0,0.7935362484356805,0.6927868593026655,1.0,Electronics,1.0,0.9,2.0,0.6937109110457459,0.8011514
Cardboard,Paper,14.382754846434043,1.0,1.0,0.7935362484356805,0.6927868593026655,1.0,Food & Beverage,0.9,0.4,0.5,0.692393539740905,0.8011514
Cardboard,Paper,14.382754846434043,1.0,1.0,0.7935362484356805,0.6927868593026655,1.0,Cosmetics,0.7,0.8,0.3,0.6912829646234635,0.8011514
Cardboard,Paper,14.382754846434043,1.0,1.0,0.7935362484356805,0.6927868593026655,1.0,Pharma,1.0,0.9,0.1,0.6929874609225396,0.8011514
Cardboard,Paper,14.382754846434043,1.0,1.0,0.7935362484356805,0.6927868593026655,1.0,E-commerce,0.3,0.5,1.5,0.6916690622846622,0.8011514
Cardboard,Paper,14.651407868464002,1.0,1.0,0.7983312180291101,0.7348643893716094,1.0,Electronics,1.0,0.9,2.0,0.732754553879685,0.80431163
Cardboard,Paper,14.651407868464002,1.0,1.0,0.7983312180291101,0.7348643893716094,1.0,Food & Beverage,0.9,0.4,0.5,0.7305989192308827,0.80250335
Cardboard,Paper,14.651407868464002,1.0,1.0,0.7983312180291101,0.7348643893716094,1.0,Cosmetics,0.7,0.8,0.3,0.7308117366759874,0.80431163
Cardboard,Paper,14.651407868464002,1.0,1.0,0.7983312180291101,0.7348643893716094,1.0,Pharma,1.0,0.9,0.1,0.7275415044067691,0.8014108
Cardboard,Paper,14.651407868464002,1.0,1.0,0.7983312180291101,0.7348643893716094,1.0,E-commerce,0.3,0.5,1.5,0.7328076803322717,0.80431163
Aluminum,Metal,208.84242725547892,0.0,1.0,11.9209870481779,2.519575461799777,0.5,Electronics,1.0,0.9,2.0,2.524932633183211,11.921597
Aluminum,Metal,208.84242725547892,0.0,1.0,11.9209870481779,2.519575461799777,0.5,Food & Beverage,0.9,0.4,0.5,2.5210791842017626,11.925832
Aluminum,Metal,208.84242725547892,0.0,1.0,11.9209870481779,2.519575461799777,0.5,Cosmetics,0.7,0.8,0.3,2.5230881981817186,11.921597
Aluminum,Metal,208.84242725547892,0.0,1.0,11.9209870481779,2.519575461799777,0.5,Pharma,1.0,0.9,0.1,2.5214314697091216,11.925832
Aluminum,Metal,208.84242725547892,0.0,1.0,11.9209870481779,2.519575461799777,0.5,E-commerce,0.3,0.5,1.5,2.513781277486602,11.925832
Mushroom Packaging,Bio-composite,5.1421259779366455,1.0,1.0,0.2042571025412748,3.9192474607841423,1.0,Electronics,1.0,0.9,2.0,3.923536515301489,0.20205694
Mushroom Packaging,Bio-composite,5.1421259779366455,1.0,1.0,0.2042571025412748,3.9192474607841423,1.0,Food & Beverage,0.9,0.4,0.5,3.925800034293557,0.20205694
Mushroom Packaging,Bio-composite,5.1421259779366455,1.0,1.0,0.2042571025412748,3.9192474607841423,1.0,Cosmetics,0.7,0.8,0.3,3.9223797838606567,0.20205694
Mushroom Packaging,Bio-composite,5.1421259779366455,1.0,1.0,0.2042571025412748,3.9192474607841423,1.0,Pharma,1.0,0.9,0.1,3.920334759727362,0.20205694
Mushroom Packaging,Bio-composite,5.1421259779366455,1.0,1.0,0.2042571025412748,3.9192474607841423,1.0,E-commerce,0.3,0.5,1.5,3.9210530536199215,0.20205694
Cardboard,Paper,14.735773185230464,1.0,1.0,0.8027967657205315,0.6785650168341093,1.0,Electronics,1.0,0.9,2.0,0.681536857005492,0.8011514
Cardboard,Paper,14.735773185230464,1.0,1.0,0.8027967657205315,0.6785650168341093,1.0,Food & Beverage,0.9,0.4,0.5,0.6809610748425918,0.8011514
Cardboard,Paper,14.735773185230464,1.0,1.0,0.8027967657205315,0.6785650168341093,1.0,Cosmetics,0.7,0.8,0.3,0.6807027446633634,0.8011514
Cardboard,Paper,14.735773185230464,1.0,1.0,0.8027967657205315,0.6785650168341093,1.0,Pharma,1.0,0.9,0.1,0.6802157448722248,0.8011514
Cardboard,Paper,14.735773185230464,1.0,1.0,0.8027967657205315,0.6785650168341093,1.0,E-commerce,0.3,0.5,1.5,0.6823017742013369,0.8011514
Cardboard,Paper,15.217189183996489,1.0,1.0,0.822861977541145,0.7009493685676036,1.0,Electronics,1.0,0.9,2.0,0.6988186574025492,0.8011514
Cardboard,Paper,15.217189183996489,1.0,1.0,0.822861977541145,0.7009493685676036,1.0,Food & Beverage,0.9,0.4,0.5,0.7002823328330748,0.8019982
Cardboard,Paper,15.217189183996489,1.0,1.0,0.822861977541145,0.7009493685676036,1.0,Cosmetics,0.7,0.8,0.3,0.699627988281579,0.8019982
Cardboard,Paper,15.217189183996489,1.0,1.0,0.822861977541145,0.7009493685676036,1.0,Pharma,1.0,0.9,0.1,0.700398432609855,0.8019982
Cardboard,Paper,15.217189183996489,1.0,1.0,0.822861977541145,0.7009493685676036,1.0,E-commerce,0.3,0.5,1.5,0.6998685423524263,0.8019982
Virgin PET,Plastic,59.88971981340488,0.0,0.9,2.415102589448993,1.8337766148179588,0.45,Electronics,1.0,0.9,2.0,1.8347233266008387,2.4746253
Virgin PET,Plastic,59.88971981340488,0.0,0.9,2.415102589448993,1.8337766148179588,0.45,Food & Beverage,0.9,0.4,0.5,1.8370537286639843,2.4746253
Virgin PET,Plastic,59.88971981340488,0.0,0.9,2.415102589448993,1.8337766148179588,0.45,Cosmetics,0.7,0.8,0.3,1.836226168331315,2.4746253
Virgin PET,Plastic,59.88971981340488,0.0,0.9,2.415102589448993,1.8337766148179588,0.45,Pharma,1.0,0.9,0.1,1.834949091328344,2.4746253
Virgin PET,Plastic,59.88971981340488,0.0,0.9,2.415102589448993,1.8337766148179588,0.45,E-commerce,0.3,0.5,1.5,1.8350563488288896,2.4746253
Glass,Glass,39.47217841309141,0.0,1.0,0.992242008650138,0.5115360992718306,0.5,Electronics,1.0,0.9,2.0,0.5119776963128988,1.0050772
Glass,Glass,39.47217841309141,0.0,1.0,0.992242008650138,0.5115360992718306,0.5,Food & Beverage,0.9,0.4,0.5,0.5115076066544811,1.0050772
Glass,Glass,39.47217841309141,0.0,1.0,0.992242008650138,0.5115360992718306,0.5,Cosmetics,0.7,0.8,0.3,0.5124137746822816,1.0050772
Glass,Glass,39.47217841309141,0.0,1.0,0.992242008650138,0.5115360992718306,0.5,Pharma,1.0,0.9,0.1,0.5120204422988184,1.0050772
Glass,Glass,39.47217841309141,0.0,1.0,0.992242008650138,0.5115360992718306,0.5,E-commerce,0.3,0.5,1.5,0.5122553074406233,1.0050772
Cardboard,Paper,15.499205326648678,1.0,1.0,0.8312362672786894,0.6696075857890791,1.0,Electronics,1.0,0.9,2.0,0.6693886615219243,0.81061214
Cardboard,Paper,15.499205326648678,1.0,1.0,0.8312362672786894,0.6696075857890791,1.0,Food & Beverage,0.9,0.4,0.5,0.6695853384582093,0.81061214
Cardboard,Paper,15.499205326648678,1.0,1.0,0.8312362672786894,0.6696075857890791,1.0,Cosmetics,0.7,0.8,0.3,0.6693715734655379,0.81061214
Cardboard,Paper,15.499205326648678,1.0,1.0,0.8312362672786894,0.6696075857890791,1.0,Pharma,1.0,0.9,0.1,0.6692706553601532,0.81061214
Cardboard,Paper,15.499205326648678,1.0,1.0,0.8312362672786894,0.6696075857890791,1.0,E-commerce,0.3,0.5,1.5,0.6699228723901831,0.81061214
Virgin PET,Plastic,59.3810581646948,0.0,0.9,2.3797300409173587,1.870209458988315,0.45,Electronics,1.0,0.9,2.0,1.8633760894620288,2.4746253
Virgin PET,Plastic,59.3810581646948,0.0,0.9,2.3797300409173587,1.870209458988315,0.45,Food & Beverage,0.9,0.4,0.5,1.86772676507067,2.4746253
Virgin PET,Plastic,59.3810581646948,0.0,0.9,2.3797300409173587,1.870209458988315,0.45,Cosmetics,0.7,0.8,0.3,1.868501331550014,2.4746253
Virgin PET,Plastic,59.3810581646948,0.0,0.9,2.3797300409173587,1.870209458988315,0.45,Pharma,1.0,0.9,0.1,1.8638998422698876,2.4746253
Virgin PET,Plastic,59.3810581646948,0.0,0.9,2.3797300409173587,1.870209458988315,0.45,E-commerce,0.3,0.5,1.5,1.8656079697081855,2.4746253
Cardboard,Paper,15.702769341638929,1.0,1.0,0.7686024868704614,0.7296306431762184,1.0,Electronics,1.0,0.9,2.0,0.7213899590161682,0.7998992
Cardboard,Paper,15.702769341638929,1.0,1.0,0.7686024868704614,0.7296306431762184,1.0,Food & Beverage,0.9,0.4,0.5,0.7235399996797918,0.7998992
Cardboard,Paper,15.702769341638929,1.0,1.0,0.7686024868704614,0.7296306431762184,1.0,Cosmetics,0.7,0.8,0.3,0.7263934456473534,0.8014108
Cardboard,Paper,15.702769341638929,1.0,1.0,0.7686024868704614,0.7296306431762184,1.0,Pharma,1.0,0.9,0.1,0.7209890489974096,0.7998992
Cardboard,Paper,15.702769341638929,1.0,1.0,0.7686024868704614,0.7296306431762184,1.0,E-commerce,0.3,0.5,1.5,0.721009045388492,0.7998992
Recycled PET,Recycled Plastic,56.10181803682541,0.0,1.0,1.1915647401322125,2.0381913933388014,0.5,Electronics,1.0,0.9,2.0,2.0529777634383777,1.2077423
Recycled PET,Recycled Plastic,56.10181803682541,0.0,1.0,1.1915647401322125,2.0381913933388014,0.5,Food & Beverage,0.9,0.4,0.5,2.0425504887232573,1.215738
Recycled PET,Recycled Plastic,56.10181803682541,0.0,1.0,1.1915647401322125,2.0381913933388014,0.5,Cosmetics,0.7,0.8,0.3,2.0453138108738558,1.2077423
Recycled PET,Recycled Plastic,56.10181803682541,0.0,1.0,1.1915647401322125,2.0381913933388014,0.5,Pharma,1.0,0.9,0.1,2.049169769615854,1.2077423
Recycled PET,Recycled Plastic,56.10181803682541,0.0,1.0,1.1915647401322125,2.0381913933388014,0.5,E-commerce,0.3,0.5,1.5,2.050491136539355,1.2077423
Recycled PET,Recycled Plastic,52.9738552753451,0.0,1.0,1.2019861659301418,2.0817261482408145,0.5,Electronics,1.0,0.9,2.0,2.082797947112139,1.1893266
Recycled PET,Recycled Plastic,52.9738552753451,0.0,1.0,1.2019861659301418,2.0817261482408145,0.5,Food & Beverage,0.9,0.4,0.5,2.084234891939804,1.1893266
Recycled PET,Recycled Plastic,52.9738552753451,0.0,1.0,1.2019861659301418,2.0817261482408145,0.5,Cosmetics,0.7,0.8,0.3,2.086578715912414,1.1846899
Recycled PET,Recycled Plastic,52.9738552753451,0.0,1.0,1.2019861659301418,2.0817261482408145,0.5,Pharma,1.0,0.9,0.1,2.085742468012752,1.1846899
Recycled PET,Recycled Plastic,52.9738552753451,0.0,1.0,1.2019861659301418,2.0817261482408145,0.5,E-commerce,0.3,0.5,1.5,2.082940661006337,1.1893266
Cardboard,Paper,15.608731793700546,1.0,1.0,0.7844661097514538,0.7171430315112621,1.0,Electronics,1.0,0.9,2.0,0.715365431495545,0.7998992
Cardboard,Paper,15.608731793700546,1.0,1.0,0.7844661097514538,0.7171430315112621,1.0,Food & Beverage,0.9,0.4,0.5,0.7158358876234573,0.7998992
Cardboard,Paper,15.608731793700546,1.0,1.0,0.7844661097514538,0.7171430315112621,1.0,Cosmetics,0.7,0.8,0.3,0.7156989425635117,0.7998992
Cardboard,Paper,15.608731793700546,1.0,1.0,0.7844661097514538,0.7171430315112621,1.0,Pharma,1.0,0.9,0.1,0.7150883942216053,0.7998992
Cardboard,Paper,15.608731793700546,1.0,1.0,0.7844661097514538,0.7171430315112621,1.0,E-commerce,0.3,0.5,1.5,0.7153854368331548,0.7998992
PLA (Bio-plastic),Biopolymer,50.63364146147822,0.95,0.2,0.4983897068412745,3.361249056496044,0.575,Electronics,1.0,0.9,2.0,3.364088135978384,0.4969623
PLA (Bio-plastic),Biopolymer,50.63364146147822,0.95,0.2,0.4983897068412745,3.361249056496044,0.575,Food & Beverage,0.9,0.4,0.5,3.3815138285730884,0.4969623
PLA (Bio-plastic),Biopolymer,50.63364146147822,0.95,0.2,0.4983897068412745,3.361249056496044,0.575,Cosmetics,0.7,0.8,0.3,3.373398867896982,0.4969623
PLA (Bio-plastic),Biopolymer,50.63364146147822,0.95,0.2,0.4983897068412745,3.361249056496044,0.575,Pharma,1.0,0.9,0.1,3.3660251638818623,0.4969623
PLA (Bio-plastic),Biopolymer,50.63364146147822,0.95,0.2,0.4983897068412745,3.361249056496044,0.575,E-commerce,0.3,0.5,1.5,3.3718083036517923,0.4969623
Virgin PET,Plastic,62.647386151164,0.0,0.9,2.4535109456819733,1.7394337437896792,0.45,Electronics,1.0,0.9,2.0,1.7519789887438837,2.4965785
Virgin PET,Plastic,62.647386151164,0.0,0.9,2.4535109456819733,1.7394337437896792,0.45,Food & Beverage,0.9,0.4,0.5,1.7573941347628497,2.4965785
Virgin PET,Plastic,62.647386151164,0.0,0.9,2.4535109456819733,1.7394337437896792,0.45,Cosmetics,0.7,0.8,0.3,1.7476538033755873,2.4965785
Virgin PET,Plastic,62.647386151164,0.0,0.9,2.4535109456819733,1.7394337437896792,0.45,Pharma,1.0,0.9,0.1,1.748327313830033,2.4965785
Virgin PET,Plastic,62.647386151164,0.0,0.9,2.4535109456819733,1.7394337437896792,0.45,E-commerce,0.3,0.5,1.5,1.7477628436247163,2.4965785
Mushroom Packaging,Bio-composite,5.052128535249834,1.0,1.0,0.1943448124082538,3.8319756331690105,1.0,Electronics,1.0,0.9,2.0,3.831677521498993,0.20205694
Mushroom Packaging,Bio-composite,5.052128535249834,1.0,1.0,0.1943448124082538,3.8319756331690105,1.0,Food & Beverage,0.9,0.4,0.5,3.831602993581489,0.20205694
Mushroom Packaging,Bio-composite,5.052128535249834,1.0,1.0,0.1943448124082538,3.8319756331690105,1.0,Cosmetics,0.7,0.8,0.3,3.831602993581489,0.20205694
Mushroom Packaging,Bio-composite,5.052128535249834,1.0,1.0,0.1943448124082538,3.8319756331690105,1.0,Pharma,1.0,0.9,0.1,3.831826577334001,0.20205694
Mushroom Packaging,Bio-composite,5.052128535249834,1.0,1.0,0.1943448124082538,3.8319756331690105,1.0,E-commerce,0.3,0.5,1.5,3.8312303539939694,0.20205694
Recycled PET,Recycled Plastic,52.51729625819435,0.0,1.0,1.1494609249193466,2.0201066781154906,0.5,Electronics,1.0,0.9,2.0,2.021574157408552,1.1903245
Recycled PET,Recycled Plastic,52.51729625819435,0.0,1.0,1.1494609249193466,2.0201066781154906,0.5,Food & Beverage,0.9,0.4,0.5,2.022925890682574,1.1931534
Recycled PET,Recycled Plastic,52.51729625819435,0.0,1.0,1.1494609249193466,2.0201066781154906,0.5,Cosmetics,0.7,0.8,0.3,2.0220247351665592,1.1903245
Recycled PET,Recycled Plastic,52.51729625819435,0.0,1.0,1.1494609249193466,2.0201066781154906,0.5,Pharma,1.0,0.9,0.1,2.0220247351665592,1.1903245
Recycled PET,Recycled Plastic,52.51729625819435,0.0,1.0,1.1494609249193466,2.0201066781154906,0.5,E-commerce,0.3,0.5,1.5,2.022925890682574,1.1931534
PLA (Bio-plastic),Biopolymer,49.80830866808129,0.95,0.2,0.5165308023669484,3.50729833702698,0.575,Electronics,1.0,0.9,2.0,3.50273989845496,0.49868873
PLA (Bio-plastic),Biopolymer,49.80830866808129,0.95,0.2,0.5165308023669484,3.50729833702698,0.575,Food & Beverage,0.9,0.4,0.5,3.499903855096798,0.49868873
PLA (Bio-plastic),Biopolymer,49.80830866808129,0.95,0.2,0.5165308023669484,3.50729833702698,0.575,Cosmetics,0.7,0.8,0.3,3.5027251294914743,0.49868873
PLA (Bio-plastic),Biopolymer,49.80830866808129,0.95,0.2,0.5165308023669484,3.50729833702698,0.575,Pharma,1.0,0.9,0.1,3.5036655542896997,0.49868873
PLA (Bio-plastic),Biopolymer,49.80830866808129,0.95,0.2,0.5165308023669484,3.50729833702698,0.575,E-commerce,0.3,0.5,1.5,3.5004497836463586,0.49868873
Aluminum,Metal,201.11071004604187,0.0,1.0,12.514881306218312,2.5499655040591267,0.5,Electronics,1.0,0.9,2.0,2.533315699558203,12.322071
Aluminum,Metal,201.11071004604187,0.0,1.0,12.514881306218312,2.5499655040591267,0.5,Food & Beverage,0.9,0.4,0.5,2.512762135871287,12.33176
Aluminum,Metal,201.11071004604187,0.0,1.0,12.514881306218312,2.5499655040591267,0.5,Cosmetics,0.7,0.8,0.3,2.5355543387132022,12.322071
Aluminum,Metal,201.11071004604187,0.0,1.0,12.514881306218312,2.5499655040591267,0.5,Pharma,1.0,0.9,0.1,2.5122600049161496,12.33176
Aluminum,Metal,201.11071004604187,0.0,1.0,12.514881306218312,2.5499655040591267,0.5,E-commerce,0.3,0.5,1.5,2.5377786765669668,12.322071
Mushroom Packaging,Bio-composite,5.220548751788941,1.0,1.0,0.1947161953233485,3.840649939145656,1.0,Electronics,1.0,0.9,2.0,3.861080747658181,0.20205694
Mushroom Packaging,Bio-composite,5.220548751788941,1.0,1.0,0.1947161953233485,3.840649939145656,1.0,Food & Beverage,0.9,0.4,0.5,3.8540293869097337,0.20205694
Mushroom Packaging,Bio-composite,5.220548751788941,1.0,1.0,0.1947161953233485,3.840649939145656,1.0,Cosmetics,0.7,0.8,0.3,3.856016800443996,0.20205694
Mushroom Packaging,Bio-composite,5.220548751788941,1.0,1.0,0.1947161953233485,3.840649939145656,1.0,Pharma,1.0,0.9,0.1,3.846726129937544,0.20205694
Mushroom Packaging,Bio-composite,5.220548751788941,1.0,1.0,0.1947161953233485,3.840649939145656,1.0,E-commerce,0.3,0.5,1.5,3.8614910666277753,0.20205694
Recycled PET,Recycled Plastic,53.18627441551056,0.0,1.0,1.257741875600363,2.007064323865188,0.5,Electronics,1.0,0.9,2.0,2.0103364806995088,1.1903245
Recycled PET,Recycled Plastic,53.18627441551056,0.0,1.0,1.257741875600363,2.007064323865188,0.5,Food & Beverage,0.9,0.4,0.5,2.020058684594924,1.1903245
Recycled PET,Recycled Plastic,53.18627441551056,0.0,1.0,1.257741875600363,2.007064323865188,0.5,Cosmetics,0.7,0.8,0.3,2.011283601561793,1.1903245
Recycled PET,Recycled Plastic,53.18627441551056,0.0,1.0,1.257741875600363,2.007064323865188,0.5,Pharma,1.0,0.9,0.1,2.016126950406531,1.1903245
Recycled PET,Recycled Plastic,53.18627441551056,0.0,1.0,1.257741875600363,2.007064323865188,0.5,E-commerce,0.3,0.5,1.5,2.012656855434651,1.1903245
PLA (Bio-plastic),Biopolymer,50.79334509384199,0.95,0.2,0.4821774666368716,3.437374973768184,0.575,Electronics,1.0,0.9,2.0,3.438626273166911,0.4969623
PLA (Bio-plastic),Biopolymer,50.79334509384199,0.95,0.2,0.4821774666368716,3.437374973768184,0.575,Food & Beverage,0.9,0.4,0.5,3.440244425890393,0.4969623
PLA (Bio-plastic),Biopolymer,50.79334509384199,0.95,0.2,0.4821774666368716,3.437374973768184,0.575,Cosmetics,0.7,0.8,0.3,3.4422356520056225,0.4969623
PLA (Bio-plastic),Biopolymer,50.79334509384199,0.95,0.2,0.4821774666368716,3.437374973768184,0.575,Pharma,1.0,0.9,0.1,3.438906532297267,0.4969623
PLA (Bio-plastic),Biopolymer,50.79334509384199,0.95,0.2,0.4821774666368716,3.437374973768184,0.575,E-commerce,0.3,0.5,1.5,3.4398140467577183,0.4969623
PLA (Bio-plastic),Biopolymer,49.18751568353003,0.95,0.2,0.4834673128563532,3.628938205933601,0.575,Electronics,1.0,0.9,2.0,3.6307013346791295,0.49793208
PLA (Bio-plastic),Biopolymer,49.18751568353003,0.95,0.2,0.4834673128563532,3.628938205933601,0.575,Food & Beverage,0.9,0.4,0.5,3.6328429138006846,0.49793208
PLA (Bio-plastic),Biopolymer,49.18751568353003,0.95,0.2,0.4834673128563532,3.628938205933601,0.575,Cosmetics,0.7,0.8,0.3,3.630191230458733,0.49793208
PLA (Bio-plastic),Biopolymer,49.18751568353003,0.95,0.2,0.4834673128563532,3.628938205933601,0.575,Pharma,1.0,0.9,0.1,3.629812780082712,0.49793208
