product_id,product_name,category,material_type,weight_kg,volume_m3,shelf_life_days,packaging_required
P05075,Shampoo,Cosmetics,Recycled Cardboard,0.309,0.0003,465,True
P05076,Shampoo,Cosmetics,Mushroom Mycelium,0.431,0.0004,441,True
P05077,Shampoo,Cosmetics,Bagasse,0.209,0.0003,592,True
P05078,Shampoo,Cosmetics,Bioplastic (PLA),0.317,0.0003,454,True
P05079,Shampoo,Cosmetics,Bagasse,0.261,0.0002,534,True
P05080,Shampoo,Cosmetics,Mushroom Mycelium,0.328,0.0004,152,True
P05081,Shampoo,Cosmetics,Bioplastic (PLA),0.389,0.0003,97,True
P05082,Shampoo,Cosmetics,Bioplastic (PLA),0.393,0.0004,387,True
P05083,Shampoo,Cosmetics,Bioplastic (PLA),0.282,0.0004,713,True
P05084,Shampoo,Cosmetics,Bagasse,0.404,0.0004,203,True
P05085,Shampoo,Cosmetics,Recycled Cardboard,0.267,0.0003,57,True
P05086,Shampoo,Cosmetics,Mushroom Mycelium,0.454,0.0004,438,True
P05087,Shampoo,Cosmetics,Bagasse,0.208,0.0004,394,True
P05088,Shampoo,Cosmetics,Bioplastic (PLA),0.231,0.0005,581,True
P05089,Shampoo,Cosmetics,Bioplastic (PLA),0.403,0.0002,522,True
P05090,Shampoo,Cosmetics,Bamboo Fiber,0.275,0.0004,232,True
P05091,Shampoo,Cosmetics,Mushroom Mycelium,0.422,0.0004,324,True
P05092,Shampoo,Cosmetics,Bagasse,0.417,0.0002,347,True
P05093,Shampoo,Cosmetics,Bagasse,0.475,0.0005,99,True
P05094,Shampoo,Cosmetics,Mushroom Mycelium,0.47,0.0003,342,True
P05095,Shampoo,Cosmetics,Recycled Cardboard,0.424,0.0003,716,True
P05096,Shampoo,Cosmetics,Bagasse,0.467,0.0005,379,True
P05097,Shampoo,Cosmetics,Bioplastic (PLA),0.251,0.0005,469,True
P05098,Shampoo,Cosmetics,Bioplastic (PLA),0.226,0.0005,623,True
P05099,Shampoo,Cosmetics,Bagasse,0.302,0.0005,340,True
P05100,Shampoo,Cosmetics,Mushroom Mycelium,0.431,0.0004,121,True
P05101,Shampoo,Cosmetics,Bagasse,0.257,0.0003,430,True
P05102,Shampoo,Cosmetics,Bagasse,0.227,0.0004,129,True
P05103,Shampoo,Cosmetics,Bagasse,0.25,0.0004,197,True
P05104,Shampoo,Cosmetics,Recycled Cardboard,0.451,0.0005,119,True
P05105,Shampoo,Cosmetics,Bioplastic (PLA),0.29,0.0003,551,True
P05106,Shampoo,Cosmetics,Bioplastic (PLA),0.419,0.0003,316,True
P05107,Shampoo,Cosmetics,Bamboo Fiber,0.339,0.0004,536,True
P05108,Shampoo,Cosmetics,Bagasse,0.392,0.0004,724,True
P05109,Shampoo,Cosmetics,Bagasse,0.495,0.0003,587,True
P05110,Shampoo,Cosmetics,Bagasse,0.383,0.0004,602,True
P05111,Shampoo,Cosmetics,Bagasse,0.313,0.0005,365,True
P05112,Shampoo,Cosmetics,Bioplastic (PLA),0.223,0.0005,327,True
P05113,Shampoo,Cosmetics,Mushroom Mycelium,0.345,0.0003,448,True
P05114,Shampoo,Cosmetics,Recycled Cardboard,0.294,0.0004,112,True
P05115,Shampoo,Cosmetics,Bagasse,0.217,0.0002,60,True
P05116,Shampoo,Cosmetics,Bamboo Fiber,0.485,0.0003,714,True
P05117,Shampoo,Cosmetics,Mushroom Mycelium,0.46,0.0002,96,True
P05118,Shampoo,Cosmetics,Recycled Cardboard,0.443,0.0005,72,True
P05119,Shampoo,Cosmetics,Bamboo Fiber,0.249,0.0002,297,True
P05120,Shampoo,Cosmetics,Bioplastic (PLA),0.313,0.0004,412,True
P05121,Shampoo,Cosmetics,Bagasse,0.21,0.0004,476,True
P05122,Shampoo,Cosmetics,Bagasse,0.242,0.0004,349,True
P05123,Shampoo,Cosmetics,Bioplastic (PLA),0.273,0.0004,711,True
P05124,Shampoo,Cosmetics,Mushroom Mycelium,0.252,0.0004,684,True
P05125,Shampoo,Cosmetics,Bamboo Fiber,0.374,0.0004,467,True
P05126,Shampoo,Cosmetics,Recycled Cardboard,0.33,0.0002,344,True
P05127,Shampoo,Cosmetics,Bamboo Fiber,0.436,0.0005,676,True
P05128,Shampoo,Cosmetics,Bioplastic (PLA),0.43,0.0004,354,True
P05129,Shampoo,Cosmetics,Bamboo Fiber,0.486,0.0005,139,True
P05130,Shampoo,Cosmetics,Recycled Cardboard,0.294,0.0003,518,True
P05131,Shampoo,Cosmetics,Mushroom Mycelium,0.474,0.0004,434,True
P05132,Shampoo,Cosmetics,Bagasse,0.311,0.0005,192,True
P05133,Shampoo,Cosmetics,Mushroom Mycelium,0.269,0.0003,71,True
P05134,Shampoo,Cosmetics,Bamboo Fiber,0.25,0.0003,535,True
P05135,Shampoo,Cosmetics,Bioplastic (PLA),0.264,0.0003,222,True
P05136,Shampoo,Cosmetics,Mushroom Mycelium,0.411,0.0004,54,True
P05137,Shampoo,Cosmetics,Bioplastic (PLA),0.391,0.0003,721,True
P05138,Shampoo,Cosmetics,Bioplastic (PLA),0.393,0.0005,186,True
P05139,Shampoo,Cosmetics,Bagasse,0.433,0.0004,659,True
P05140,Shampoo,Cosmetics,Bamboo Fiber,0.394,0.0004,251,True
P05141,Shampoo,Cosmetics,Mushroom Mycelium,0.216,0.0002,353,True
P05142,Shampoo,Cosmetics,Recycled Cardboard,0.338,0.0003,499,True
P05143,Shampoo,Cosmetics,Bagasse,0.277,0.0002,139,True
P05144,Shampoo,Cosmetics,Bagasse,0.208,0.0004,446,True
P05145,Shampoo,Cosmetics,Mushroom Mycelium,0.272,0.0003,292,True
P05146,Shampoo,Cosmetics,Bamboo Fiber,0.444,0.0003,606,True
P05147,Shampoo,Cosmetics,Bagasse,0.491,0.0004,51,True
P05148,Shampoo,Cosmetics,Mushroom Mycelium,0.406,0.0002,627,True
P05149,Shampoo,Cosmetics,Recycled Cardboard,0.394,0.0005,624,True
P05150,Shampoo,Cosmetics,Bagasse,0.44,0.0004,597,True
P05151,Shampoo,Cosmetics,Bagasse,0.43,0.0002,33,True
P05152,Shampoo,Cosmetics,Bamboo Fiber,0.432,0.0004,201,True
P05153,Shampoo,Cosmetics,Bagasse,0.314,0.0002,107,True
P05154,Shampoo,Cosmetics,Bioplastic (PLA),0.214,0.0002,635,True
P05155,Shampoo,Cosmetics,Bioplastic (PLA),0.402,0.0005,450,True
P05156,Shampoo,Cosmetics,Bioplastic (PLA),0.455,0.0004,420,True
P05157,Shampoo,Cosmetics,Bagasse,0.358,0.0003,518,True
P05158,Shampoo,Cosmetics,Bamboo Fiber,0.422,0.0004,603,True
P05159,Shampoo,Cosmetics,Recycled Cardboard,0.33,0.0002,194,True
P05160,Shampoo,Cosmetics,Bagasse,0.244,0.0003,341,True
P05161,Shampoo,Cosmetics,Mushroom Mycelium,0.275,0.0004,437,True
P05162,Shampoo,Cosmetics,Bamboo Fiber,0.282,0.0005,261,True
P05163,Shampoo,Cosmetics,Recycled Cardboard,0.256,0.0003,343,True
P05164,Shampoo,Cosmetics,Bioplastic (PLA),0.3,0.0003,254,True
P05165,Shampoo,Cosmetics,Recycled Cardboard,0.317,0.0004,692,True
P05166,Shampoo,Cosmetics,Mushroom Mycelium,0.419,0.0003,490,True
P05167,Shampoo,Cosmetics,Bamboo Fiber,0.256,0.0003,563,True
P05168,Shampoo,Cosmetics,Recycled Cardboard,0.463,0.0003,591,True
P05169,Shampoo,Cosmetics,Bagasse,0.283,0.0003,87,True
P05170,Shampoo,Cosmetics,Recycled Cardboard,0.316,0.0005,59,True
P05171,Shampoo,Cosmetics,Bioplastic (PLA),0.434,0.0003,130,True
P05172,Shampoo,Cosmetics,Bagasse,0.423,0.0005,681,True
P05173,Shampoo,Cosmetics,Bamboo Fiber,0.455,0.0003,242,True
P05174,Shampoo,Cosmetics,Recycled Cardboard,0.324,0.0004,213,True
P05175,Shampoo,Cosmetics,Bioplastic (PLA),0.481,0.0003,465,True
P05176,Shampoo,Cosmetics,Mushroom Mycelium,0.205,0.0004,546,True
P05177,Shampoo,Cosmetics,Bagasse,0.343,0.0004,622,True
P05178,Shampoo,Cosmetics,Bioplastic (PLA),0.298,0.0003,691,True
P05179,Shampoo,Cosmetics,Recycled Cardboard,0.302,0.0002,139,True
P05180,Shampoo,Cosmetics,Bioplastic (PLA),0.481,0.0004,269,True
P05181,Shampoo,Cosmetics,Bamboo Fiber,0.352,0.0004,210,True
P05182,Shampoo,Cosmetics,Bioplastic (PLA),0.406,0.0003,458,True
P05183,Shampoo,Cosmetics,Recycled Cardboard,0.367,0.0003,174,True
P05184,Shampoo,Cosmetics,Mushroom Mycelium,0.258,0.0004,346,True
P05185,Shampoo,Cosmetics,Mushroom Mycelium,0.291,0.0005,598,True
P05186,Shampoo,Cosmetics,Bagasse,0.395,0.0004,613,True
P05187,Shampoo,Cosmetics,Bamboo Fiber,0.466,0.0004,150,True
P05188,Shampoo,Cosmetics,Bagasse,0.305,0.0003,132,True
P05189,Shampoo,Cosmetics,Bagasse,0.26,0.0005,157,True
P05190,Shampoo,Cosmetics,Mushroom Mycelium,0.34,0.0003,193,True
P05191,Shampoo,Cosmetics,Bagasse,0.435,0.0005,521,True
P05192,Shampoo,Cosmetics,Bamboo Fiber,0.367,0.0005,297,True
P05193,Shampoo,Cosmetics,Bioplastic (PLA),0.398,0.0004,66,True
P05194,Shampoo,Cosmetics,Bagasse,0.303,0.0004,91,True
P05195,Shampoo,Cosmetics,Mushroom Mycelium,0.346,0.0002,583,True
P05196,Shampoo,Cosmetics,Bagasse,0.384,0.0004,540,True
P05197,Shampoo,Cosmetics,Mushroom Mycelium,0.255,0.0005,403,True
P05198,Shampoo,Cosmetics,Mushroom Mycelium,0.363,0.0005,229,True
P05199,Shampoo,Cosmetics,Recycled Cardboard,0.272,0.0004,694,True
P05200,Shampoo,Cosmetics,Recycled Cardboard,0.268,0.0003,177,True
P05201,Shampoo,Cosmetics,Mushroom Mycelium,0.263,0.0004,132,True
P05202,Shampoo,Cosmetics,Bagasse,0.328,0.0004,46,True
P05203,Shampoo,Cosmetics,Bagasse,0.448,0.0004,548,True
P05204,Shampoo,Cosmetics,Bioplastic (PLA),0.399,0.0004,631,True
P05205,Shampoo,Cosmetics,Bagasse,0.45,0.0003,39,True
P05206,Shampoo,Cosmetics,Bagasse,0.388,0.0002,189,True
P05207,Shampoo,Cosmetics,Bamboo Fiber,0.486,0.0004,306,True
P05208,Shampoo,Cosmetics,Mushroom Mycelium,0.253,0.0003,666,True
P05209,Shampoo,Cosmetics,Bioplastic (PLA),0.385,0.0003,660,True
P05210,Shampoo,Cosmetics,Bagasse,0.49,0.0005,589,True
P05211,Shampoo,Cosmetics,Bamboo Fiber,0.215,0.0004,247,True
P05212,Shampoo,Cosmetics,Bagasse,0.327,0.0004,511,True
P05213,Shampoo,Cosmetics,Bamboo Fiber,0.302,0.0002,507,True
P05214,Shampoo,Cosmetics,Mushroom Mycelium,0.36,0.0003,597,True
P05215,Shampoo,Cosmetics,Mushroom Mycelium,0.296,0.0004,256,True
P05216,Shampoo,Cosmetics,Bioplastic (PLA),0.234,0.0004,327,True
P05217,Shampoo,Cosmetics,Recycled Cardboard,0.32,0.0003,170,True
P05218,Shampoo,Cosmetics,Bagasse,0.284,0.0005,170,True
P05219,Shampoo,Cosmetics,Mushroom Mycelium,0.427,0.0004,459,True
P05220,Shampoo,Cosmetics,Recycled Cardboard,0.252,0.0005,305,True
P05221,Shampoo,Cosmetics,Bioplastic (PLA),0.276,0.0004,268,True
P05222,Shampoo,Cosmetics,Bioplastic (PLA),0.314,0.0004,644,True
P05223,Shampoo,Cosmetics,Bagasse,0.241,0.0004,655,True
P05224,Shampoo,Cosmetics,Bagasse,0.405,0.0004,240,True
P05225,Shampoo,Cosmetics,Bamboo Fiber,0.335,0.0004,373,True
P05226,Shampoo,Cosmetics,Recycled Cardboard,0.317,0.0004,658,True
P05227,Shampoo,Cosmetics,Bagasse,0.279,0.0003,587,True
P05228,Shampoo,Cosmetics,Mushroom Mycelium,0.384,0.0005,98,True
P05229,Shampoo,Cosmetics,Recycled Cardboard,0.242,0.0004,609,True
P05230,Shampoo,Cosmetics,Bioplastic (PLA),0.218,0.0005,607,True
P05231,Shampoo,Cosmetics,Bioplastic (PLA),0.37,0.0004,663,True
P05232,Shampoo,Cosmetics,Mushroom Mycelium,0.45,0.0003,578,True
P05233,Shampoo,Cosmetics,Recycled Cardboard,0.482,0.0003,588,True
P05234,Shampoo,Cosmetics,Bamboo Fiber,0.489,0.0002,664,True
P05235,Shampoo,Cosmetics,Bagasse,0.288,0.0004,294,True
P05236,Shampoo,Cosmetics,Bioplastic (PLA),0.249,0.0004,422,True
P05237,Shampoo,Cosmetics,Bamboo Fiber,0.322,0.0003,379,True
P05238,Shampoo,Cosmetics,Bagasse,0.427,0.0005,366,True
P05239,Shampoo,Cosmetics,Mushroom Mycelium,0.387,0.0003,232,True
P05240,Shampoo,Cosmetics,Bioplastic (PLA),0.337,0.0004,337,True
P05241,Shampoo,Cosmetics,Bamboo Fiber,0.411,0.0002,719,True
P05242,Shampoo,Cosmetics,Recycled Cardboard,0.323,0.0003,481,True
P05243,Shampoo,Cosmetics,Bagasse,0.216,0.0004,72,True
P05244,Shampoo,Cosmetics,Mushroom Mycelium,0.45,0.0003,68,True
P05245,Shampoo,Cosmetics,Recycled Cardboard,0.49,0.0003,347,True
P05246,Shampoo,Cosmetics,Recycled Cardboard,0.3,0.0002,457,True
P05247,Shampoo,Cosmetics,Bioplastic (PLA),0.36,0.0003,137,True
P05248,Shampoo,Cosmetics,Bamboo Fiber,0.419,0.0003,274,True
P05249,Shampoo,Cosmetics,Bagasse,0.234,0.0003,193,True
P05250,Shampoo,Cosmetics,Bagasse,0.413,0.0002,663,True
P05251,Shampoo,Cosmetics,Recycled Cardboard,0.485,0.0003,611,True
P05252,Shampoo,Cosmetics,Recycled Cardboard,0.355,0.0002,555,True
P05253,Shampoo,Cosmetics,Bamboo Fiber,0.473,0.0005,332,True
P05254,Shampoo,Cosmetics,Recycled Cardboard,0.48,0.0002,459,True
P05255,Shampoo,Cosmetics,Bioplastic (PLA),0.367,0.0004,712,True
P05256,Shampoo,Cosmetics,Mushroom Mycelium,0.412,0.0003,240,True
P05257,Shampoo,Cosmetics,Mushroom Mycelium,0.315,0.0003,254,True
P05258,Shampoo,Cosmetics,Bagasse,0.344,0.0003,406,True
P05259,Shampoo,Cosmetics,Bagasse,0.366,0.0002,51,True
P05260,Shampoo,Cosmetics,Bioplastic (PLA),0.326,0.0002,155,True
P05261,Shampoo,Cosmetics,Bioplastic (PLA),0.251,0.0005,520,True
P05262,Shampoo,Cosmetics,Bamboo Fiber,0.247,0.0002,553,True
P05263,Shampoo,Cosmetics,Bamboo Fiber,0.451,0.0005,149,True
P05264,Shampoo,Cosmetics,Recycled Cardboard,0.283,0.0004,326,True
P05265,Shampoo,Cosmetics,Mushroom Mycelium,0.393,0.0003,402,True
P05266,Shampoo,Cosmetics,Mushroom Mycelium,0.483,0.0003,405,True
P05267,Shampoo,Cosmetics,Bioplastic (PLA),0.302,0.0002,380,True
P05268,Shampoo,Cosmetics,Bamboo Fiber,0.408,0.0005,463,True
P05269,Shampoo,Cosmetics,Recycled Cardboard,0.274,0.0004,173,True
P05270,Shampoo,Cosmetics,Bioplastic (PLA),0.346,0.0004,524,True
P05271,Shampoo,Cosmetics,Bagasse,0.492,0.0002,532,True
P05272,Shampoo,Cosmetics,Bioplastic (PLA),0.247,0.0004,304,True
P05273,Shampoo,Cosmetics,Bagasse,0.288,0.0003,609,True
P05274,Shampoo,Cosmetics,Bagasse,0.383,0.0003,298,True
P05275,Shampoo,Cosmetics,Mushroom Mycelium,0.46,0.0002,213,True
P05276,Shampoo,Cosmetics,Bamboo Fiber,0.326,0.0005,686,True
P05277,Shampoo,Cosmetics,Bagasse,0.413,0.0003,477,True
P05278,Shampoo,Cosmetics,Bioplastic (PLA),0.315,0.0003,448,True
P05279,Shampoo,Cosmetics,Bioplastic (PLA),0.392,0.0003,92,True
P05280,Shampoo,Cosmetics,Mushroom Mycelium,0.257,0.0005,302,True
P05281,Shampoo,Cosmetics,Bagasse,0.412,0.0004,102,True
P05282,Shampoo,Cosmetics,Mushroom Mycelium,0.203,0.0002,197,True
P05283,Shampoo,Cosmetics,Mushroom Mycelium,0.205,0.0004,107,True
P05284,Shampoo,Cosmetics,Bagasse,0.267,0.0004,244,True
P05285,Shampoo,Cosmetics,Mushroom Mycelium,0.371,0.0004,45,True
P05286,Shampoo,Cosmetics,Bamboo Fiber,0.386,0.0002,182,True
P05287,Shampoo,Cosmetics,Recycled Cardboard,0.314,0.0004,58,True
P05288,Shampoo,Cosmetics,Bagasse,0.247,0.0004,387,True
P05289,Shampoo,Cosmetics,Mushroom Mycelium,0.223,0.0003,381,True
P05290,Shampoo,Cosmetics,Bioplastic (PLA),0.257,0.0003,159,True
P05291,Shampoo,Cosmetics,Bioplastic (PLA),0.304,0.0004,223,True
P05292,Shampoo,Cosmetics,Mushroom Mycelium,0.317,0.0003,374,True
P05293,Shampoo,Cosmetics,Bagasse,0.444,0.0002,512,True
P05294,Shampoo,Cosmetics,Mushroom Mycelium,0.21,0.0005,442,True
P05295,Shampoo,Cosmetics,Bioplastic (PLA),0.296,0.0003,302,True
P05296,Shampoo,Cosmetics,Mushroom Mycelium,0.319,0.0004,277,True
P05297,Shampoo,Cosmetics,Bagasse,0.271,0.0002,147,True
P05298,Shampoo,Cosmetics,Recycled Cardboard,0.431,0.0003,200,True
P05299,Shampoo,Cosmetics,Recycled Cardboard,0.213,0.0004,223,True
P05300,Shampoo,Cosmetics,Recycled Cardboard,0.204,0.0002,264,True
P05301,Shampoo,Cosmetics,Recycled Cardboard,0.405,0.0005,115,True
P05302,Shampoo,Cosmetics,Mushroom Mycelium,0.231,0.0003,312,True
P05303,Shampoo,Cosmetics,Bamboo Fiber,0.423,0.0004,341,True
P05304,Shampoo,Cosmetics,Recycled Cardboard,0.438,0.0002,600,True
P05305,Shampoo,Cosmetics,Bamboo Fiber,0.475,0.0003,391,True
P05306,Shampoo,Cosmetics,Mushroom Mycelium,0.373,0.0005,447,True
P05307,Shampoo,Cosmetics,Bamboo Fiber,0.229,0.0003,711,True
P05308,Shampoo,Cosmetics,Mushroom Mycelium,0.492,0.0004,450,True
P05309,Shampoo,Cosmetics,Bagasse,0.38,0.0005,260,True
P05310,Shampoo,Cosmetics,Recycled Cardboard,0.22,0.0004,536,True
P05311,Shampoo,Cosmetics,Bagasse,0.405,0.0003,425,True
P05312,Shampoo,Cosmetics,Bamboo Fiber,0.289,0.0004,526,True
P05313,Shampoo,Cosmetics,Bioplastic (PLA),0.46,0.0002,220,True
P05314,Shampoo,Cosmetics,Bagasse,0.492,0.0003,33,True
P05315,Shampoo,Cosmetics,Recycled Cardboard,0.231,0.0003,153,True
P05316,Shampoo,Cosmetics,Bamboo Fiber,0.491,0.0003,550,True
P05317,Shampoo,Cosmetics,Bioplastic (PLA),0.259,0.0005,423,True
P05318,Shampoo,Cosmetics,Bagasse,0.219,0.0005,165,True
P05319,Shampoo,Cosmetics,Bioplastic (PLA),0.423,0.0004,647,True
P05320,Shampoo,Cosmetics,Bagasse,0.243,0.0004,561,True
P05321,Shampoo,Cosmetics,Recycled Cardboard,0.37,0.0003,576,True
P05322,Shampoo,Cosmetics,Recycled Cardboard,0.267,0.0002,352,True
P05323,Shampoo,Cosmetics,Bioplastic (PLA),0.236,0.0004,411,True
P05324,Shampoo,Cosmetics,Bamboo Fiber,0.354,0.0003,268,True
P05325,Shampoo,Cosmetics,Bamboo Fiber,0.49,0.0004,180,True
P05326,Shampoo,Cosmetics,Recycled Cardboard,0.258,0.0002,345,True
P05327,Shampoo,Cosmetics,Bagasse,0.282,0.0003,436,True
P05328,Shampoo,Cosmetics,Bagasse,0.379,0.0003,94,True
P05329,Shampoo,Cosmetics,Bioplastic (PLA),0.392,0.0002,211,True
P05330,Shampoo,Cosmetics,Mushroom Mycelium,0.212,0.0004,181,True
P05331,Shampoo,Cosmetics,Bagasse,0.314,0.0004,75,True
P05332,Shampoo,Cosmetics,Bamboo Fiber,0.279,0.0004,84,True
P05333,Shampoo,Cosmetics,Bamboo Fiber,0.371,0.0005,617,True
P05334,Shampoo,Cosmetics,Bagasse,0.319,0.0003,690,True
P05335,Shampoo,Cosmetics,Bamboo Fiber,0.278,0.0005,57,True
P05336,Shampoo,Cosmetics,Bagasse,0.268,0.0005,218,True
P05337,Shampoo,Cosmetics,Bagasse,0.24,0.0003,416,True
P05338,Shampoo,Cosmetics,Mushroom Mycelium,0.247,0.0002,223,True
P05339,Shampoo,Cosmetics,Recycled Cardboard,0.423,0.0004,727,True
P05340,Shampoo,Cosmetics,Recycled Cardboard,0.275,0.0004,301,True
P05341,Shampoo,Cosmetics,Bamboo Fiber,0.287,0.0002,541,True
P05342,Shampoo,Cosmetics,Bagasse,0.341,0.0003,192,True
P05343,Shampoo,Cosmetics,Bagasse,0.314,0.0005,423,True
P05344,Shampoo,Cosmetics,Bioplastic (PLA),0.222,0.0004,553,True
P05345,Shampoo,Cosmetics,Recycled Cardboard,0.309,0.0004,294,True
P05346,Shampoo,Cosmetics,Bamboo Fiber,0.486,0.0005,212,True
P05347,Shampoo,Cosmetics,Mushroom Mycelium,0.257,0.0004,614,True
P05348,Shampoo,Cosmetics,Bioplastic (PLA),0.221,0.0003,248,True
P05349,Shampoo,Cosmetics,Mushroom Mycelium,0.35,0.0005,75,True
P05350,Shampoo,Cosmetics,Bagasse,0.467,0.0005,582,True
P05351,Shampoo,Cosmetics,Bamboo Fiber,0.311,0.0003,57,True
P05352,Shampoo,Cosmetics,Bioplastic (PLA),0.35,0.0003,657,True
P05353,Shampoo,Cosmetics,Mushroom Mycelium,0.445,0.0005,179,True
P05354,Shampoo,Cosmetics,Bagasse,0.382,0.0005,331,True
P05355,Shampoo,Cosmetics,Bagasse,0.418,0.0004,432,True
P05356,Shampoo,Cosmetics,Bagasse,0.403,0.0005,80,True
P05357,Shampoo,Cosmetics,Recycled Cardboard,0.316,0.0004,535,True
P05358,Shampoo,Cosmetics,Bamboo Fiber,0.249,0.0003,69,True
P05359,Shampoo,Cosmetics,Recycled Cardboard,0.451,0.0003,193,True
P05360,Shampoo,Cosmetics,Mushroom Mycelium,0.222,0.0003,224,True
P05361,Shampoo,Cosmetics,Bioplastic (PLA),0.238,0.0002,489,True
P05362,Shampoo,Cosmetics,Bagasse,0.332,0.0003,614,True
P05363,Shampoo,Cosmetics,Bagasse,0.277,0.0005,443,True
P05364,Shampoo,Cosmetics,Mushroom Mycelium,0.233,0.0004,576,True
P05365,Shampoo,Cosmetics,Bamboo Fiber,0.429,0.0005,104,True
P05366,Shampoo,Cosmetics,Bamboo Fiber,0.474,0.0005,175,True
P05367,Shampoo,Cosmetics,Mushroom Mycelium,0.341,0.0004,343,True
P05368,Shampoo,Cosmetics,Mushroom Mycelium,0.408,0.0002,345,True
P05369,Shampoo,Cosmetics,Mushroom Mycelium,0.441,0.0004,648,True
P05370,Shampoo,Cosmetics,Bioplastic (PLA),0.433,0.0003,165,True
P05371,Shampoo,Cosmetics,Mushroom Mycelium,0.418,0.0003,701,True
P05372,Shampoo,Cosmetics,Bioplastic (PLA),0.2,0.0003,381,True
P05373,Shampoo,Cosmetics,Bamboo Fiber,0.414,0.0004,197,True
P05374,Shampoo,Cosmetics,Bioplastic (PLA),0.385,0.0002,483,True
P05375,Shampoo,Cosmetics,Bagasse,0.234,0.0002,603,True
P05376,Shampoo,Cosmetics,Bamboo Fiber,0.28,0.0003,389,True
P05377,Shampoo,Cosmetics,Bagasse,0.368,0.0004,450,True
P05378,Shampoo,Cosmetics,Bagasse,0.399,0.0003,688,True
P05379,Shampoo,Cosmetics,Bagasse,0.283,0.0004,628,True
P05380,Shampoo,Cosmetics,Bagasse,0.45,0.0004,444,True
P05381,Shampoo,Cosmetics,Mushroom Mycelium,0.461,0.0003,321,True
P05382,Shampoo,Cosmetics,Recycled Cardboard,0.262,0.0004,234,True
P05383,Shampoo,Cosmetics,Bagasse,0.349,0.0005,240,True
P05384,Shampoo,Cosmetics,Bamboo Fiber,0.379,0.0002,247,True
P05385,Shampoo,Cosmetics,Bamboo Fiber,0.458,0.0003,535,True
P05386,Shampoo,Cosmetics,Mushroom Mycelium,0.321,0.0004,246,True
P05387,Shampoo,Cosmetics,Bamboo Fiber,0.38,0.0004,605,True
P05388,Shampoo,Cosmetics,Bamboo Fiber,0.405,0.0003,429,True
P05389,Shampoo,Cosmetics,Bagasse,0.333,0.0004,68,True
P05390,Shampoo,Cosmetics,Recycled Cardboard,0.458,0.0002,114,True
P05391,Shampoo,Cosmetics,Bamboo Fiber,0.417,0.0005,145,True
P05392,Shampoo,Cosmetics,Recycled Cardboard,0.231,0.0005,465,True
P05393,Shampoo,Cosmetics,Bagasse,0.308,0.0005,359,True
P05394,Shampoo,Cosmetics,Mushroom Mycelium,0.484,0.0002,145,True
P05395,Shampoo,Cosmetics,Recycled Cardboard,0.232,0.0005,311,True
P05396,Shampoo,Cosmetics,Bagasse,0.324,0.0005,149,True
P05397,Shampoo,Cosmetics,Bagasse,0.332,0.0002,684,True
P05398,Shampoo,Cosmetics,Mushroom Mycelium,0.273,0.0004,93,True
P05399,Shampoo,Cosmetics,Bagasse,0.424,0.0005,669,True
P05400,Shampoo,Cosmetics,Bagasse,0.441,0.0004,113,True
P05401,Shampoo,Cosmetics,Recycled Cardboard,0.29,0.0004,472,True
P05402,Shampoo,Cosmetics,Recycled Cardboard,0.484,0.0004,87,True
P05403,Shampoo,Cosmetics,Bagasse,0.233,0.0003,456,True
P05404,Shampoo,Cosmetics,Bamboo Fiber,0.301,0.0003,305,True
P05405,Shampoo,Cosmetics,Recycled Cardboard,0.344,0.0004,346,True
P05406,Shampoo,Cosmetics,Mushroom Mycelium,0.443,0.0004,660,True
P05407,Shampoo,Cosmetics,Mushroom Mycelium,0.216,0.0004,85,True
P05408,Shampoo,Cosmetics,Recycled Cardboard,0.232,0.0004,491,True
P05409,Shampoo,Cosmetics,Bioplastic (PLA),0.241,0.0002,632,True
P05410,Shampoo,Cosmetics,Bamboo Fiber,0.403,0.0004,71,True
P05411,Shampoo,Cosmetics,Recycled Cardboard,0.219,0.0003,455,True
P05412,Shampoo,Cosmetics,Bagasse,0.219,0.0005,590,True
P05413,Shampoo,Cosmetics,Bioplastic (PLA),0.48,0.0004,347,True
P05414,Shampoo,Cosmetics,Mushroom Mycelium,0.263,0.0002,657,True
P05415,Shampoo,Cosmetics,Bamboo Fiber,0.201,0.0003,549,True
P05416,Shampoo,Cosmetics,Bamboo Fiber,0.465,0.0004,268,True
P05417,Shampoo,Cosmetics,Mushroom Mycelium,0.428,0.0002,420,True
P05418,Shampoo,Cosmetics,Recycled Cardboard,0.431,0.0004,394,True
P05419,Shampoo,Cosmetics,Bamboo Fiber,0.396,0.0003,695,True
P05420,Shampoo,Cosmetics,Recycled Cardboard,0.452,0.0003,288,True
P05421,Shampoo,Cosmetics,Mushroom Mycelium,0.357,0.0005,351,True
P05422,Shampoo,Cosmetics,Bagasse,0.427,0.0004,343,True
P05423,Shampoo,Cosmetics,Bagasse,0.311,0.0004,640,True
P05424,Shampoo,Cosmetics,Mushroom Mycelium,0.224,0.0002,273,True
P05425,Shampoo,Cosmetics,Bagasse,0.215,0.0003,548,True
P05426,Shampoo,Cosmetics,Mushroom Mycelium,0.398,0.0005,533,True
P05427,Shampoo,Cosmetics,Bamboo Fiber,0.236,0.0003,546,True
P05428,Shampoo,Cosmetics,Bioplastic (PLA),0.368,0.0002,545,True
P05429,Shampoo,Cosmetics,Bioplastic (PLA),0.364,0.0005,46,True
