material_id,material_name,material_type,recommended_product_category,max_weight_capacity_kg,moisture_resistance_level,suitable_for_fragile,suitable_for_liquid,suitable_for_moisture_sensitive,suitable_for_temperature_sensitive,recyclable_percent,biodegradable_days,co2_per_kg,cost_per_kg_inr,suitability_score,strength_rating_per_kg
397,PLA Bioplastic Variant 67-1,PLA Bioplastic,Apparel & Fashion,47.9,3,True,False,False,False,45,659,1.473,285.09,0.502,9.7
398,PLA Bioplastic Variant 67-2,PLA Bioplastic,Pharmaceuticals,8.8,5,True,True,False,True,52,471,1.809,221.56,0.361,1.8
399,PLA Bioplastic Variant 67-3,PLA Bioplastic,Industrial Goods,8.9,1,True,True,True,True,36,169,1.989,158.66,0.31,1.2
400,PLA Bioplastic Variant 67-4,PLA Bioplastic,Electronics,37.5,1,False,False,False,False,52,220,0.904,332.39,0.524,8.2
401,PLA Bioplastic Variant 67-5,PLA Bioplastic,Cosmetics & Beauty,10.0,2,True,False,True,False,69,622,0.904,264.77,0.461,2.1
402,PLA Bioplastic Variant 67-6,PLA Bioplastic,Pharmaceuticals,36.0,4,True,False,False,True,74,627,1.8,174.34,0.538,6.8
403,Paperboard Variant 68-1,Paperboard,Apparel & Fashion,31.7,3,False,True,True,True,99,93,1.513,74.88,0.651,6.0
404,Paperboard Variant 68-2,Paperboard,Apparel & Fashion,4.3,1,True,True,True,False,77,147,1.774,72.03,0.475,1.0
405,Paperboard Variant 68-3,Paperboard,Pharmaceuticals,32.8,1,True,True,True,True,64,335,1.863,104.62,0.561,8.3
406,Paperboard Variant 68-4,Paperboard,Cosmetics & Beauty,1.9,5,False,True,False,True,68,176,1.884,40.07,0.471,1.0
407,Paperboard Variant 68-5,Paperboard,Food & Beverages,11.3,5,False,True,False,False,82,162,1.575,118.12,0.484,1.5
408,Paperboard Variant 68-6,Paperboard,Food & Beverages,15.9,3,False,True,True,True,76,189,1.314,117.22,0.48,1.5
409,Paperboard Variant 68-7,Paperboard,Pharmaceuticals,36.6,3,True,False,False,False,78,203,1.79,104.97,0.575,6.8
410,PLA Bioplastic Variant 69-1,PLA Bioplastic,Electronics,16.9,3,False,True,False,True,48,424,1.626,162.49,0.374,2.0
411,PLA Bioplastic Variant 69-2,PLA Bioplastic,Industrial Goods,13.2,4,False,False,False,False,65,637,2.407,288.06,0.395,3.0
412,PLA Bioplastic Variant 69-3,PLA Bioplastic,Apparel & Fashion,17.2,1,False,True,True,True,57,194,1.033,322.28,0.442,3.8
413,PLA Bioplastic Variant 69-4,PLA Bioplastic,Cosmetics & Beauty,17.1,3,False,False,True,False,37,431,1.862,279.37,0.345,3.8
414,PLA Bioplastic Variant 69-5,PLA Bioplastic,Food & Beverages,16.1,3,False,True,True,True,40,417,1.122,259.78,0.367,2.5
415,Starch-based Bioplastic Variant 70-1,Starch-based Bioplastic,Pharmaceuticals,26.0,1,True,False,False,False,60,214,2.033,325.86,0.454,6.4
416,Starch-based Bioplastic Variant 70-2,Starch-based Bioplastic,Food & Beverages,21.0,2,True,False,False,False,37,710,2.401,199.76,0.372,5.3
417,Starch-based Bioplastic Variant 70-3,Starch-based Bioplastic,Food & Beverages,39.0,5,True,True,False,False,58,217,1.586,183.49,0.489,6.4
418,Starch-based Bioplastic Variant 70-4,Starch-based Bioplastic,Industrial Goods,7.0,1,True,False,True,True,43,720,1.506,269.07,0.323,1.0
419,Molded Pulp Variant 71-1,Molded Pulp,Industrial Goods,39.5,3,False,False,False,True,89,140,1.322,119.66,0.649,8.1
420,Molded Pulp Variant 71-2,Molded Pulp,Pharmaceuticals,17.9,1,False,False,False,True,95,273,1.001,99.38,0.617,4.1
421,Molded Pulp Variant 71-3,Molded Pulp,Home & Living,4.3,2,False,True,False,True,91,220,0.933,97.5,0.549,1.0
422,Molded Pulp Variant 71-4,Molded Pulp,Food & Beverages,49.7,2,True,True,True,True,77,241,1.333,67.3,0.677,9.9
423,Molded Pulp Variant 71-5,Molded Pulp,Electronics,25.9,2,False,True,False,False,66,355,1.739,62.36,0.535,5.2
424,Molded Pulp Variant 71-6,Molded Pulp,Electronics,20.5,2,True,False,True,True,71,357,1.783,58.78,0.535,4.4
425,Molded Pulp Variant 71-7,Molded Pulp,Food & Beverages,41.5,1,False,True,False,True,94,121,1.851,70.15,0.657,7.6
426,HDPE Plastic Variant 72-1,HDPE Plastic,Food & Beverages,25.2,1,False,False,True,False,26,-1,3.685,150.34,0.32,4.9
427,HDPE Plastic Variant 72-2,HDPE Plastic,Electronics,45.9,3,False,True,True,False,38,-1,2.43,118.99,0.487,9.7
428,HDPE Plastic Variant 72-3,HDPE Plastic,Electronics,37.2,4,True,False,True,True,45,-1,4.273,249.57,0.389,7.0
429,HDPE Plastic Variant 72-4,HDPE Plastic,Home & Living,44.5,4,False,False,False,False,41,-1,2.419,210.6,0.447,8.6
430,HDPE Plastic Variant 72-5,HDPE Plastic,Cosmetics & Beauty,25.7,1,False,True,False,True,27,-1,2.465,135.28,0.387,6.7
431,HDPE Plastic Variant 72-6,HDPE Plastic,Food & Beverages,11.3,4,False,False,False,False,11,-1,2.272,222.16,0.239,2.6
432,HDPE Plastic Variant 72-7,HDPE Plastic,Industrial Goods,19.7,5,True,False,True,True,50,-1,3.864,184.98,0.348,3.3
433,HDPE Plastic Variant 72-8,HDPE Plastic,Pharmaceuticals,35.1,3,True,True,True,False,43,-1,3.38,210.21,0.382,6.0
434,EPE Foam Variant 73-1,EPE Foam,Home & Living,21.9,3,True,True,False,False,50,-1,4.278,188.39,0.356,4.0
435,EPE Foam Variant 73-2,EPE Foam,Home & Living,10.5,3,False,True,True,False,31,-1,3.727,129.4,0.312,3.4
436,EPE Foam Variant 73-3,EPE Foam,Electronics,36.5,3,True,True,False,True,42,-1,4.732,131.67,0.389,6.2
437,EPE Foam Variant 73-4,EPE Foam,Cosmetics & Beauty,24.7,1,True,True,False,False,27,-1,3.662,234.98,0.285,4.0
438,EPE Foam Variant 73-5,EPE Foam,Home & Living,10.6,4,False,True,True,False,40,-1,3.506,120.5,0.335,2.9
439,EPE Foam Variant 73-6,EPE Foam,Apparel & Fashion,29.4,4,True,True,False,True,34,-1,2.785,209.88,0.37,6.2
440,EPE Foam Variant 73-7,EPE Foam,Food & Beverages,41.6,3,True,False,False,False,58,-1,4.175,160.58,0.479,8.5
441,Paperboard Variant 74-1,Paperboard,Electronics,41.8,4,False,False,True,False,75,203,1.699,76.03,0.61,8.0
442,Paperboard Variant 74-2,Paperboard,Home & Living,32.1,1,True,True,False,False,79,122,1.438,48.49,0.623,6.4
443,Paperboard Variant 74-3,Paperboard,Pharmaceuticals,31.0,4,True,False,False,False,85,208,0.801,56.48,0.667,5.9
444,Paperboard Variant 74-4,Paperboard,Home & Living,48.9,5,False,False,False,True,62,242,1.724,98.5,0.561,8.2
445,Paperboard Variant 74-5,Paperboard,Industrial Goods,29.1,2,False,False,False,True,99,130,1.501,84.44,0.611,4.3
446,Paperboard Variant 74-6,Paperboard,Industrial Goods,42.7,5,False,False,True,False,64,82,0.943,103.12,0.637,9.6
447,Paperboard Variant 74-7,Paperboard,Industrial Goods,15.0,2,True,True,False,False,73,73,1.031,95.7,0.515,2.3
448,LDPE Plastic Film Variant 75-1,LDPE Plastic Film,Cosmetics & Beauty,27.1,2,False,True,True,False,21,-1,2.436,109.17,0.392,7.3
449,LDPE Plastic Film Variant 75-2,LDPE Plastic Film,Electronics,35.9,1,False,False,False,False,20,-1,3.506,199.74,0.311,5.9
450,LDPE Plastic Film Variant 75-3,LDPE Plastic Film,Industrial Goods,26.9,3,True,False,False,True,45,-1,3.091,113.59,0.418,5.8
451,LDPE Plastic Film Variant 75-4,LDPE Plastic Film,Food & Beverages,22.4,5,False,True,True,False,35,-1,2.092,217.94,0.325,3.0
452,LDPE Plastic Film Variant 75-5,LDPE Plastic Film,Home & Living,17.5,2,True,False,True,True,17,-1,2.449,153.96,0.271,2.7
453,LDPE Plastic Film Variant 75-6,LDPE Plastic Film,Food & Beverages,23.4,1,True,True,True,False,55,-1,2.945,232.48,0.381,4.0
454,Kraft Paper Variant 76-1,Kraft Paper,Home & Living,23.8,2,True,False,True,False,66,291,1.101,115.5,0.518,4.2
455,Kraft Paper Variant 76-2,Kraft Paper,Food & Beverages,20.3,4,True,False,False,True,69,236,1.964,117.3,0.468,3.4
456,Kraft Paper Variant 76-3,Kraft Paper,Industrial Goods,30.4,1,True,False,False,False,82,310,1.182,62.55,0.623,5.8
457,Kraft Paper Variant 76-4,Kraft Paper,Cosmetics & Beauty,3.8,2,False,False,False,True,71,167,1.252,117.09,0.472,1.7
458,Kraft Paper Variant 76-5,Kraft Paper,Food & Beverages,4.9,5,True,False,True,True,68,91,1.445,52.85,0.478,1.0
459,Kraft Paper Variant 76-6,Kraft Paper,Cosmetics & Beauty,36.2,1,True,True,True,False,74,299,1.248,52.39,0.647,8.0
460,EPS Foam Variant 77-1,EPS Foam,Apparel & Fashion,35.1,5,True,True,False,True,36,-1,2.618,230.15,0.413,8.1
461,EPS Foam Variant 77-2,EPS Foam,Apparel & Fashion,17.8,4,False,False,True,True,42,-1,3.615,131.27,0.317,2.0
462,EPS Foam Variant 77-3,EPS Foam,Cosmetics & Beauty,20.0,3,True,False,False,False,57,-1,2.298,225.7,0.385,3.1
463,EPS Foam Variant 77-4,EPS Foam,Industrial Goods,31.8,1,False,False,True,False,28,-1,2.61,151.49,0.371,6.2
464,EPS Foam Variant 77-5,EPS Foam,Cosmetics & Beauty,46.0,4,False,True,False,False,27,-1,3.628,216.31,0.395,9.3
465,EPS Foam Variant 77-6,EPS Foam,Industrial Goods,14.4,4,True,True,True,True,41,-1,3.2,166.12,0.31,2.0
466,EPS Foam Variant 77-7,EPS Foam,Industrial Goods,29.6,2,False,True,True,False,13,-1,3.232,211.14,0.264,4.5
467,EPS Foam Variant 77-8,EPS Foam,Apparel & Fashion,1.4,3,False,False,False,True,36,-1,3.425,179.4,0.289,2.1
468,Paper Cushioning Variant 78-1,Paper Cushioning,Food & Beverages,48.4,1,True,False,False,True,80,255,1.045,110.22,0.682,10.0
469,Paper Cushioning Variant 78-2,Paper Cushioning,Cosmetics & Beauty,28.3,4,True,False,False,False,73,121,1.658,81.06,0.58,6.9
470,Paper Cushioning Variant 78-3,Paper Cushioning,Home & Living,10.9,1,True,True,False,True,69,101,0.863,66.34,0.562,3.7
471,Paper Cushioning Variant 78-4,Paper Cushioning,Pharmaceuticals,13.5,3,False,True,True,False,80,108,1.729,41.75,0.529,1.9
472,Paper Cushioning Variant 78-5,Paper Cushioning,Electronics,23.9,5,False,False,True,False,72,156,1.75,85.47,0.517,4.2
473,Paper Cushioning Variant 78-6,Paper Cushioning,Food & Beverages,13.3,1,False,True,False,False,79,241,1.115,111.24,0.528,2.7
474,Paper Cushioning Variant 78-7,Paper Cushioning,Food & Beverages,16.9,1,True,False,False,True,80,286,0.985,46.61,0.606,3.9
475,Paper Cushioning Variant 78-8,Paper Cushioning,Apparel & Fashion,26.0,4,True,True,True,False,72,146,1.55,103.53,0.532,5.0
476,Glass Bottle Variant 79-1,Glass Bottle,Home & Living,34.3,2,False,False,True,True,83,-1,1.926,149.84,0.578,7.3
477,Glass Bottle Variant 79-2,Glass Bottle,Industrial Goods,47.8,1,False,True,True,True,93,-1,1.681,95.45,0.683,9.5
478,Glass Bottle Variant 79-3,Glass Bottle,Food & Beverages,7.5,3,True,True,True,False,94,-1,2.172,63.89,0.527,1.4
479,Glass Bottle Variant 79-4,Glass Bottle,Cosmetics & Beauty,40.0,5,False,True,True,False,97,-1,1.659,161.38,0.644,8.2
480,Glass Bottle Variant 79-5,Glass Bottle,Cosmetics & Beauty,33.1,1,False,False,False,False,86,-1,1.763,106.65,0.639,8.8
481,Glass Bottle Variant 79-6,Glass Bottle,Cosmetics & Beauty,29.5,1,True,False,False,True,99,-1,3.278,98.76,0.602,6.7
482,Glass Bottle Variant 79-7,Glass Bottle,Industrial Goods,9.5,4,True,True,False,True,86,-1,2.482,97.88,0.477,1.6
483,Glass Bottle Variant 79-8,Glass Bottle,Apparel & Fashion,10.4,4,False,False,False,False,86,-1,1.628,141.22,0.519,3.2
484,Molded Pulp Variant 80-1,Molded Pulp,Pharmaceuticals,37.2,2,False,True,False,False,62,62,1.944,50.7,0.589,8.4
485,Molded Pulp Variant 80-2,Molded Pulp,Pharmaceuticals,10.8,1,False,False,True,True,64,278,0.967,80.73,0.483,1.4
486,Molded Pulp Variant 80-3,Molded Pulp,Industrial Goods,43.7,3,False,True,True,True,90,115,1.733,80.47,0.653,8.1
487,Molded Pulp Variant 80-4,Molded Pulp,Apparel & Fashion,42.4,3,False,True,True,False,85,81,1.774,64.33,0.643,7.9
488,Molded Pulp Variant 80-5,Molded Pulp,Industrial Goods,22.9,5,False,False,True,False,71,72,0.988,113.21,0.54,4.1
489,Molded Pulp Variant 80-6,Molded Pulp,Electronics,28.8,5,True,True,False,False,93,126,1.079,44.09,0.68,5.9
490,Molded Pulp Variant 80-7,Molded Pulp,Food & Beverages,16.2,1,True,False,True,False,71,258,1.346,63.84,0.503,2.0
491,Molded Pulp Variant 81-1,Molded Pulp,Food & Beverages,15.9,2,False,False,False,True,92,337,1.102,104.54,0.613,4.8
492,Molded Pulp Variant 81-2,Molded Pulp,Electronics,5.2,5,True,True,False,True,77,146,0.925,53.07,0.538,1.0
493,Molded Pulp Variant 81-3,Molded Pulp,Pharmaceuticals,44.0,5,True,True,False,False,86,187,1.879,75.59,0.66,9.2
494,Molded Pulp Variant 81-4,Molded Pulp,Pharmaceuticals,19.9,4,False,False,False,True,68,123,1.567,62.01,0.546,5.1
495,Molded Pulp Variant 81-5,Molded Pulp,Apparel & Fashion,49.9,3,False,False,False,False,61,150,1.617,47.34,0.597,8.2
496,Molded Pulp Variant 81-6,Molded Pulp,Industrial Goods,26.2,3,False,False,False,False,62,250,1.792,68.98,0.496,4.2
497,Molded Pulp Variant 81-7,Molded Pulp,Food & Beverages,23.5,5,False,False,False,False,80,108,1.897,67.06,0.543,4.0
498,Molded Pulp Variant 81-8,Molded Pulp,Apparel & Fashion,33.4,2,False,False,False,True,67,320,1.587,50.02,0.554,5.2
499,LDPE Plastic Film Variant 82-1,LDPE Plastic Film,Electronics,30.3,4,False,False,False,False,35,-1,3.053,139.14,0.393,6.5
500,LDPE Plastic Film Variant 82-2,LDPE Plastic Film,Electronics,44.0,1,False,True,True,False,30,-1,2.122,221.61,0.436,9.4
501,LDPE Plastic Film Variant 82-3,LDPE Plastic Film,Apparel & Fashion,22.5,1,False,False,False,False,54,-1,2.143,129.48,0.447,5.1
502,LDPE Plastic Film Variant 82-4,LDPE Plastic Film,Cosmetics & Beauty,42.2,4,True,True,False,False,36,-1,2.067,143.87,0.464,8.8
503,LDPE Plastic Film Variant 82-5,LDPE Plastic Film,Home & Living,31.7,4,False,False,False,False,11,-1,4.147,208.19,0.302,7.3
504,Recycled Paper Variant 83-1,Recycled Paper,Cosmetics & Beauty,31.8,4,True,True,False,True,61,141,0.867,106.76,0.546,5.3
505,Recycled Paper Variant 83-2,Recycled Paper,Industrial Goods,42.7,4,False,True,False,True,70,275,1.393,58.83,0.607,7.3
506,Recycled Paper Variant 83-3,Recycled Paper,Home & Living,11.4,2,False,False,False,True,76,302,0.988,58.63,0.557,2.6
507,Recycled Paper Variant 83-4,Recycled Paper,Apparel & Fashion,30.1,2,True,False,False,False,82,98,1.119,113.22,0.581,5.0
508,Recycled Paper Variant 83-5,Recycled Paper,Industrial Goods,6.1,2,False,True,False,False,95,347,1.162,94.15,0.547,1.0
509,Recycled Paper Variant 83-6,Recycled Paper,Industrial Goods,15.9,4,True,True,False,False,95,223,1.084,46.94,0.605,2.0
510,Recycled Paper Variant 83-7,Recycled Paper,Cosmetics & Beauty,7.1,2,False,False,False,False,98,344,1.347,43.12,0.602,2.0
511,Wooden Crate Variant 84-1,Wooden Crate,Apparel & Fashion,28.9,1,True,True,True,True,87,674,1.55,186.45,0.602,7.7
512,Wooden Crate Variant 84-2,Wooden Crate,Apparel & Fashion,43.0,2,True,False,False,False,64,568,2.872,171.46,0.509,8.3
513,Wooden Crate Variant 84-3,Wooden Crate,Industrial Goods,9.6,5,True,False,False,False,35,811,2.361,174.96,0.297,1.5
514,Wooden Crate Variant 84-4,Wooden Crate,Industrial Goods,23.4,1,False,True,False,False,71,499,2.159,85.54,0.49,3.7
515,Wooden Crate Variant 84-5,Wooden Crate,Electronics,9.7,1,False,True,False,False,63,415,2.977,155.62,0.377,1.7
516,Wooden Crate Variant 84-6,Wooden Crate,Pharmaceuticals,4.0,1,True,True,True,False,86,432,1.684,90.61,0.495,1.0
517,Wooden Crate Variant 84-7,Wooden Crate,Pharmaceuticals,31.9,1,False,False,True,True,76,309,1.612,109.24,0.59,7.6
518,Kraft Paper Variant 85-1,Kraft Paper,Apparel & Fashion,4.1,2,False,True,True,False,66,314,1.442,68.92,0.473,1.7
519,Kraft Paper Variant 85-2,Kraft Paper,Apparel & Fashion,24.3,5,True,True,False,False,93,205,0.912,51.54,0.646,3.9
520,Kraft Paper Variant 85-3,Kraft Paper,Pharmaceuticals,43.8,3,True,True,True,False,93,174,1.837,108.13,0.673,9.6
521,Kraft Paper Variant 85-4,Kraft Paper,Industrial Goods,38.4,3,True,True,False,False,98,247,1.331,97.45,0.672,7.4
522,Kraft Paper Variant 85-5,Kraft Paper,Home & Living,12.4,2,True,True,False,True,85,192,1.84,60.66,0.535,2.5
523,Kraft Paper Variant 85-6,Kraft Paper,Cosmetics & Beauty,23.0,3,False,True,False,False,97,193,1.341,104.07,0.551,1.7
524,Kraft Paper Variant 85-7,Kraft Paper,Electronics,29.7,4,True,False,True,False,81,305,1.44,116.18,0.584,6.3
525,Bubble Wrap Variant 86-1,Bubble Wrap,Pharmaceuticals,27.6,2,False,False,True,True,54,960,3.798,238.71,0.394,5.5
526,Bubble Wrap Variant 86-2,Bubble Wrap,Electronics,19.7,2,False,False,True,False,32,389,1.524,244.19,0.339,3.3
527,Bubble Wrap Variant 86-3,Bubble Wrap,Cosmetics & Beauty,13.0,4,False,False,False,False,74,899,2.168,247.96,0.422,2.4
528,Bubble Wrap Variant 86-4,Bubble Wrap,Apparel & Fashion,34.6,5,True,True,False,True,72,899,3.897,229.5,0.464,6.3
529,Bubble Wrap Variant 86-5,Bubble Wrap,Pharmaceuticals,17.6,2,False,False,True,True,30,616,1.927,185.83,0.342,4.0
530,Glass Jar Variant 87-1,Glass Jar,Home & Living,38.7,1,True,False,True,False,91,-1,3.295,118.07,0.615,9.0
531,Glass Jar Variant 87-2,Glass Jar,Home & Living,5.3,4,True,False,True,False,80,-1,2.299,92.83,0.455,1.0
532,Glass Jar Variant 87-3,Glass Jar,Food & Beverages,27.3,3,True,True,False,False,86,-1,2.183,131.92,0.568,6.5
533,Glass Jar Variant 87-4,Glass Jar,Pharmaceuticals,45.3,4,True,True,False,False,82,-1,1.845,137.79,0.616,9.0
534,Glass Jar Variant 87-5,Glass Jar,Cosmetics & Beauty,31.0,1,True,False,False,False,86,-1,3.107,90.38,0.592,7.8
535,Glass Jar Variant 87-6,Glass Jar,Home & Living,49.0,5,True,False,True,False,91,-1,1.501,95.63,0.673,8.9
536,Glass Jar Variant 87-7,Glass Jar,Pharmaceuticals,46.0,4,True,False,True,False,97,-1,1.693,143.61,0.67,9.3
537,Glass Jar Variant 87-8,Glass Jar,Industrial Goods,16.7,2,False,True,False,False,97,-1,3.206,114.39,0.518,3.1
538,Molded Pulp Variant 88-1,Molded Pulp,Pharmaceuticals,4.9,5,False,False,False,False,79,217,1.392,107.86,0.479,1.0
539,Molded Pulp Variant 88-2,Molded Pulp,Home & Living,25.0,1,False,False,True,False,94,179,1.201,78.92,0.6,3.5
540,Molded Pulp Variant 88-3,Molded Pulp,Cosmetics & Beauty,12.7,5,True,False,True,False,75,66,1.453,65.85,0.528,3.0
541,Molded Pulp Variant 88-4,Molded Pulp,Apparel & Fashion,18.5,1,False,True,True,True,84,125,1.597,46.13,0.542,1.9
542,Molded Pulp Variant 88-5,Molded Pulp,Industrial Goods,25.0,1,False,False,False,False,85,180,1.849,55.86,0.589,5.0
543,Molded Pulp Variant 88-6,Molded Pulp,Pharmaceuticals,36.4,3,False,True,True,False,77,96,1.591,96.19,0.609,8.0
544,Molded Pulp Variant 88-7,Molded Pulp,Cosmetics & Beauty,14.0,2,False,True,True,True,70,346,1.523,109.22,0.476,2.6
545,Glass Jar Variant 89-1,Glass Jar,Pharmaceuticals,6.6,3,True,False,False,True,98,-1,2.223,115.96,0.52,2.0
546,Glass Jar Variant 89-2,Glass Jar,Apparel & Fashion,43.9,5,False,True,True,False,88,-1,2.66,173.54,0.591,8.6
547,Glass Jar Variant 89-3,Glass Jar,Pharmaceuticals,3.5,4,False,True,False,False,99,-1,1.998,96.14,0.519,1.0
548,Glass Jar Variant 89-4,Glass Jar,Industrial Goods,13.5,1,True,False,False,True,87,-1,1.609,135.1,0.557,4.8
549,Glass Jar Variant 89-5,Glass Jar,Food & Beverages,26.1,3,False,False,True,False,93,-1,3.105,62.64,0.571,4.8
550,Glass Jar Variant 89-6,Glass Jar,Pharmaceuticals,15.6,3,True,False,False,False,94,-1,2.777,60.26,0.63,7.2
551,Molded Pulp Variant 90-1,Molded Pulp,Industrial Goods,46.1,4,True,True,False,False,94,175,1.11,115.83,0.705,9.4
552,Molded Pulp Variant 90-2,Molded Pulp,Apparel & Fashion,20.7,2,False,False,True,False,92,364,1.424,61.44,0.62,4.8
553,Molded Pulp Variant 90-3,Molded Pulp,Food & Beverages,1.8,5,False,False,True,True,97,191,1.226,45.63,0.583,1.0
554,Molded Pulp Variant 90-4,Molded Pulp,Cosmetics & Beauty,25.2,5,False,True,True,False,70,322,1.059,93.27,0.543,4.2
555,Molded Pulp Variant 90-5,Molded Pulp,Electronics,36.7,1,False,False,True,False,78,98,1.205,53.92,0.638,6.9
556,Molded Pulp Variant 90-6,Molded Pulp,Industrial Goods,20.6,3,True,False,False,False,69,345,1.029,81.57,0.553,4.4
557,Molded Pulp Variant 90-7,Molded Pulp,Food & Beverages,45.2,4,False,True,True,False,61,284,1.954,106.84,0.573,9.6
558,PLA Bioplastic Variant 91-1,PLA Bioplastic,Food & Beverages,31.5,1,False,True,False,False,56,376,1.153,292.72,0.48,6.1
559,PLA Bioplastic Variant 91-2,PLA Bioplastic,Food & Beverages,43.5,1,True,True,False,False,75,271,0.83,224.35,0.603,7.6
560,PLA Bioplastic Variant 91-3,PLA Bioplastic,Home & Living,2.1,3,False,True,False,True,69,665,2.175,255.19,0.388,1.5
561,PLA Bioplastic Variant 91-4,PLA Bioplastic,Electronics,26.7,4,False,True,True,True,34,234,1.728,251.9,0.339,3.5
562,PLA Bioplastic Variant 91-5,PLA Bioplastic,Apparel & Fashion,5.0,2,False,True,False,False,78,296,1.457,345.78,0.433,1.6
563,PLA Bioplastic Variant 91-6,PLA Bioplastic,Apparel & Fashion,21.7,1,True,False,True,True,72,199,1.504,323.64,0.497,5.7
564,PLA Bioplastic Variant 92-1,PLA Bioplastic,Industrial Goods,14.1,3,True,True,True,False,77,209,1.579,258.11,0.485,4.1
565,PLA Bioplastic Variant 92-2,PLA Bioplastic,Apparel & Fashion,34.0,4,False,False,False,False,44,342,0.902,250.7,0.499,7.6
566,PLA Bioplastic Variant 92-3,PLA Bioplastic,Industrial Goods,31.2,3,False,False,False,False,72,508,1.973,184.73,0.499,5.6
567,PLA Bioplastic Variant 92-4,PLA Bioplastic,Apparel & Fashion,44.7,3,False,True,False,False,62,456,1.272,348.13,0.563,10.0
568,PLA Bioplastic Variant 92-5,PLA Bioplastic,Electronics,17.1,4,False,False,False,True,49,647,2.311,161.95,0.4,4.3
569,PLA Bioplastic Variant 92-6,PLA Bioplastic,Cosmetics & Beauty,16.4,5,True,False,True,True,68,515,2.05,304.99,0.412,3.0
570,PLA Bioplastic Variant 92-7,PLA Bioplastic,Cosmetics & Beauty,14.2,4,True,True,True,False,34,329,2.133,227.45,0.311,2.6
571,EPE Foam Variant 93-1,EPE Foam,Cosmetics & Beauty,9.9,3,True,False,True,False,38,-1,2.807,188.84,0.282,1.0
572,EPE Foam Variant 93-2,EPE Foam,Cosmetics & Beauty,36.4,3,True,True,False,False,42,-1,3.655,128.27,0.454,8.8
573,EPE Foam Variant 93-3,EPE Foam,Electronics,49.8,1,True,False,False,True,29,-1,2.796,165.15,0.421,9.0
574,EPE Foam Variant 93-4,EPE Foam,Apparel & Fashion,47.5,2,True,False,False,True,58,-1,3.974,219.63,0.497,10.0
575,EPE Foam Variant 93-5,EPE Foam,Pharmaceuticals,32.7,3,False,False,False,False,49,-1,3.447,197.02,0.446,8.2
576,EPE Foam Variant 93-6,EPE Foam,Cosmetics & Beauty,1.5,2,True,False,True,True,54,-1,3.232,158.86,0.33,1.0
577,EPE Foam Variant 93-7,EPE Foam,Cosmetics & Beauty,48.3,5,False,False,True,False,16,-1,2.03,181.68,0.414,9.8
578,EPE Foam Variant 93-8,EPE Foam,Pharmaceuticals,40.6,4,False,True,True,False,33,-1,4.537,221.77,0.387,8.6
579,Air Cushion Film Variant 94-1,Air Cushion Film,Pharmaceuticals,25.9,5,False,True,False,False,45,602,3.996,91.33,0.394,4.7
580,Air Cushion Film Variant 94-2,Air Cushion Film,Pharmaceuticals,41.9,5,False,True,True,True,55,762,3.604,237.3,0.489,10.0
581,Air Cushion Film Variant 94-3,Air Cushion Film,Home & Living,4.0,2,False,True,False,False,54,916,2.508,175.05,0.34,1.0
582,Air Cushion Film Variant 94-4,Air Cushion Film,Cosmetics & Beauty,22.7,1,True,False,True,True,70,897,2.662,128.49,0.435,2.8
583,Wooden Crate Variant 95-1,Wooden Crate,Food & Beverages,14.9,2,True,True,True,False,81,840,1.773,147.21,0.484,2.6
584,Wooden Crate Variant 95-2,Wooden Crate,Food & Beverages,28.5,4,True,True,False,False,75,963,1.752,87.2,0.535,4.7
585,Wooden Crate Variant 95-3,Wooden Crate,Pharmaceuticals,25.6,3,False,False,True,False,62,909,1.712,109.99,0.478,4.3
586,Wooden Crate Variant 95-4,Wooden Crate,Cosmetics & Beauty,35.1,3,False,False,True,True,57,863,2.163,190.49,0.427,4.6
587,Glass Bottle Variant 96-1,Glass Bottle,Industrial Goods,30.2,4,True,False,False,True,92,-1,2.846,66.85,0.582,5.4
588,Glass Bottle Variant 96-2,Glass Bottle,Industrial Goods,33.5,1,True,False,False,True,85,-1,2.582,118.21,0.576,7.3
589,Glass Bottle Variant 96-3,Glass Bottle,Home & Living,9.4,4,True,True,False,False,92,-1,2.779,122.96,0.487,2.1
590,Glass Bottle Variant 96-4,Glass Bottle,Pharmaceuticals,45.4,5,True,False,False,False,85,-1,2.035,167.37,0.629,10.0
591,Glass Bottle Variant 96-5,Glass Bottle,Home & Living,45.0,2,True,False,False,True,81,-1,2.336,88.72,0.579,7.0
592,Glass Bottle Variant 96-6,Glass Bottle,Apparel & Fashion,16.7,2,False,False,True,False,100,-1,3.287,149.57,0.49,2.0
593,Glass Bottle Variant 96-7,Glass Bottle,Cosmetics & Beauty,17.3,4,True,True,True,False,81,-1,2.811,123.31,0.453,2.1
594,Glass Bottle Variant 96-8,Glass Bottle,Apparel & Fashion,43.4,3,False,False,False,True,90,-1,3.098,84.93,0.639,9.4
595,Starch-based Bioplastic Variant 97-1,Starch-based Bioplastic,Cosmetics & Beauty,21.3,2,False,False,False,False,31,495,1.444,299.08,0.374,5.4
596,Starch-based Bioplastic Variant 97-2,Starch-based Bioplastic,Electronics,23.5,1,False,True,True,True,74,571,1.546,249.64,0.481,4.2
597,Starch-based Bioplastic Variant 97-3,Starch-based Bioplastic,Cosmetics & Beauty,7.4,1,True,False,True,False,68,330,0.86,299.15,0.463,2.4
