Material_Type,Tensile_Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Moisture_Barrier_Grade,AI_Recommendation,Strength_to_Weight_Ratio,Strength_to_Weight_Ratio_Normalized,Environmental_Impact_Raw,Environmental_Impact_Score,CO2_Impact_Index_Raw,CO2_Impact_Index,Cost_Efficiency_Raw,Cost_Efficiency_Index,Durability_Score,Durability_Score_Normalized,Material_Suitability_Score
Recycled Cardboard,32.7,3.7,97.7,1.15,95.3,3,Highly Recommended,8.605263157894736,5.4117967332123404,97.795,95.74657061087535,0.8,14.584667228306655,52.02156334231806,12.984751340578631,31.62,24.843373493975903,39.23477395587261
Bioplastic (PLA),72.3,0.5,94.6,2.07,46.4,8,Highly Recommended,120.5,80.26551724137931,86.625,73.69979275634067,0.4608294930875576,7.686962058242325,276.4705882352941,70.40451267296372,75.38,77.56626506024097,57.774072359229606
Bagasse (Sugarcane),26.8,4.5,95.2,1.17,68.8,6,Highly Recommended,5.82608695652174,3.552623688155923,91.735,83.78565084377773,0.7874015748031495,14.328453256738019,36.36363636363637,8.979055924862205,40.08,35.036144578313255,36.12430380785285
Edible Seaweed Film,6.0,5.4,100.0,0.28,4.4,4,Consider as Option,1.0909090909090908,0.3849529780564263,80.74,62.08427908812788,2.6315789473684212,51.83345896333083,19.297597042513864,4.613129607404549,19.6,10.361445783132531,34.098986554027505
Mushroom Mycelium,16.9,7.4,100.0,0.23,100.0,4,Highly Recommended,2.253333333333333,1.162574712643678,99.88499999999999,99.87170630612847,3.0303030303030303,59.94230425569936,26.99055330634278,6.581183212538996,26.14,18.24096385542169,49.115726647848795
Virgin Plastic (PP),65.3,2.2,2.0,3.52,23.1,10,Avoid,28.391304347826082,18.647976011994,53.46,8.240402644823842,0.27624309392265195,3.9330314130520785,11.357466063348417,2.5818424321140636,79.18,82.14457831325302,18.158231481320335
Bamboo Fiber,59.7,5.4,96.8,1.19,42.4,6,Highly Recommended,10.854545454545455,6.9164890282131655,86.925,74.29191749728608,0.7751937984496123,14.08018390444283,25.730129390018483,6.258734761326161,59.82,58.819277108433745,36.57390864664814
Mushroom Mycelium,14.3,1.2,100.0,0.12,100.0,6,Highly Recommended,11.0,7.0137931034482754,99.94,99.98026250863515,4.545454545454546,90.75591636669985,165.28925619834712,41.96150405119653,32.58,26.0,65.67673796484965
Aluminum Foil,42.1,7.9,0.0,10.36,95.5,10,Avoid,5.2625,3.175603448275862,63.92,28.88581861245436,0.09560229445506693,0.2593423657500555,12.073324905183313,2.764977305903055,65.26,65.37349397590363,19.407161077567565
Bamboo Fiber,52.6,8.9,96.3,0.71,42.4,8,Highly Recommended,5.844444444444445,3.5649042145593874,87.015,74.46955491956973,1.234567901234568,23.422467679698794,15.566778900112231,3.6586915677945226,63.56,63.32530120481928,38.78350731153335
Bioplastic (PLA),53.8,7.1,93.0,1.65,53.8,9,Highly Recommended,7.472222222222222,4.653831417624521,87.835,76.08802921148721,0.5714285714285714,9.936213744132866,20.646976090014068,4.958335040537208,68.28,69.01204819277109,37.119319578264935
Virgin Plastic (PP),66.3,2.9,3.9,5.27,10.7,10,Avoid,22.099999999999998,14.439310344827586,50.675000000000004,2.743511299713819,0.18621973929236502,2.1022278909163363,5.017182130584193,0.959836765693944,79.78,82.86746987951808,15.41462923219249
Bamboo Fiber,44.2,4.5,98.5,0.91,49.7,7,Highly Recommended,9.608695652173914,6.08305847076462,89.035,78.45652817526891,0.9900990099009901,18.450707749797722,32.86031042128603,8.082816168083452,54.519999999999996,52.433734939759034,38.23956471168711
Bamboo Fiber,51.1,6.4,96.6,0.82,37.1,6,Highly Recommended,7.861538461538462,4.9142705570291785,85.99,72.44646205467282,1.0869565217391306,20.42049741767701,20.858034321372852,5.0123290967717375,54.66,52.602409638554214,36.2233172916615
Edible Seaweed Film,9.3,4.7,100.0,0.45,2.8,3,Consider as Option,1.9375000000000002,0.9512931034482761,80.33500000000001,61.28491068785158,1.8181818181818181,35.29141456689898,21.825902335456476,5.259934317584931,17.58,7.927710843373492,29.544599648448056
Aluminum Foil,31.5,4.1,0.0,9.17,95.8,10,Avoid,7.500000000000001,4.672413793103449,64.575,30.178624296851876,0.10787486515641856,0.508929439659599,23.309002433090026,5.639348991713107,58.9,57.71084337349398,19.432557332647523
Edible Seaweed Film,10.7,7.5,100.0,0.3,8.2,4,Consider as Option,1.4078947368421053,0.597005444646098,81.49,63.56459094049145,2.5,49.1575400168492,14.407456724367512,3.3621075096978355,22.419999999999998,13.75903614457831,34.15473975445066
Virgin Plastic (PP),74.1,1.1,4.3,4.33,14.7,10,Avoid,61.749999999999986,40.96379310344827,52.065,5.487022599427593,0.22573363431151244,2.905821341432106,17.117117117117115,4.05530746063408,84.46,88.50602409638554,20.555906532115777
Mushroom Mycelium,24.4,7.3,100.0,0.19,100.0,4,Highly Recommended,3.2972972972972974,1.8609506057781924,99.905,99.91118128885819,3.4482758620689653,68.44261104494088,27.359781121751027,6.675641065711354,30.64,23.662650602409638,52.15462801197421
Bamboo Fiber,42.2,2.6,96.5,0.8,42.7,8,Highly Recommended,15.62962962962963,10.110855683269476,87.09,74.61758610480607,1.1111111111111112,20.911728915098752,53.33333333333333,13.320335421832704,57.32,55.807228915662655,39.65944505025939
Edible Seaweed Film,10.3,6.3,100.0,0.44,2.0,3,Consider as Option,1.6093750000000002,0.7317887931034485,80.18,60.97897957169644,1.8518518518518516,35.976161502698986,16.164817749603806,3.8116850950405166,18.18,8.650602409638555,29.42084050694791
Aluminum Foil,27.4,1.3,0.0,9.19,94.0,10,Avoid,19.57142857142857,12.747783251231526,64.205,29.44833711635251,0.10764262648008613,0.5042064054164103,71.7557251908397,18.03325116799861,56.44,54.746987951807235,22.054029487753816
Bagasse (Sugarcane),20.8,5.2,97.6,0.98,57.9,7,Highly Recommended,3.924528301886793,2.280546519193234,90.36999999999999,81.09148327247604,0.9259259259259258,17.14562076819869,29.84644913627639,7.311793902530342,40.480000000000004,35.518072289156635,35.63197444959137
Bioplastic (PLA),72.1,9.7,92.6,2.24,46.3,8,Highly Recommended,7.357142857142858,4.576847290640395,85.92,72.30829961511891,0.4273504273504273,7.006098834236996,14.304840370751801,3.335855640097496,75.25999999999999,77.42168674698794,36.182123462226656
Recycled Cardboard,31.0,9.8,94.8,1.1,99.9,3,Highly Recommended,3.131313131313131,1.7499129223267154,97.87,95.89460179611171,0.8333333333333333,15.262566694748664,19.84709480122324,4.753705090736756,30.599999999999998,23.6144578313253,37.251923197599496
Edible Seaweed Film,12.9,6.7,100.0,0.39,2.9,3,Consider as Option,1.897058823529412,0.924239350912779,80.385,61.38359814467582,2.0408163265306123,39.819128999535785,15.335320417287631,3.5994786090905064,19.740000000000002,10.530120481927712,30.761699422485233
Mushroom Mycelium,21.3,3.6,100.0,0.23,100.0,6,Highly Recommended,5.756756756756757,3.5062441752096927,99.88499999999999,99.87170630612847,3.0303030303030303,59.94230425569936,55.4016620498615,13.84946644085404,36.78,31.060240963855424,52.72664180603347
Mushroom Mycelium,21.2,6.5,100.0,0.14,100.0,6,Highly Recommended,3.2121212121212124,1.8039707419017768,99.93,99.96052501727031,4.166666666666666,83.05251333894972,30.721966205837173,7.535773406119543,36.72,30.98795180722892,57.08703036641695
Aluminum Foil,26.8,9.5,0.0,9.14,93.8,10,Avoid,2.791666666666667,1.5227011494252878,64.19,29.418730879305222,0.10822510822510822,0.516052327341291,9.863301787592007,2.199597260203789,56.08,54.31325301204819,17.693809864417403
Mushroom Mycelium,24.1,2.4,100.0,0.22,100.0,6,Highly Recommended,9.64,6.104,99.89,99.8815750518109,3.125,61.86815501263689,82.98755186721992,20.906637708180682,38.46,33.0843373493976,55.18588941274827
Bamboo Fiber,46.1,8.7,96.5,1.12,36.6,6,Highly Recommended,5.238636363636364,3.159639498432602,85.71000000000001,71.89381229645713,0.8196721311475409,14.98473904456751,15.281285878300805,3.5856552015982777,51.66,48.98795180722891,33.69561621132627
Bioplastic (PLA),62.2,3.1,91.2,2.42,48.8,9,Highly Recommended,19.4375,12.658189655172414,85.91000000000001,72.28856212375408,0.3968253968253968,6.385311777055669,45.01607717041801,11.192570045963379,73.32,75.08433734939759,38.049880158509694
Aluminum Foil,43.0,6.8,0.0,8.23,95.0,10,Avoid,6.231884057971015,3.824087956021989,64.88499999999999,30.79048652916212,0.12004801920768307,0.7564946787476573,13.950073421439061,3.2450972437628756,65.8,66.02409638554218,20.36131233062165
Bioplastic (PLA),67.7,6.7,80.3,2.02,47.7,8,Consider as Option,9.955882352941178,6.315314401622718,82.62,65.79492746471925,0.4716981132075471,7.90799701165138,19.076005961251862,4.556440980641673,72.62,74.2409638554217,34.394441706932476
Mushroom Mycelium,13.1,5.5,100.0,0.39,100.0,5,Highly Recommended,2.3392857142857144,1.220073891625616,99.805,99.71380637520973,2.0408163265306123,39.819128999535785,36.29764065335753,8.962172545952546,27.86,20.31325301204819,44.83035401260716
Recycled Cardboard,25.0,5.0,92.5,1.11,97.3,5,Highly Recommended,4.901960784313726,2.934415145368493,96.655,93.49649659528274,0.8264462809917354,15.122504821516841,37.88423153692615,9.368062791677998,35.0,28.915662650602414,38.33397865442684
Bioplastic (PLA),73.9,5.9,91.6,2.06,54.8,8,Highly Recommended,12.316666666666668,7.894597701149427,87.41,75.24918582848119,0.4629629629629629,7.730350400948546,24.771573604060908,6.013511844988229,76.34,78.72289156626508,38.307939222833845
Bagasse (Sugarcane),30.3,3.7,99.4,1.39,66.4,6,Highly Recommended,7.973684210526315,4.989292196007259,92.405,85.10806276522254,0.6711409395973155,11.964062579510692,44.6900269541779,11.109158119322993,42.18,37.566265060240966,36.87913507694591
Bioplastic (PLA),59.6,1.1,87.5,2.2,42.8,8,Consider as Option,49.66666666666666,32.88045977011494,83.71000000000001,67.94631402348763,0.4347826086956521,7.157246987289842,117.38738738738739,29.706989353206392,67.75999999999999,68.38554216867469,41.660481126822724
Mushroom Mycelium,17.5,7.0,100.0,0.14,100.0,6,Highly Recommended,2.4647887323943665,1.3040310830500244,99.93,99.96052501727031,4.166666666666666,83.05251333894972,28.530670470756064,6.975184300521839,34.5,28.31325301204819,56.523713760135124
Virgin Plastic (PP),81.0,2.1,2.5,5.56,16.9,10,Avoid,36.81818181818181,24.285266457680247,51.35,4.0757919668410025,0.176678445229682,1.9081867462885622,9.19431279620853,2.028452884604257,88.6,93.49397590361447,18.55809788485549
Virgin Plastic (PP),66.7,1.1,1.6,5.02,26.1,10,Avoid,55.58333333333333,36.83850574712643,53.19,7.707490377972959,0.19531250000000003,2.287147219882056,24.954954954954957,6.060425452236769,80.02000000000001,83.15662650602411,20.253463559426017
Edible Seaweed Film,6.6,5.9,100.0,0.28,5.3,2,Consider as Option,1.0999999999999999,0.39103448275862057,80.92,62.439553932695155,2.6315789473684212,51.83345896333083,17.81725888324873,4.234421507261288,11.959999999999999,1.1566265060240943,32.74971264627298
Bioplastic (PLA),63.0,6.1,88.2,2.33,53.1,8,Highly Recommended,10.161290322580646,6.452725250278086,85.915,72.2984308694365,0.4115226337448559,6.684209249031864,23.12602291325696,5.592538183056046,69.8,70.8433734939759,35.75086775882431
Mushroom Mycelium,21.2,3.9,100.0,0.15,100.0,5,Highly Recommended,5.3,3.2006896551724138,99.925,99.95065627158786,4.0,79.66301600673967,51.150895140664964,12.762012300556266,32.72,26.16867469879518,56.698723513609046
Virgin Plastic (PP),83.7,2.0,3.8,5.94,22.5,10,Avoid,39.857142857142854,26.318226600985223,52.67,6.6811408270008865,0.16556291390728478,1.682130363708386,13.084577114427862,3.0236813057504888,90.22,95.44578313253012,19.978301230155502
Recycled Cardboard,26.0,4.5,97.0,0.97,89.8,3,Highly Recommended,5.6521739130434785,3.4362818590704647,96.57499999999999,93.33859666436393,0.9345794392523364,17.321607130203372,41.41906873614191,10.27236392831509,27.6,20.000000000000004,37.73008175343008
Bamboo Fiber,59.9,3.8,95.3,0.71,41.0,7,Highly Recommended,15.35897435897436,9.929796640141468,86.435,73.32478042040856,1.234567901234568,23.422467679698794,35.774278215223106,8.828283141432552,63.94,63.78313253012049,40.17915721786599
Recycled Cardboard,22.7,7.4,99.2,1.27,98.3,3,Highly Recommended,3.0266666666666664,1.6799080459770115,98.785,97.70058225599524,0.7299270072992701,13.15959389739206,26.653171390013494,6.494872349202756,25.619999999999997,17.6144578313253,36.709207100283635
Bamboo Fiber,45.4,1.0,99.1,0.55,43.9,6,Highly Recommended,41.272727272727266,27.26520376175548,88.235,76.87752886608111,1.5384615384615383,29.602747715637346,141.58415841584159,35.89713795434513,51.239999999999995,48.48192771084337,47.642182712404754
Virgin Plastic (PP),86.8,5.9,2.2,5.28,29.0,10,Avoid,14.466666666666667,9.332873563218392,53.81999999999999,8.950952333958329,0.1858736059479554,2.095188582631544,5.279187817258883,1.0268644750090632,92.08,97.68674698795182,19.000755145361808
Bioplastic (PLA),51.9,4.8,80.8,2.29,46.8,9,Consider as Option,10.591836734693878,6.740745953553835,82.455,65.46925885719924,0.41841004184100417,6.824278357238281,26.528066528066528,6.462867347987262,67.14,67.63855421686748,33.4592784439523
Bagasse (Sugarcane),25.4,1.2,96.0,1.4,54.3,7,Highly Recommended,19.538461538461537,12.72572944297082,88.96,78.30849699003255,0.6666666666666666,11.87306936253861,124.21487603305786,31.453634359665656,43.239999999999995,38.843373493975896,39.85062227797101
Virgin Plastic (PP),83.5,9.9,3.2,5.81,19.5,10,Avoid,8.35,5.241034482758621,51.955,5.269910194414273,0.16920473773265654,1.7561940765512456,2.2906155398587282,0.2623117799161581,90.1,95.30120481927712,16.891768104612755
Recycled Cardboard,16.0,4.2,91.3,1.38,91.4,4,Highly Recommended,3.7209302325581395,2.1443464314354452,94.98,90.19046679167077,0.6756756756756757,12.056285434549965,43.39667458432304,10.778285733349596,25.6,17.590361445783135,35.079857402819655
Bioplastic (PLA),61.1,7.7,85.6,1.92,44.3,9,Highly Recommended,7.833333333333334,4.895402298850575,83.58,67.68972663574459,0.49504950495049505,8.382893891748061,16.84824902723735,3.986524174281414,72.66,74.28915662650603,34.83286002237764
Virgin Plastic (PP),72.2,6.0,0.2,4.29,26.9,10,Avoid,11.836065573770494,7.5730921424533655,53.295,7.91473403730385,0.22779043280182235,2.9476504194069006,4.509151414309484,0.8298696050349746,83.32,87.13253012048193,17.1044954693675
Recycled Cardboard,19.6,4.0,97.8,0.9,99.3,5,Highly Recommended,4.7804878048780495,2.8531539108494544,98.74999999999999,97.63150103621825,1.0,18.65206402695872,49.15211970074813,12.250674776270817,31.759999999999998,25.012048192771086,40.439723892859924
Edible Seaweed Film,13.8,5.6,100.0,0.44,8.2,4,Consider as Option,2.421052631578948,1.2747731397459168,81.42,63.42642850093754,1.8518518518518516,35.976161502698986,19.286987522281642,4.6104154226587,24.28,16.0,31.471529324462335
Bamboo Fiber,47.2,3.7,97.1,0.79,43.3,8,Highly Recommended,12.421052631578947,7.964428312159709,87.39499999999998,75.21957959143388,1.1235955056179776,21.165623846350442,37.843665768194064,9.357685037709265,60.32,59.42168674698796,39.43851268982379
Aluminum Foil,28.3,6.4,0.0,8.85,95.5,10,Avoid,4.353846153846154,2.567745358090186,64.67500000000001,30.37599921050036,0.111731843575419,0.5873687480291614,14.898595943837753,3.4877533964483,56.980000000000004,55.39759036144579,18.523605719472947
Bioplastic (PLA),51.5,4.4,86.1,1.78,55.6,8,Highly Recommended,11.444444444444445,7.311111111111111,86.06,72.58462449422677,0.5319148936170213,9.132624710964526,32.131519274376416,7.896372882189655,62.9,62.53012048192772,35.74844728584736
Edible Seaweed Film,9.1,9.2,100.0,0.44,4.6,2,Consider as Option,0.978494623655914,0.30975157582499074,80.7,62.0053291226685,1.8518518518518516,35.976161502698986,11.357220412595005,2.5817795884120747,13.46,2.963855421686748,28.587548500993222
Mushroom Mycelium,20.4,6.3,100.0,0.15,100.0,5,Highly Recommended,3.1875,1.7875,99.925,99.95065627158786,4.0,79.66301600673967,31.695721077654518,7.7848846346609015,32.239999999999995,25.590361445783127,55.475232026960924
Bagasse (Sugarcane),28.0,1.7,97.5,1.28,67.6,7,Highly Recommended,15.555555555555555,10.061302681992338,92.13,84.56528175268923,0.7246376811594202,13.052024956350802,96.54970760233918,24.37618160944962,44.8,40.72289156626506,40.62239108992339
Bamboo Fiber,49.7,9.1,95.8,0.84,31.9,6,Highly Recommended,5.402173913043479,3.2690404797601205,84.69999999999999,69.9003256686075,1.0638297872340425,19.950169388230652,14.017563117453347,3.262362822169301,53.82,51.59036144578314,34.675570876917256
Aluminum Foil,25.3,7.7,0.0,8.73,97.5,10,Avoid,3.2435897435897436,1.8250221043324495,65.13499999999999,31.28392381328331,0.11325028312570781,0.6182492288581185,12.645914396887159,2.9114602410405257,55.18,53.228915662650614,18.288871059238463
Bagasse (Sugarcane),25.6,3.9,98.4,0.96,56.6,5,Highly Recommended,6.4,3.9365517241379315,90.36000000000001,81.07174578111125,0.9433962264150942,17.500913989604356,39.64194373401535,9.81773021570004,35.36,29.34939759036145,35.45636308584248
Bagasse (Sugarcane),28.0,2.6,95.9,1.21,65.4,7,Highly Recommended,10.37037037037037,6.592592592592592,91.245,82.81851376690024,0.7633587786259541,13.839495295729176,61.800766283524915,15.486519834216796,44.8,40.72289156626506,38.17042491504474
Bagasse (Sugarcane),22.6,3.0,98.5,1.11,68.6,7,Highly Recommended,7.290322580645162,4.532146829810902,92.715,85.7199249975328,0.8264462809917354,15.122504821516841,55.51495016611296,13.878448418387942,41.56,36.819277108433745,38.24839963756279
Edible Seaweed Film,14.6,1.2,100.0,0.26,4.0,4,Consider as Option,11.23076923076923,7.168169761273209,80.67,61.94611664857397,2.7777777777777777,54.806702237199275,85.9504132231405,21.664612896529253,24.759999999999998,16.57831325301205,39.82199709725698
Edible Seaweed Film,12.9,3.0,100.0,0.24,6.1,3,Consider as Option,4.161290322580645,2.438932146829811,81.1,62.79482877726239,2.9411764705882355,58.12973883740522,35.24916943521595,8.6939469783063,19.740000000000002,10.530120481927712,36.93308402516342
Aluminum Foil,23.0,2.8,0.0,11.37,97.8,10,Avoid,7.931034482758621,4.960760998810939,63.875,28.796999901312546,0.08718395815170009,0.08813879509860165,34.804270462633454,8.58013052116245,53.8,51.566265060240966,18.60817663231814
Edible Seaweed Film,6.8,0.6,100.0,0.21,6.4,4,Consider as Option,9.714285714285715,6.1536945812807895,81.17500000000001,62.94285996249877,3.2258064516129035,63.91825420550589,174.42622950819674,44.29897389318895,20.08,10.939759036144576,45.978549632313666
Recycled Cardboard,16.0,0.7,96.6,1.34,84.2,3,Highly Recommended,20.0,13.034482758620689,95.15,90.5260041448732,0.6944444444444443,12.437985584573616,254.64788732394368,64.82171150661756,21.6,12.7710843373494,46.450750867393346
Mushroom Mycelium,19.7,5.2,100.0,0.14,100.0,6,Highly Recommended,3.7169811320754715,2.141704619388419,99.93,99.96052501727031,4.166666666666666,83.05251333894972,38.38771593090211,9.496866887621232,35.82,29.903614457831328,57.35037184805631
Mushroom Mycelium,11.6,2.7,100.0,0.12,100.0,6,Highly Recommended,4.142857142857142,2.4266009852216746,99.94,99.98026250863515,4.545454545454546,90.75591636669985,73.80073800738008,18.556417387604192,30.96,24.048192771084338,60.24423033597116
Aluminum Foil,25.5,0.8,0.0,9.33,96.5,10,Avoid,28.333333333333332,18.60919540229885,64.635,30.297049245040952,0.10604453870625663,0.47170611994021494,119.1358024691358,30.154278338987496,55.3,53.37349397590362,25.10484060791027
Bamboo Fiber,51.0,4.3,97.7,0.58,34.8,7,Highly Recommended,11.590909090909092,7.40909090909091,85.97999999999999,72.42672456330797,1.4705882352941178,28.22240943555181,30.742459396751745,7.541016084860584,58.599999999999994,57.34939759036144,39.63514167431577
Virgin Plastic (PP),62.0,0.7,1.5,5.59,23.1,10,Avoid,77.5,51.5,52.275,5.901509918089398,0.1757469244288225,1.8892424226720939,34.647887323943664,8.540123742321427,77.19999999999999,79.75903614457832,21.064643751245875
Bagasse (Sugarcane),28.1,9.7,95.6,1.14,61.2,6,Highly Recommended,2.8673469387755106,1.5733286418015486,90.35,81.05200828974634,0.8064516129032259,14.71587357665027,16.148300720906285,3.8074596195848582,40.86,35.97590361445783,34.309781211352266
Edible Seaweed Film,5.5,5.4,100.0,0.41,9.8,2,Consider as Option,1.0,0.32413793103448274,81.755,64.0876344616599,1.9607843137254901,38.191519236169604,20.295748613678374,4.868482131288937,11.3,0.3614457831325302,29.83449723437149
Recycled Cardboard,21.9,3.8,96.1,1.12,97.1,5,Highly Recommended,5.615384615384615,3.4116710875331564,97.69,95.53932695154444,0.8196721311475409,14.98473904456751,50.70866141732284,12.648877681862578,33.14,26.674698795180728,39.28013031100815
Recycled Cardboard,17.7,1.1,95.7,1.36,80.6,4,Highly Recommended,14.749999999999996,9.522413793103446,94.15,88.55225500838844,0.684931506849315,12.244521124972588,158.82882882882882,40.30876264214014,26.619999999999997,18.81927710843373,41.46369225776311
Mushroom Mycelium,20.7,7.8,100.0,0.29,100.0,6,Highly Recommended,2.6202531645569622,1.4080314273243126,99.85499999999999,99.81249383203392,2.564102564102564,50.46119283692998,25.608194622279132,6.227540750725975,36.42,30.62650602409639,48.53933355533475
Recycled Cardboard,19.9,2.0,99.3,1.13,98.9,3,Highly Recommended,9.476190476190474,5.994417077175697,99.005,98.13480706602189,0.8130081300813008,14.849213361552316,98.60696517412936,24.902480348451768,23.939999999999998,15.590361445783133,41.07123745447004
Virgin Plastic (PP),85.3,5.1,1.4,3.63,29.1,10,Avoid,16.403846153846157,10.628779840848807,54.425000000000004,10.145070561531643,0.2680965147453083,3.7673545627226135,5.968688845401175,1.2032563505952583,91.18,96.60240963855424,19.779250509127213
Recycled Cardboard,19.2,2.4,94.2,0.85,88.7,4,Highly Recommended,7.68,4.792827586206896,95.57500000000002,91.36484752787923,1.0526315789473684,19.722431605551364,75.89211618257262,19.09144504358343,27.52,19.903614457831324,39.62317609576369
Virgin Plastic (PP),64.9,0.9,0.1,5.27,28.9,10,Avoid,64.9,43.07103448275863,53.175000000000004,7.677884140925695,0.18621973929236502,2.1022278909163363,31.86813186813187,7.82899169391437,78.94,81.855421686747,20.98013725507758
Virgin Plastic (PP),74.9,3.4,0.6,4.5,20.3,10,Avoid,21.400000000000002,13.97103448275862,51.99,5.338991414191252,0.2173913043478261,2.736163510494121,6.129032258064517,1.2442762681054333,84.94,89.08433734939759,17.294347606187493
Bagasse (Sugarcane),24.8,9.3,95.4,0.92,58.4,6,Highly Recommended,2.6382978723404253,1.4201027146001466,89.84,80.04539623013915,0.9803921568627451,18.253299634934002,16.519871106337273,3.902516761667801,38.879999999999995,33.590361445783124,34.538011618436286
Recycled Cardboard,21.6,2.8,97.3,1.3,82.7,3,Highly Recommended,7.448275862068966,4.637812128418551,95.08,90.38784170531923,0.7142857142857142,12.841497171741482,64.05693950177937,16.06370624782881,24.96,16.819277108433734,36.52614083320381
Bioplastic (PLA),51.1,4.0,87.1,1.79,41.6,8,Highly Recommended,12.463414634146343,7.992767031118587,83.555,67.64038290733248,0.5291005291005291,9.075389024841424,32.094763092269325,7.8869697172390145,62.66,62.2409638554217,34.273777353283016
Mushroom Mycelium,17.6,3.5,100.0,0.31,100.0,4,Highly Recommended,4.888888888888889,2.9256704980842914,99.845,99.79275634066909,2.4390243902439024,47.91748001726015,56.980056980056986,14.253259953538212,26.560000000000002,18.746987951807235,47.872464139802915
Bamboo Fiber,58.9,3.0,96.5,0.83,48.0,8,Highly Recommended,19.0,12.365517241379308,88.13499999999999,76.68015395243262,1.0752688172043012,20.18280475763423,48.00664451827243,11.95763313075114,67.34,67.87951807228917,41.85975343626988
Mushroom Mycelium,24.2,4.7,100.0,0.33,100.0,4,Highly Recommended,5.041666666666667,3.027873563218391,99.83500000000001,99.77301884930425,2.325581395348837,45.61039164593169,42.46284501061571,10.539388410124577,30.52,23.518072289156624,47.272879447994434
Aluminum Foil,26.0,1.6,0.0,9.32,94.5,10,Avoid,15.294117647058822,9.886409736308316,64.24000000000001,29.517418336129488,0.10615711252653928,0.4739955319213632,58.69565217391304,14.69215277840646,55.6,53.73493975903615,20.961036876986736
Edible Seaweed Film,7.1,9.9,100.0,0.48,4.4,2,Consider as Option,0.71,0.13013793103448268,80.63999999999999,61.8869041744794,1.7241379310344829,33.37884553931964,10.53481331987891,2.3713869658362543,12.26,1.5180722891566272,27.62578466681792
Recycled Cardboard,23.2,7.9,94.0,1.34,97.7,3,Highly Recommended,2.9,1.5951724137931036,97.07000000000001,94.31560248692392,0.6944444444444443,12.437985584573616,24.235145385587863,5.876279882000794,25.92,17.975903614457835,35.43533590216873
Virgin Plastic (PP),61.3,4.7,2.0,5.9,16.8,10,Avoid,12.770833333333334,8.198419540229885,51.01,3.4047172604361853,0.16666666666666666,1.7045773659084524,3.991507430997877,0.6974431265012835,76.78,79.25301204819279,14.294841906160132
Aluminum Foil,21.0,8.6,0.0,8.98,90.9,10,Avoid,2.4137931034482762,1.2699167657550539,63.69,28.431856311062866,0.11013215859030837,0.5548359800927077,10.557491289198607,2.3771885663843566,52.6,50.12048192771085,16.78876756735104
Edible Seaweed Film,9.4,1.7,100.0,0.28,5.4,4,Consider as Option,5.222222222222222,3.148659003831418,80.94,62.47902891542483,2.6315789473684212,51.83345896333083,61.6374269005848,15.44473347141539,21.64,12.819277108433738,37.028777576391434
Bioplastic (PLA),53.1,3.8,94.7,1.82,58.4,8,Highly Recommended,13.615384615384617,8.763395225464192,89.18,78.74272180005921,0.5208333333333333,8.907259196854813,40.183727034120736,9.956332144582365,63.86,63.686746987951814,38.270249338887126
Virgin Plastic (PP),74.6,1.1,2.6,5.22,27.2,10,Avoid,62.16666666666665,41.24252873563217,53.61,8.536465015296546,0.1879699248120301,2.137821385815001,26.846846846846844,6.544419450209829,84.75999999999999,88.86746987951807,21.858652096575607
Virgin Plastic (PP),78.2,2.9,3.3,4.53,15.8,10,Avoid,26.066666666666666,17.09287356321839,51.885000000000005,5.131747754860361,0.2159827213822894,2.707517181270822,6.563573883161514,1.355443052696963,86.92,91.46987951807229,17.917261516347885
Aluminum Foil,26.6,9.9,0.0,10.68,90.7,10,Avoid,2.66,1.4346206896551725,62.8,26.675219579591424,0.0927643784786642,0.2016277139637354,9.152371342078709,2.017723195369849,55.96,54.168674698795186,16.725280715227125
Virgin Plastic (PP),71.4,6.0,4.4,5.19,24.7,10,Avoid,11.704918032786887,7.485358959864332,53.665,8.645021217803217,0.1890359168241966,2.1595004483033744,4.841930116472546,0.9150028492707879,82.84,86.55421686746989,17.04805047337788
Recycled Cardboard,33.8,8.0,98.8,1.35,85.7,4,Highly Recommended,4.172839506172839,2.446658152405279,96.105,92.41093457021611,0.689655172413793,12.340586235946894,23.03370786516854,5.5689216490517115,36.28,30.45783132530121,36.73555177389762
Aluminum Foil,41.3,4.0,0.0,9.47,94.4,10,Avoid,10.073170731707318,6.393776282590411,64.14500000000001,29.329912168163432,0.1044932079414838,0.44015673100877734,23.541147132169577,5.698737501964297,64.78,64.79518072289157,20.40741507028686
Bioplastic (PLA),62.6,9.9,83.2,2.16,55.2,8,Consider as Option,6.26,3.8428965517241376,84.92,70.33455047863416,0.44247787610619466,7.313745517441903,13.9656912209889,3.2490926735630996,69.56,70.55421686746989,34.54604224295624
Bagasse (Sugarcane),27.3,6.1,98.3,1.3,56.4,5,Highly Recommended,4.403225806451614,2.6007786429365973,90.12,80.59804598835487,0.7142857142857142,12.841497171741482,25.319148936170212,6.153595522768563,36.379999999999995,30.578313253012045,33.46733204624101
Mushroom Mycelium,17.2,8.3,100.0,0.13,100.0,6,Highly Recommended,2.0476190476190474,1.02495894909688,99.935,99.97039376295271,4.3478260869565215,86.73674956961283,24.067388688327316,5.833363458001168,34.32,28.09638554216868,57.15893193912424
