product_id,category,sub_category,physical_state,product_weight_kg,fragility_level_1_to_10,moisture_sensitivity_0_to_1,leakage_risk_0_to_1,compression_tolerance_index,shipping_stress_index_1_to_10,shelf_life_months,regulatory_requirement_level_1_to_5
4280,Agriculture & Raw Materials,Seeds,Granular Solid,8.1,6,0.86,0.09,22.97,3,40,3
4281,Electronics & Consumer Goods,Headphones,Solid,10.97,4,0.53,0.2,33.33,9,65,4
4282,Food & Beverages,Edible Oil,Liquid,3.97,5,0.63,1,27.75,3,16,1
4283,Clothing & Textiles,Bedding,Compressible Solid,2.05,6,0.56,0.3,24.17,7,57,5
4284,Chemical Products,Industrial Acid,Liquid (Corrosive),3.82,3,0.63,0.93,7.82,8,28,1
4285,Cosmetics,Lotion,Liquid,0.65,3,0.46,0.7,10.97,3,53,1
4286,Clothing & Textiles,Bedding,Compressible Solid,10.86,3,0.58,0.22,29.12,8,31,5
4287,Chemical Products,Paint,Liquid,3.44,3,0.6,0.97,18.94,4,35,2
4288,Automotive Parts & Accessories,Brake Fluid,Liquid,2.6,4,0.6,0.84,34.69,9,66,5
4289,Pharmaceuticals & Healthcare,Syrup,Liquid,8.98,5,0.78,0.85,12.61,9,6,2
4290,Chemical Products,Industrial Acid,Liquid (Corrosive),7.95,5,0.76,0.75,20.12,8,17,3
4291,Chemical Products,Pesticide Granular,Granular Solid,20.17,6,0.97,0.16,2.85,7,60,2
4292,Chemical Products,Pesticide Powder,Powder,20.64,3,0.7,0.16,9.38,4,71,4
4293,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),4.69,4,0.58,0.75,5.93,9,22,2
4294,Cosmetics,Makeup Powder,Powder,15.8,4,0.89,0.21,17.3,4,47,5
4295,Luxury & Specialty Items,Jewelry,Solid (Fragile),1.43,8,0.51,0.26,13.16,9,48,2
4296,Luxury & Specialty Items,Jewelry,Solid (Fragile),1.54,8,0.25,0.16,7.92,6,46,3
4297,E-commerce & Logistics Goods,Home Decor,Fragile Solid,1.9,7,0.25,0.28,9.1,3,71,1
4298,Food & Beverages,Milk,Liquid,7.58,4,0.45,0.96,33.11,4,28,1
4299,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),2.54,6,0.22,0.12,17.29,7,48,3
4300,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),0.67,8,0.32,0.06,9.88,8,6,1
4301,Cosmetics,Cream,Semi-solid,12.41,5,0.47,0.15,14.82,8,57,1
4302,Food & Beverages,Biscuits,Fragile Solid,1.68,8,0.23,0.14,9.11,3,25,5
4303,Food & Beverages,Biscuits,Fragile Solid,2.26,9,0.26,0.2,6.74,7,65,3
4304,Clothing & Textiles,T-shirt,Solid (Flexible),6.53,3,0.51,0.1,7.73,5,68,3
4305,Electronics & Consumer Goods,Headphones,Solid,0.44,2,0.55,0.09,16.83,7,66,4
4306,Clothing & Textiles,Fabric Roll,Solid (Roll Form),3.5,3,0.52,0.17,24.36,8,68,3
4307,Agriculture & Raw Materials,Seeds,Granular Solid,22.87,3,0.81,0.11,25.75,5,69,1
4308,Automotive Parts & Accessories,Engine Part,Solid (Heavy),44.34,3,0.3,0.17,14.44,4,19,3
4309,Clothing & Textiles,T-shirt,Solid (Flexible),9.25,3,0.54,0.06,29.5,6,13,3
4310,Cosmetics,Lipstick,Solid,6.29,4,0.39,0.09,4.06,3,32,2
4311,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,3.32,9,0.57,0.1,4.21,6,31,1
4312,Luxury & Specialty Items,Premium Perfume,Liquid,9.05,3,0.49,0.76,8.46,6,31,2
4313,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),13.11,2,0.45,0.14,30.1,3,25,4
4314,Chemical Products,Industrial Acid,Liquid (Corrosive),1.16,3,0.66,0.78,15.14,6,15,5
4315,Luxury & Specialty Items,Watch,Solid (Fragile),1.52,7,0.34,0.23,3.15,7,61,5
4316,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,14.6,4,0.35,0.25,23.96,4,59,4
4317,Automotive Parts & Accessories,Engine Oil,Liquid,2.52,3,0.75,0.79,26.99,4,43,3
4318,E-commerce & Logistics Goods,Toys,Solid,3.25,2,0.26,0.26,12.81,8,11,5
4319,Automotive Parts & Accessories,Spare Part,Solid,11.92,5,0.46,0.23,19.96,5,37,3
4320,Cosmetics,Perfume,Liquid (Volatile),1.79,4,0.73,0.8,26.14,6,23,1
4321,Cosmetics,Lotion,Liquid,4.75,5,0.59,0.84,27.17,4,16,3
4322,Automotive Parts & Accessories,Engine Part,Solid (Heavy),34.96,1,0.26,0.11,33.56,6,18,1
4323,Cosmetics,Nail Polish,Liquid (Flammable),3.19,3,0.74,0.8,24.43,3,10,1
4324,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),10.2,2,0.33,0.13,44.73,3,25,3
4325,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,1.87,9,0.27,0.11,6.49,8,14,4
4326,Electronics & Consumer Goods,Tablet,Solid (Fragile),3.61,9,0.5,0.23,7.7,4,34,1
4327,Agriculture & Raw Materials,Grains,Granular Solid,3.77,4,0.83,0.2,26.09,8,62,4
4328,Clothing & Textiles,Fabric Roll,Solid (Roll Form),11.04,6,0.22,0.24,9.28,8,13,2
4329,Chemical Products,Solvent,Liquid (Flammable),8.35,5,0.72,0.97,22.55,7,25,1
4330,Automotive Parts & Accessories,Engine Part,Solid (Heavy),39.39,3,0.42,0.25,35.56,9,3,4
4331,Chemical Products,Adhesive,Viscous Liquid,7.44,4,0.66,0.93,26.22,3,45,3
4332,Electronics & Consumer Goods,Laptop,Solid (Fragile),0.95,9,0.22,0.19,1.16,7,41,2
4333,Cosmetics,Serum,Liquid,4.64,4,0.63,0.81,28.9,6,34,2
4334,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,0.71,7,0.22,0.15,16.11,6,27,4
4335,E-commerce & Logistics Goods,Home Decor,Fragile Solid,3.95,9,0.52,0.26,8.58,5,71,2
4336,Luxury & Specialty Items,Watch,Solid (Fragile),1.87,7,0.41,0.11,5.32,3,68,1
4337,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,2.65,6,0.57,0.06,12.4,4,53,5
4338,Food & Beverages,Snacks,Fragile Solid,0.95,7,0.3,0.15,11.4,8,57,2
4339,Electronics & Consumer Goods,Tablet,Solid (Fragile),4.86,9,0.24,0.08,2.46,3,22,4
4340,Food & Beverages,Edible Oil,Liquid,6.32,5,0.68,0.86,24.77,9,33,3
4341,E-commerce & Logistics Goods,Toys,Solid,10.75,2,0.46,0.17,41.23,5,69,3
4342,E-commerce & Logistics Goods,Home Decor,Fragile Solid,3.17,7,0.33,0.12,2.63,7,69,3
4343,Agriculture & Raw Materials,Grains,Granular Solid,24.38,6,0.91,0.23,4.19,3,68,3
4344,Agriculture & Raw Materials,Animal Feed,Granular Solid,3.72,5,0.97,0.22,4.32,3,51,4
4345,Food & Beverages,Sauce/Ketchup,Viscous Liquid,0.64,4,0.61,0.9,8.31,8,31,5
4346,Electronics & Consumer Goods,Home Appliance,Solid,6.18,3,0.36,0.08,28.31,5,25,4
4347,Cosmetics,Nail Polish,Liquid (Flammable),9.95,4,0.47,0.99,4.43,7,68,2
4348,E-commerce & Logistics Goods,Books,Solid,4.14,5,0.21,0.22,8.48,7,13,5
4349,Electronics & Consumer Goods,Home Appliance,Solid,5.96,4,0.48,0.28,28.34,6,34,3
4350,Agriculture & Raw Materials,Animal Feed,Granular Solid,19.38,4,0.81,0.26,33.31,8,41,4
4351,Clothing & Textiles,T-shirt,Solid (Flexible),6.89,2,0.34,0.05,34.03,5,27,2
4352,Electronics & Consumer Goods,Home Appliance,Solid,12.56,3,0.48,0.08,4.63,3,19,2
4353,Clothing & Textiles,Shoes,Solid,10.09,5,0.54,0.23,11.73,6,34,5
4354,Chemical Products,Solvent,Liquid (Flammable),9.31,4,0.48,0.78,28.34,3,58,3
4355,Cosmetics,Serum,Liquid,6.63,5,0.72,0.83,26.22,3,71,1
4356,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,7.49,4,0.6,0.06,11.05,9,14,3
4357,Chemical Products,Fertilizer,Granular Solid,7.28,4,0.79,0.13,21.53,7,49,4
4358,E-commerce & Logistics Goods,Books,Solid,3,6,0.6,0.11,10.05,7,29,5
4359,Electronics & Consumer Goods,Tablet,Solid (Fragile),0.81,8,0.29,0.12,9.07,4,32,4
4360,Agriculture & Raw Materials,Grains,Granular Solid,20.64,3,0.85,0.24,8.72,6,10,4
4361,E-commerce & Logistics Goods,Home Decor,Fragile Solid,0.2,8,0.47,0.26,5.68,8,61,1
4362,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,12.81,3,0.26,0.29,20.65,3,69,4
4363,Electronics & Consumer Goods,Laptop,Solid (Fragile),0.63,9,0.31,0.14,9.12,5,54,3
4364,Pharmaceuticals & Healthcare,Tablets,Solid,6.76,6,0.3,0.14,2.91,6,30,5
4365,Food & Beverages,Edible Oil,Liquid,9.6,4,0.74,0.89,16.95,5,57,2
4366,Clothing & Textiles,Shoes,Solid,7.04,6,0.56,0.21,10.6,3,12,2
4367,Food & Beverages,Biscuits,Fragile Solid,1.04,7,0.56,0.23,17.64,8,22,5
4368,Automotive Parts & Accessories,Engine Part,Solid (Heavy),27.65,3,0.21,0.17,21.95,5,4,1
4369,Automotive Parts & Accessories,Brake Fluid,Liquid,9.33,5,0.46,0.99,29.63,8,29,1
4370,Food & Beverages,Ready-to-Eat Meal,Semi-solid,7.09,6,0.36,0.24,9.29,3,68,2
4371,Clothing & Textiles,Fabric Roll,Solid (Roll Form),14.5,5,0.51,0.09,8.47,6,21,4
4372,Agriculture & Raw Materials,Animal Feed,Granular Solid,1.91,3,0.92,0.17,18.1,8,26,4
4373,Chemical Products,Industrial Acid,Liquid (Corrosive),5.04,3,0.69,0.97,6.47,3,69,4
4374,Food & Beverages,Biscuits,Fragile Solid,4.45,8,0.58,0.27,3,4,42,3
4375,E-commerce & Logistics Goods,Toys,Solid,4.12,5,0.27,0.13,19.5,8,39,2
4376,Chemical Products,Adhesive,Viscous Liquid,3.74,5,0.67,0.77,3.13,7,8,5
4377,E-commerce & Logistics Goods,Books,Solid,1.34,3,0.47,0.28,16.27,3,50,4
4378,Agriculture & Raw Materials,Seeds,Granular Solid,6.63,6,0.82,0.16,17.13,5,14,2
4379,Pharmaceuticals & Healthcare,Syrup,Liquid,7.72,3,0.65,0.83,16.4,7,68,3
4380,Cosmetics,Serum,Liquid,2.56,5,0.46,0.98,8.04,9,7,2
4381,Pharmaceuticals & Healthcare,Tablets,Solid,5.72,4,0.37,0.18,8.9,9,47,1
4382,Cosmetics,Serum,Liquid,9.98,3,0.68,0.88,23.54,8,59,3
4383,Luxury & Specialty Items,Watch,Solid (Fragile),3.84,7,0.58,0.28,18.71,3,10,4
4384,Cosmetics,Nail Polish,Liquid (Flammable),0.84,3,0.47,0.8,5.69,3,38,5
4385,Automotive Parts & Accessories,Spare Part,Solid,8.17,2,0.47,0.19,7.8,8,19,1
4386,Pharmaceuticals & Healthcare,Syrup,Liquid,9.55,3,0.71,0.82,37.47,4,63,2
4387,Agriculture & Raw Materials,Seeds,Granular Solid,18.79,6,0.81,0.09,11.42,7,33,4
4388,Chemical Products,Solvent,Liquid (Flammable),6.21,4,0.61,0.93,31.92,4,67,4
4389,Cosmetics,Lipstick,Solid,1.34,6,0.59,0.29,17.78,6,24,2
4390,Pharmaceuticals & Healthcare,Powder Medicine,Powder,17.05,2,0.71,0.22,7.56,3,23,3
4391,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),0.24,7,0.59,0.26,10.38,3,19,4
4392,Chemical Products,Chemical Powder,Powder,21.43,3,0.92,0.21,11.68,5,20,5
4393,Chemical Products,Pesticide Liquid,Liquid,5.45,4,0.58,0.94,8.8,9,15,1
4394,Automotive Parts & Accessories,Engine Part,Solid (Heavy),18.3,2,0.4,0.07,30.07,4,36,5
4395,Chemical Products,Industrial Acid,Liquid (Corrosive),1.26,3,0.61,0.86,28.85,3,36,3
4396,Cosmetics,Lipstick,Solid,9.98,4,0.3,0.07,9.85,8,23,2
4397,Electronics & Consumer Goods,Laptop,Solid (Fragile),1.7,7,0.36,0.26,10.71,5,28,3
4398,Pharmaceuticals & Healthcare,Ointment,Semi-solid,11.42,4,0.46,0.3,30.88,8,51,3
4399,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),1.99,5,0.24,0.3,5.1,4,49,5
4400,Automotive Parts & Accessories,Brake Fluid,Liquid,7.93,4,0.68,0.81,15.39,7,14,3
4401,Cosmetics,Nail Polish,Liquid (Flammable),6.16,5,0.49,0.84,20.06,7,13,2
4402,Electronics & Consumer Goods,Laptop,Solid (Fragile),2.55,9,0.45,0.21,8,6,47,1
4403,Clothing & Textiles,Shoes,Solid,10.09,6,0.5,0.14,18.71,3,65,5
4404,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),5.99,3,0.76,0.76,34.42,5,5,5
4405,Cosmetics,Makeup Powder,Powder,5.64,2,0.95,0.26,7.25,9,60,4
4406,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),7.82,3,0.66,0.94,8.83,4,68,5
4407,Luxury & Specialty Items,Artwork,Highly Fragile Solid,4.37,9,0.4,0.27,8.41,4,20,2
4408,Electronics & Consumer Goods,Headphones,Solid,13.74,4,0.34,0.14,23.05,4,42,4
4409,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),4.15,2,0.33,0.15,17.86,9,37,2
4410,Chemical Products,Lubricant,Liquid,2.76,3,0.56,0.81,33.61,5,52,1
4411,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),12.63,4,0.49,0.28,11.97,7,29,3
4412,Chemical Products,Pesticide Liquid,Liquid,6.47,4,0.66,0.77,4.27,5,30,4
4413,Food & Beverages,Dry Grains,Granular Solid,6.15,6,0.83,0.18,7.09,5,37,4
4414,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,7.43,6,0.57,0.24,4.69,3,58,4
4415,Electronics & Consumer Goods,Tablet,Solid (Fragile),4.29,8,0.39,0.25,14.95,5,60,4
4416,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),4.48,4,0.43,0.26,32.72,3,38,1
4417,Agriculture & Raw Materials,Seeds,Granular Solid,9.07,5,0.89,0.22,14.56,6,70,5
4418,Luxury & Specialty Items,Artwork,Highly Fragile Solid,2.54,7,0.37,0.16,8,7,62,1
4419,Clothing & Textiles,Shoes,Solid,13.87,3,0.34,0.11,6.11,3,50,3
4420,Electronics & Consumer Goods,Headphones,Solid,12.08,6,0.39,0.09,14.29,3,39,1
4421,Chemical Products,Industrial Acid,Liquid (Corrosive),6.54,4,0.51,0.85,28.31,8,42,1
4422,Luxury & Specialty Items,Premium Perfume,Liquid,8.54,4,0.42,0.8,9.69,7,32,1
4423,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,1.55,8,0.28,0.14,4.73,8,49,1
4424,E-commerce & Logistics Goods,Home Decor,Fragile Solid,3.8,9,0.53,0.27,4.15,9,60,2
4425,Cosmetics,Nail Polish,Liquid (Flammable),5.98,4,0.42,0.95,19.31,5,53,5
4426,Chemical Products,Pesticide Liquid,Liquid,6.42,5,0.42,0.88,18.89,9,33,1
4427,Pharmaceuticals & Healthcare,Ointment,Semi-solid,9.78,2,0.22,0.24,14.11,4,50,2
4428,Luxury & Specialty Items,Premium Perfume,Liquid,3.37,4,0.44,0.87,34.89,3,35,5
4429,E-commerce & Logistics Goods,Books,Solid,1.25,5,0.35,0.17,22.09,8,20,5
4430,Luxury & Specialty Items,Watch,Solid (Fragile),2.97,8,0.23,0.15,14.6,9,43,4
4431,Clothing & Textiles,Jeans,Solid (Flexible),14.48,4,0.34,0.06,9.24,5,25,3
4432,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,3.63,9,0.35,0.25,5.69,7,60,1
4433,Food & Beverages,Edible Oil,Liquid,9.3,5,0.49,0.76,26.23,4,70,5
4434,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,1.15,3,0.4,0.18,28.63,3,68,5
4435,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),7.51,6,0.38,0.08,22.29,8,70,4
4436,E-commerce & Logistics Goods,Toys,Solid,1.85,2,0.33,0.22,20.02,4,23,4
4437,Luxury & Specialty Items,Premium Perfume,Liquid,1.39,3,0.77,0.98,13.92,9,13,5
4438,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),6.88,4,0.47,0.73,32.78,5,50,2
4439,Pharmaceuticals & Healthcare,Capsules,Solid,12.03,3,0.31,0.26,9.31,5,57,5
4440,Cosmetics,Lotion,Liquid,6.03,4,0.47,0.97,9.71,3,13,2
4441,Chemical Products,Fertilizer,Granular Solid,24.41,3,0.72,0.19,6.87,7,13,3
4442,Food & Beverages,Sauce/Ketchup,Viscous Liquid,6.51,4,0.45,1,8.56,8,60,2
4443,Automotive Parts & Accessories,Brake Fluid,Liquid,3.24,4,0.5,0.97,8.97,6,26,3
4444,Pharmaceuticals & Healthcare,Tablets,Solid,2.27,3,0.59,0.15,25.13,9,43,3
4445,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,1.12,6,0.47,0.14,3.31,7,54,2
4446,Electronics & Consumer Goods,Home Appliance,Solid,1.06,4,0.28,0.16,27.66,4,64,5
4447,Food & Beverages,Flour,Powder,24.09,4,0.71,0.07,10.55,5,27,2
4448,Cosmetics,Perfume,Liquid (Volatile),7.61,4,0.43,0.79,32.96,6,20,4
4449,Automotive Parts & Accessories,Engine Part,Solid (Heavy),39.51,3,0.54,0.07,16.58,7,32,3
4450,Luxury & Specialty Items,Watch,Solid (Fragile),1.88,9,0.31,0.06,5.23,9,45,1
4451,Luxury & Specialty Items,Jewelry,Solid (Fragile),2,9,0.31,0.06,4.11,6,45,3
4452,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),6.17,3,0.79,0.93,4.2,8,27,4
4453,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,7.87,3,0.55,0.25,17,6,51,2
4454,Chemical Products,Fertilizer,Granular Solid,14.46,4,0.79,0.16,17.47,4,70,4
4455,Electronics & Consumer Goods,Tablet,Solid (Fragile),2.66,7,0.37,0.1,14.71,3,65,3
4456,Agriculture & Raw Materials,Grains,Granular Solid,2.57,6,0.97,0.24,11.39,7,24,5
4457,Cosmetics,Serum,Liquid,5.15,3,0.6,0.81,33.65,9,16,2
4458,E-commerce & Logistics Goods,Books,Solid,9.73,4,0.44,0.18,21.39,8,35,4
4459,Food & Beverages,Milk,Liquid,4.86,3,0.57,0.86,30.24,9,15,4
4460,Food & Beverages,Dry Grains,Granular Solid,3.72,5,0.76,0.23,4.99,5,8,4
4461,Clothing & Textiles,T-shirt,Solid (Flexible),3.94,2,0.53,0.08,23.55,5,47,5
4462,Agriculture & Raw Materials,Seeds,Granular Solid,22.08,2,0.73,0.07,12.18,6,45,1
4463,Automotive Parts & Accessories,Engine Oil,Liquid,5.91,5,0.42,0.94,4.31,9,7,1
4464,Food & Beverages,Sauce/Ketchup,Viscous Liquid,2.03,4,0.75,0.84,14.29,4,31,1
4465,Agriculture & Raw Materials,Grains,Granular Solid,5.79,4,0.8,0.25,32.39,3,9,3
4466,Cosmetics,Nail Polish,Liquid (Flammable),8.55,5,0.74,0.89,27.2,9,63,2
4467,Electronics & Consumer Goods,Laptop,Solid (Fragile),2.2,8,0.3,0.27,10.48,4,9,1
4468,Electronics & Consumer Goods,Smartphone,Solid (Fragile),1.7,9,0.24,0.2,3.09,9,13,2
4469,Luxury & Specialty Items,Premium Perfume,Liquid,2.09,3,0.74,0.95,23.38,4,4,5
4470,Electronics & Consumer Goods,Home Appliance,Solid,3.04,5,0.5,0.25,16.6,5,9,4
4471,Luxury & Specialty Items,Watch,Solid (Fragile),4.73,9,0.59,0.15,7.89,6,11,4
4472,Automotive Parts & Accessories,Engine Oil,Liquid,9.99,3,0.76,0.81,14.36,5,7,3
4473,Luxury & Specialty Items,Watch,Solid (Fragile),1.68,9,0.26,0.17,6.3,7,65,4
4474,E-commerce & Logistics Goods,Home Decor,Fragile Solid,4.06,7,0.59,0.26,11.91,5,12,2
4475,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),3.02,9,0.31,0.18,1.32,7,10,3
4476,Cosmetics,Cream,Semi-solid,0.5,4,0.28,0.22,33.13,8,46,2
4477,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,1.06,3,0.49,0.19,18.57,7,7,2
4478,Cosmetics,Lotion,Liquid,4.41,3,0.79,0.8,11.72,5,13,1
4479,Luxury & Specialty Items,Watch,Solid (Fragile),1.44,8,0.22,0.3,12.2,5,30,2
4480,Chemical Products,Lubricant,Liquid,0.51,5,0.62,0.78,16.21,5,35,3
4481,E-commerce & Logistics Goods,Toys,Solid,6.23,6,0.45,0.13,13.04,3,23,5
4482,E-commerce & Logistics Goods,Books,Solid,9.9,5,0.25,0.17,20.19,6,41,5
4483,Cosmetics,Cream,Semi-solid,3.65,5,0.57,0.2,21.29,9,37,4
4484,Electronics & Consumer Goods,Headphones,Solid,0.25,6,0.56,0.07,20.18,4,65,5
4485,Food & Beverages,Milk,Liquid,1.27,5,0.7,0.9,26.31,9,34,2
4486,Chemical Products,Fertilizer,Granular Solid,11.34,3,0.72,0.1,30.68,3,61,3
4487,Food & Beverages,Biscuits,Fragile Solid,2.61,7,0.28,0.15,5.15,3,63,4
4488,Automotive Parts & Accessories,Brake Fluid,Liquid,9.19,4,0.4,0.98,27.37,8,50,2
4489,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,13.41,6,0.45,0.16,10.09,9,36,2
4490,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,3.76,7,0.39,0.07,3.78,9,7,4
4491,Agriculture & Raw Materials,Seeds,Granular Solid,3.65,4,0.78,0.09,3.63,8,41,3
4492,Electronics & Consumer Goods,Tablet,Solid (Fragile),1.4,7,0.59,0.12,12.72,4,23,3
4493,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),0.49,8,0.33,0.22,6.12,9,13,5
4494,Cosmetics,Lotion,Liquid,1.69,4,0.6,0.82,10.65,3,23,4
4495,Electronics & Consumer Goods,Home Appliance,Solid,9.21,3,0.42,0.19,29.31,4,41,5
4496,Electronics & Consumer Goods,Home Appliance,Solid,0.6,6,0.42,0.17,18.23,8,63,2
4497,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),9.06,4,0.36,0.3,15.33,5,67,2
4498,Pharmaceuticals & Healthcare,Powder Medicine,Powder,19.97,3,0.79,0.27,19.33,3,23,1
4499,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,9.05,5,0.58,0.15,4.86,4,19,4
4500,Luxury & Specialty Items,Artwork,Highly Fragile Solid,3.71,8,0.31,0.16,5.83,5,44,3
4501,Automotive Parts & Accessories,Brake Fluid,Liquid,6.25,4,0.61,0.91,6.54,3,26,4
4502,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),7.53,4,0.6,0.92,8.08,5,10,2
4503,Chemical Products,Pesticide Granular,Granular Solid,2.53,3,0.87,0.23,36.58,4,16,3
4504,Cosmetics,Nail Polish,Liquid (Flammable),1.62,3,0.71,0.95,21.69,3,29,2
4505,Pharmaceuticals & Healthcare,Ointment,Semi-solid,12.39,5,0.48,0.28,17.13,6,8,1
4506,Luxury & Specialty Items,Watch,Solid (Fragile),0.95,8,0.38,0.25,10,6,67,2
4507,Chemical Products,Industrial Acid,Liquid (Corrosive),4.27,3,0.68,0.83,21.04,8,57,3
4508,Chemical Products,Chemical Powder,Powder,3.3,3,0.98,0.3,39.36,4,7,3
4509,Luxury & Specialty Items,Premium Perfume,Liquid,6.69,4,0.7,0.82,6.04,4,13,4
4510,Automotive Parts & Accessories,Spare Part,Solid,9.82,5,0.34,0.19,21.88,9,7,5
4511,Luxury & Specialty Items,Artwork,Highly Fragile Solid,1.39,7,0.56,0.13,16.11,3,10,3
4512,Automotive Parts & Accessories,Engine Part,Solid (Heavy),14.49,3,0.52,0.2,39.18,7,29,3
4513,Chemical Products,Solvent,Liquid (Flammable),7.98,4,0.5,0.87,6.72,4,69,4
4514,Chemical Products,Lubricant,Liquid,5.24,3,0.57,0.78,15.57,7,10,1
4515,Luxury & Specialty Items,Premium Perfume,Liquid,6.06,3,0.46,1,10.07,6,62,1
4516,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,3.74,7,0.48,0.11,7.17,9,37,3
4517,Agriculture & Raw Materials,Seeds,Granular Solid,1.28,5,0.99,0.2,12.13,5,15,1
4518,Electronics & Consumer Goods,Smartphone,Solid (Fragile),0.67,9,0.44,0.12,6.71,8,63,3
4519,Chemical Products,Lubricant,Liquid,9.52,4,0.71,0.84,28.63,6,11,5
4520,Electronics & Consumer Goods,Laptop,Solid (Fragile),2.84,7,0.42,0.09,4.87,8,23,4
4521,E-commerce & Logistics Goods,Toys,Solid,5.56,5,0.46,0.24,17.36,8,27,2
4522,Automotive Parts & Accessories,Engine Oil,Liquid,8.85,5,0.68,0.84,23.24,6,65,5
4523,Electronics & Consumer Goods,Tablet,Solid (Fragile),3.64,9,0.54,0.06,9.41,6,9,1
4524,E-commerce & Logistics Goods,Books,Solid,13.32,4,0.23,0.22,18.21,6,38,4
4525,Pharmaceuticals & Healthcare,Ointment,Semi-solid,13.48,3,0.55,0.24,23.66,4,22,2
4526,Electronics & Consumer Goods,Home Appliance,Solid,0.39,4,0.25,0.28,3.66,3,53,2
4527,Chemical Products,Solvent,Liquid (Flammable),5.25,5,0.43,0.98,10.41,8,30,2
4528,Food & Beverages,Flour,Powder,4,4,0.79,0.27,4.9,8,40,2
4529,Luxury & Specialty Items,Jewelry,Solid (Fragile),4.02,9,0.51,0.2,6.88,7,22,2
4530,Chemical Products,Pesticide Liquid,Liquid,3.7,5,0.68,0.82,17.5,5,22,4
4531,Pharmaceuticals & Healthcare,Powder Medicine,Powder,17.99,3,0.88,0.12,22.74,6,10,3
4532,Pharmaceuticals & Healthcare,Capsules,Solid,13.18,2,0.43,0.09,26.89,9,6,1
4533,Automotive Parts & Accessories,Brake Fluid,Liquid,2.66,3,0.59,0.72,39.63,6,34,2
4534,Clothing & Textiles,T-shirt,Solid (Flexible),13.51,3,0.29,0.22,38.31,6,4,4
4535,Cosmetics,Makeup Powder,Powder,15.11,6,0.87,0.22,24.26,6,44,4
4536,Chemical Products,Pesticide Powder,Powder,3.8,5,0.86,0.3,12.88,4,64,3
4537,Pharmaceuticals & Healthcare,Tablets,Solid,0.56,3,0.54,0.18,38.12,4,22,5
4538,E-commerce & Logistics Goods,Home Decor,Fragile Solid,1.05,7,0.48,0.13,11.54,9,38,4
4539,Electronics & Consumer Goods,Headphones,Solid,9.13,6,0.34,0.28,13.44,7,10,4
4540,Food & Beverages,Biscuits,Fragile Solid,4.62,9,0.24,0.13,8.95,6,62,2
4541,Cosmetics,Cream,Semi-solid,2.76,3,0.25,0.22,25.65,4,29,1
4542,Pharmaceuticals & Healthcare,Capsules,Solid,7.06,3,0.47,0.11,15.25,9,15,3
4543,Clothing & Textiles,Fabric Roll,Solid (Roll Form),12.27,5,0.49,0.07,19.82,8,8,3
4544,Pharmaceuticals & Healthcare,Syrup,Liquid,8.67,4,0.62,0.78,20.4,3,56,3
4545,Food & Beverages,Flour,Powder,1.3,4,0.98,0.06,21.54,6,17,2
4546,Automotive Parts & Accessories,Spare Part,Solid,6.8,2,0.34,0.27,34.49,9,10,1
4547,Luxury & Specialty Items,Artwork,Highly Fragile Solid,0.54,7,0.25,0.14,8.04,3,42,4
4548,Luxury & Specialty Items,Watch,Solid (Fragile),1.81,7,0.29,0.28,13.21,7,28,1
4549,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,10.14,5,0.32,0.16,11.4,7,25,3
