material_id,base_category,material_form,tensile_strength_mpa,thickness_mm,weight_capacity_kg,moisture_barrier_score,leakage_resistance_score,biodegradability_score,co2_kg_per_kg,recyclability_percent,cost_per_kg_inr
2337,Sustainable,Bagasse,20.42,7.3,75.75,0.326,0.424,0.993,0.559,73.1,102.92
2338,Glass,Soda-Lime Glass,70.3,2,70.98,1,0.85,0,1.056,95.4,68.06
2339,Sustainable,Hemp Fiber Board,28.29,3.37,34.19,0.463,0.435,0.98,0.749,82.5,96.28
2340,Metal,Aluminum Foil (Thin Gauge),63.34,3.17,70.13,1,0.787,0,6.842,96.5,273.07
2341,Sustainable,Bagasse,20.05,6.24,38.95,0.352,0.374,1,0.574,72,110.39
2342,Glass,Borosilicate Glass,72.81,2.45,55.09,0.998,0.97,0,1.086,97.4,66.4
2343,Plastic,HDPE,24.49,2.75,34.53,0.992,1,0.05,1.827,66.7,174.3
2344,Glass,Soda-Lime Glass,70.33,0.93,25.14,1,1,0,1.138,92.3,73.04
2345,Metal,Tinplate (Coated Steel),254.57,1.48,159.32,0.967,0.805,0,1.814,100,142.76
2346,Sustainable,Hemp Fiber Board,28.64,0.28,3.12,0.435,0.486,1,0.657,87.2,89.64
2347,Plastic,PET,42.07,7.78,166.93,0.958,0.834,0.021,1.792,87.7,261.45
2348,Sustainable,Bagasse,19.71,0.94,9.44,0.345,0.354,1,0.459,80.6,81.34
2349,Plastic,PET,41.83,6.47,88.15,0.838,0.843,0.021,1.827,87.1,267.26
2350,Paper,Corrugated Board,30.08,4.39,49.52,0.356,0.263,1,0.811,100,113.71
2351,Sustainable,Seaweed-based Film,18.49,2.42,20.81,0.692,0.674,0.987,0.576,73,122.84
2352,Glass,Borosilicate Glass,76.61,2.39,67.12,0.996,0.879,0,1.156,95.3,88.81
2353,Plastic,PET,51.05,7.98,187.5,0.889,0.878,0.021,2.366,77.4,155.21
2354,Sustainable,Mycelium Packaging,14.97,7.58,56.63,0.201,0.274,0.956,0.314,69.7,85.49
2355,Paper,Corrugated Board,29.26,5.16,61.36,0.323,0.201,1,0.761,100,107.9
2356,Sustainable,Seaweed-based Film,17.97,2.92,25.94,0.61,0.675,0.918,0.679,66.4,121.18
2357,Glass,Soda-Lime Glass,69.12,5.23,169.87,0.982,1,0,0.896,100,53.12
2358,Metal,Aluminum Alloy 3003,107.47,4.81,190.21,1,1,0,7.033,100,229.91
2359,Paper,Kraft Paper,23.66,0.42,4.72,0.287,0.171,0.879,0.672,96.4,63.91
2360,Metal,Aluminum Alloy 3003,111.88,4.44,187.42,0.984,0.808,0,6.685,100,278.05
2361,Metal,Steel (304 Grade),392.68,2.3,457.98,1,0.847,0,2.041,97.2,156.04
2362,Glass,Borosilicate Glass,75.28,4.08,106.1,0.953,0.83,0,1.473,85.8,73.04
2363,Metal,Tinplate (Coated Steel),249.62,2.79,263.11,1,0.942,0,1.967,97.6,145.25
2364,Glass,Tempered Glass,81.78,6.19,210.64,1,0.849,0,1.301,88.4,102.92
2365,Paper,Kraft Paper,26,1.78,21.77,0.313,0.177,0.945,0.75,92.5,67.23
2366,Plastic,PP,29.09,4.77,50.68,0.89,0.94,0.042,1.421,79.5,147.74
2367,Bioplastic,PLA,51.33,0.71,11.73,0.716,0.676,0.863,1.328,52.3,170.98
2368,Plastic,PP,34.78,0.21,2.41,0.858,0.937,0.043,1.759,71,139.44
2369,Plastic,PP,34.42,7.25,90.53,0.882,0.844,0.037,1.795,70.1,121.18
2370,Metal,Aluminum Rigid (Can Grade),96.75,6.58,225.29,0.951,0.972,0,6.341,100,224.93
2371,Sustainable,Hemp Fiber Board,27.42,2.28,32.45,0.457,0.44,1,0.806,79.7,141.1
2372,Bioplastic,PLA,49.32,2.25,59.7,0.688,0.713,0.879,0.953,64.4,310.42
2373,Sustainable,Bagasse,19.6,7.76,79.1,0.331,0.354,1,0.485,78.6,94.62
2374,Paper,Kraft Paper,27.03,3.94,53.98,0.299,0.214,0.973,0.788,90.6,74.7
2375,Metal,Tinplate (Coated Steel),245.93,6.75,658.64,0.925,0.953,0,2.105,95.1,130.31
2376,Sustainable,Hemp Fiber Board,27.85,7.72,73.98,0.468,0.471,0.897,0.752,82.4,118.69
2377,Plastic,PP,32.8,5.57,63.39,0.96,0.907,0.042,1.639,74,130.31
2378,Sustainable,Seaweed-based Film,18.07,4.53,38.26,0.633,0.575,0.972,0.678,66.4,168.49
2379,Glass,Tempered Glass,79.38,1.46,48.46,1,1,0,1.144,92.8,80.51
2380,Plastic,PP,26.18,1,10.36,0.97,0.864,0.042,1.254,83.7,170.15
2381,Sustainable,Mycelium Packaging,15.24,4.61,33.42,0.214,0.241,1,0.269,74.8,118.69
2382,Metal,Aluminum Rigid (Can Grade),95.55,6.66,331.29,0.943,0.804,0,7.698,99.2,283.86
2383,Metal,Steel (304 Grade),406.69,5.04,1046.67,0.993,1,0,2.72,86.3,149.4
2384,Glass,Soda-Lime Glass,68.01,5.94,194.37,0.922,0.957,0,1.118,93.1,48.14
2385,Metal,Aluminum Alloy 3003,111.85,7.94,434.2,0.924,0.94,0,6.838,100,302.12
2386,Sustainable,Hemp Fiber Board,28.3,5,53.48,0.481,0.402,0.969,0.69,85.5,114.54
2387,Plastic,PET,41.99,1.94,39.39,0.891,0.811,0.021,1.772,88.1,191.73
2388,Paper,Corrugated Board,29.62,5.48,74.24,0.374,0.215,1,0.761,100,107.07
2389,Plastic,HDPE,19.48,5.5,31.87,0.886,0.971,0.05,1.36,77.8,166
2390,Metal,Aluminum Foil (Thin Gauge),65.14,3.92,122.86,1,0.916,0,7.162,94.7,228.25
2391,Sustainable,Hemp Fiber Board,27.3,6.52,65.04,0.444,0.444,0.982,0.775,81.3,123.67
2392,Bioplastic,PLA,50,0.7,18.55,0.655,0.795,0.913,0.963,64.1,258.13
2393,Plastic,PP,29.14,1.06,10.38,0.974,0.887,0.039,1.426,79.4,110.39
2394,Metal,Steel (304 Grade),406.95,2.29,489.04,1,0.967,0,2.252,93.8,125.33
2395,Metal,Aluminum Rigid (Can Grade),95.86,7.27,368.19,1,1,0,5.78,100,253.98
2396,Glass,Soda-Lime Glass,70.5,7.12,150.16,0.923,1,0,1.027,96.5,68.89
2397,Metal,Steel (304 Grade),396.01,2.55,390.68,0.992,0.849,0,1.979,98.2,140.27
2398,Metal,Aluminum Foil (Thin Gauge),66.34,3.54,127.35,0.965,0.929,0,7.536,92.6,220.78
2399,Sustainable,Bagasse,19.6,5.59,43.33,0.367,0.37,0.927,0.442,81.8,100.43
2400,Plastic,PP,27.94,5.62,82.6,0.853,0.916,0.039,1.403,79.9,134.46
2401,Paper,Kraft Paper,25.13,0.48,3.71,0.299,0.217,0.977,0.74,93,53.12
2402,Glass,Soda-Lime Glass,70.87,0.97,27.27,0.998,0.99,0,1.008,97.2,51.46
2403,Sustainable,Seaweed-based Film,17.59,1.69,9.63,0.616,0.602,0.906,0.662,67.4,123.67
2404,Metal,Steel (304 Grade),388.71,0.31,60.68,1,0.83,0,2.503,89.8,178.45
2405,Glass,Borosilicate Glass,75.07,0.9,21.32,1,0.924,0,1.084,97.5,85.49
2406,Metal,Aluminum Rigid (Can Grade),97.74,7.87,301.32,1,0.868,0,7.681,99.3,253.15
2407,Glass,Soda-Lime Glass,67.93,1.39,43.71,0.923,0.932,0,0.996,97.6,52.29
2408,Paper,Molded Pulp,21.23,5.75,55.61,0.187,0.138,1,0.747,78,92.96
2409,Paper,Molded Pulp,20.39,5.26,54.67,0.213,0.12,1,0.724,79.3,86.32
2410,Metal,Tinplate (Coated Steel),253.79,3.85,445.76,1,1,0,2.327,91.1,117.86
2411,Sustainable,Bagasse,19.48,6.16,48.99,0.377,0.408,0.942,0.411,84.2,91.3
2412,Sustainable,Seaweed-based Film,18.33,3.6,20.28,0.671,0.598,0.974,0.589,72.1,141.93
2413,Glass,Soda-Lime Glass,70.7,0.28,8.34,0.978,1,0,0.838,100,54.78
2414,Plastic,HDPE,22.35,3.01,27.74,0.942,0.762,0.05,1.652,70.9,178.45
2415,Glass,Borosilicate Glass,72.81,1,23.5,0.992,0.958,0,1.358,89.2,102.92
2416,Metal,Aluminum Alloy 3003,107.69,3.67,143.2,1,0.819,0,6.027,100,201.69
2417,Sustainable,Seaweed-based Film,18.19,7.82,44.87,0.673,0.569,1,0.538,75.4,115.37
2418,Glass,Soda-Lime Glass,71.61,0.75,23.16,0.938,0.809,0,0.98,98.3,52.29
2419,Metal,Aluminum Foil (Thin Gauge),63.18,2.6,70.82,0.937,0.777,0,6.374,99.1,203.35
2420,Sustainable,Bagasse,19.92,0.96,6.5,0.372,0.326,0.945,0.477,79.3,98.77
2421,Sustainable,Bagasse,19.4,2.25,18.64,0.374,0.416,0.93,0.462,80.3,97.94
2422,Sustainable,Seaweed-based Film,18.02,4.2,41.11,0.685,0.746,0.958,0.694,65.4,167.66
2423,Paper,Molded Pulp,16.25,3.87,24.95,0.202,0.124,0.943,0.571,87.9,58.1
2424,Sustainable,Hemp Fiber Board,27.35,7.12,85.66,0.454,0.468,0.93,0.879,76,122.01
2425,Plastic,PP,26.33,4.92,44.78,0.988,0.964,0.042,1.27,83.2,224.93
2426,Plastic,PET,52.94,2.02,37.58,0.907,1,0.019,2.463,75.7,193.39
2427,Paper,Molded Pulp,17.99,4.94,40.79,0.197,0.155,0.989,0.642,83.9,86.32
2428,Paper,Molded Pulp,17.62,6.46,58.96,0.204,0.14,0.93,0.608,85.8,67.23
2429,Metal,Aluminum Rigid (Can Grade),93.67,6.57,256.95,1,0.833,0,6.273,100,179.28
2430,Sustainable,Bagasse,19.93,5.66,56.27,0.361,0.43,1,0.449,81.3,82.17
2431,Glass,Borosilicate Glass,76.48,2.41,67.95,1,1,0,1.107,96.8,92.13
2432,Sustainable,Bagasse,20.5,4.18,43.39,0.356,0.344,0.919,0.539,74.6,84.66
2433,Sustainable,Bagasse,19.58,2.3,20.48,0.371,0.356,0.943,0.477,79.2,91.3
2434,Plastic,PP,24.9,2.73,32.97,0.887,0.794,0.04,1.22,84.5,221.61
2435,Plastic,HDPE,18.89,3.41,31.9,0.978,0.88,0.054,1.281,79.7,180.11
2436,Plastic,PET,50.99,3.89,99.91,0.96,0.81,0.021,2.335,78,160.19
2437,Plastic,PP,33.3,0.63,11.11,0.873,0.775,0.042,1.705,72.4,154.38
2438,Metal,Aluminum Foil (Thin Gauge),64.35,0.97,30.49,1,0.868,0,6.09,100,239.87
2439,Bioplastic,PLA,48.58,5.82,95.04,0.726,0.779,0.853,1.393,50.2,191.73
2440,Paper,Corrugated Board,29.36,5.9,60.64,0.355,0.257,0.929,0.79,100,107.07
2441,Sustainable,Seaweed-based Film,18.34,3.71,31.86,0.628,0.737,0.907,0.618,70.3,160.19
2442,Plastic,PP,32.03,4.72,63.04,0.894,0.972,0.038,1.661,73.5,129.48
2443,Plastic,PP,31.88,0.32,5.18,0.944,0.794,0.038,1.613,74.7,160.19
2444,Glass,Soda-Lime Glass,71.05,6.1,133.2,1,0.917,0,1.164,91.3,71.38
2445,Sustainable,Seaweed-based Film,17.87,5.29,34.91,0.691,0.728,0.972,0.512,77.1,150.23
2446,Metal,Aluminum Foil (Thin Gauge),66.3,3.47,76.13,1,0.823,0,7.027,95.5,222.44
2447,Sustainable,Bagasse,19.98,3.06,25.34,0.36,0.391,1,0.564,72.7,79.68
2448,Plastic,PP,24.71,6.04,51.12,0.9,0.86,0.039,1.237,84.1,195.88
2449,Metal,Aluminum Foil (Thin Gauge),65.73,6.03,163.34,0.968,0.978,0,7.949,90.3,219.95
2450,Metal,Aluminum Alloy 3003,110.15,0.51,28.27,0.929,0.923,0,8.359,95.8,268.09
2451,Metal,Steel (304 Grade),393.98,3.16,486.67,1,0.846,0,2.018,97.6,136.12
2452,Sustainable,Mycelium Packaging,15.41,2.15,14.8,0.19,0.2,0.912,0.388,61.4,129.48
2453,Metal,Tinplate (Coated Steel),244.09,4.54,573.84,0.961,1,0,2.431,89.2,127.82
2454,Metal,Aluminum Alloy 3003,113.24,3.2,130.43,0.93,1,0,6.17,100,245.68
2455,Sustainable,Bagasse,20.27,7.01,62.57,0.346,0.336,0.998,0.55,73.7,104.58
2456,Plastic,PP,27.31,1.55,16.14,0.917,0.992,0.041,1.372,80.7,124.5
2457,Metal,Steel (304 Grade),403.51,7.16,1161.87,0.998,0.898,0,2.436,90.8,166.83
2458,Plastic,HDPE,22.22,2.34,21.21,0.925,0.822,0.047,1.636,71.2,168.49
2459,Paper,Kraft Paper,22.64,1.18,11.43,0.309,0.214,0.992,0.64,98,67.23
2460,Paper,Kraft Paper,23.69,5.3,57.77,0.297,0.165,0.876,0.688,95.6,54.78
2461,Metal,Aluminum Foil (Thin Gauge),65.5,6.53,202.24,1,0.783,0,6.131,100,249
2462,Metal,Steel (304 Grade),406.97,6.33,1142.95,0.995,1,0,2.486,90,184.26
2463,Metal,Aluminum Foil (Thin Gauge),65.67,0.23,8.11,1,1,0,6.934,96,209.16
2464,Plastic,PP,27.12,4.13,40,0.942,0.873,0.039,1.309,82.3,209.16
2465,Paper,Kraft Paper,28.75,1.62,13.95,0.321,0.199,0.937,0.852,87.4,73.87
2466,Metal,Tinplate (Coated Steel),248.05,4.23,454.92,0.992,1,0,2.308,91.5,112.88
2467,Plastic,HDPE,19.27,6.5,66.06,0.993,0.903,0.05,1.351,78,216.63
2468,Plastic,PP,31.62,0.23,2.59,0.97,0.936,0.039,1.629,74.3,117.03
2469,Metal,Aluminum Rigid (Can Grade),93.52,7.39,209.56,1,1,0,6.793,100,239.87
2470,Plastic,PP,28.02,4.96,54.27,0.944,0.823,0.037,1.412,79.7,154.38
2471,Sustainable,Mycelium Packaging,14.77,6.04,28.34,0.2,0.243,1,0.328,68,120.35
2472,Metal,Aluminum Foil (Thin Gauge),63.06,2.95,69.72,1,0.822,0,6.646,97.6,227.42
2473,Glass,Tempered Glass,81.18,7.85,292.71,1,0.93,0,1.165,92.2,105.41
2474,Paper,Corrugated Board,39.91,3.72,61.37,0.329,0.261,0.895,1.076,91,106.24
2475,Glass,Tempered Glass,80.33,1.59,62.53,0.94,0.992,0,1.236,90.2,92.13
2476,Paper,Kraft Paper,26.62,7.32,96.42,0.282,0.197,0.883,0.779,91.1,66.4
2477,Bioplastic,PLA,49.11,7.37,127.01,0.715,0.81,0.896,0.94,64.8,278.05
2478,Paper,Corrugated Board,32.53,6.71,68.04,0.367,0.214,0.915,0.876,99.1,80.51
2479,Bioplastic,PLA,48.65,3.73,70.5,0.658,0.701,0.833,1.123,58.9,200.86
2480,Paper,Kraft Paper,24.61,4.32,55.94,0.31,0.195,0.876,0.717,94.1,71.38
2481,Sustainable,Bagasse,19.51,0.25,2.64,0.361,0.324,1,0.527,75.5,79.68
2482,Metal,Tinplate (Coated Steel),249.83,1.56,193.12,0.94,0.879,0,2.268,92.2,116.2
2483,Sustainable,Bagasse,20.41,1.72,18.25,0.37,0.348,1,0.552,73.6,102.92
2484,Paper,Kraft Paper,24.76,1.05,12.84,0.283,0.207,0.928,0.727,93.7,63.91
2485,Sustainable,Hemp Fiber Board,27.64,7.7,74.58,0.482,0.543,0.884,0.608,89.6,97.94
2486,Paper,Molded Pulp,21.56,4.51,39.56,0.201,0.154,1,0.768,76.8,82.17
2487,Plastic,HDPE,19.68,5.3,48.2,0.925,1,0.053,1.404,76.7,208.33
2488,Metal,Aluminum Foil (Thin Gauge),63.81,6.93,143.44,1,0.87,0,6.531,98.3,295.48
2489,Metal,Aluminum Rigid (Can Grade),93.95,6.9,296.35,0.96,1,0,5.651,100,231.57
2490,Plastic,PP,34.31,1.2,21.82,0.94,0.745,0.037,1.752,71.2,166.83
2491,Paper,Corrugated Board,38.67,4.43,78.1,0.339,0.264,0.883,1.089,90.5,95.45
2492,Plastic,PP,30.88,3.02,27.7,0.849,0.851,0.04,1.602,75,130.31
2493,Plastic,PP,26.92,2.25,23,0.855,0.978,0.04,1.326,81.9,224.1
2494,Bioplastic,PLA,48.54,0.46,9.49,0.69,0.642,0.915,1.298,53.3,190.07
2495,Bioplastic,PLA,50.89,2.72,40.94,0.728,0.667,0.843,1.059,61,197.54
2496,Metal,Tinplate (Coated Steel),245.76,3.76,420.37,1,1,0,2.187,93.6,115.37
2497,Bioplastic,PLA,51.33,6.15,171.33,0.7,0.676,0.838,1.266,54.3,175.13
2498,Glass,Tempered Glass,80.49,6.07,161.41,0.922,0.942,0,1.222,90.6,84.66
2499,Paper,Molded Pulp,18.12,7.19,43.73,0.192,0.129,0.974,0.66,82.8,87.98
2500,Glass,Soda-Lime Glass,69.05,2.21,57.46,1,1,0,0.792,100,44.82
2501,Metal,Steel (304 Grade),392.61,5.07,1009.27,1,1,0,2.759,85.7,173.47
2502,Glass,Soda-Lime Glass,71.81,7.49,232.41,0.933,0.925,0,0.921,100,67.23
2503,Sustainable,Hemp Fiber Board,27.85,3.39,41.73,0.419,0.468,0.933,0.728,83.6,135.29
2504,Paper,Corrugated Board,36.97,2.64,37.59,0.331,0.201,0.957,1.032,92.8,94.62
2505,Glass,Soda-Lime Glass,68.15,2.08,72.39,1,0.988,0,1.003,97.4,61.42
2506,Plastic,HDPE,23.9,0.26,2.01,1,0.801,0.053,1.689,70,154.38
2507,Bioplastic,PLA,50.73,1.31,34.63,0.734,0.821,0.885,1.256,54.6,195.05
2508,Plastic,PP,27.8,4.42,40.74,0.962,1,0.037,1.413,79.7,156.87
2509,Metal,Tinplate (Coated Steel),254.13,2.92,306.94,0.922,0.97,0,1.697,100,147.74
2510,Sustainable,Seaweed-based Film,17.64,5.31,28.48,0.61,0.7,0.936,0.686,65.9,112.88
2511,Sustainable,Seaweed-based Film,18.47,1.55,14.81,0.644,0.705,0.981,0.508,77.3,139.44
2512,Glass,Tempered Glass,78.85,4.6,134.48,0.98,1,0,1.066,95,76.36
2513,Metal,Tinplate (Coated Steel),251.18,5.81,746.72,1,0.991,0,2.372,90.3,132.8
2514,Metal,Steel (304 Grade),394.07,1.59,284.38,1,0.811,0,1.855,100,148.57
2515,Plastic,PET,43.35,2.02,40.9,0.847,0.981,0.021,1.949,84.9,156.04
2516,Paper,Molded Pulp,18.8,6.16,42.37,0.202,0.151,0.952,0.653,83.2,83.83
2517,Glass,Soda-Lime Glass,67.95,2.82,82.48,1,0.964,0,1.076,94.7,62.25
2518,Metal,Aluminum Foil (Thin Gauge),65.97,7.19,188.93,0.945,0.976,0,6.346,99.3,249.83
2519,Sustainable,Mycelium Packaging,14.93,7.06,50.62,0.212,0.211,0.999,0.275,74.1,118.69
2520,Paper,Corrugated Board,30.51,5.26,64.98,0.364,0.27,0.889,0.795,100,105.41
2521,Plastic,PET,43.93,3.07,63.37,0.889,0.784,0.02,1.898,85.8,172.64
2522,Metal,Aluminum Rigid (Can Grade),92.42,5.92,275.87,0.958,0.908,0,8.123,97,285.52
2523,Metal,Tinplate (Coated Steel),246.67,0.96,108.45,0.962,1,0,2.346,90.8,121.18
2524,Metal,Tinplate (Coated Steel),256.54,2.96,369.39,0.975,0.92,0,1.894,98.9,127.82
2525,Plastic,HDPE,22.5,7.96,92.85,0.925,1,0.052,1.585,72.5,174.3
2526,Metal,Aluminum Foil (Thin Gauge),65.32,6.68,150.21,0.954,0.795,0,5.818,100,277.22
2527,Metal,Tinplate (Coated Steel),243.23,3.28,386.39,0.994,0.966,0,2.407,89.7,135.29
2528,Glass,Soda-Lime Glass,71.59,6.22,233.59,0.968,0.958,0,1.061,95.2,60.59
2529,Metal,Aluminum Rigid (Can Grade),96.58,3.21,168.43,1,0.953,0,7.507,100,206.67
2530,Plastic,PP,31.65,0.85,12.93,0.952,0.776,0.039,1.655,73.6,126.99
2531,Sustainable,Hemp Fiber Board,28.75,6.58,96.35,0.427,0.469,1,0.662,86.9,106.24
2532,Sustainable,Hemp Fiber Board,27.43,1.97,18.38,0.421,0.486,0.926,0.606,89.7,87.98
2533,Glass,Borosilicate Glass,77.06,1.63,62.7,1,0.87,0,1.367,89,85.49
2534,Metal,Aluminum Rigid (Can Grade),92.52,7.84,286.77,0.943,0.858,0,8.194,96.6,271.41
2535,Metal,Tinplate (Coated Steel),244.68,7.98,721.95,1,0.861,0,2.372,90.3,164.34
2536,Metal,Tinplate (Coated Steel),254.55,5.75,472.14,0.946,0.832,0,2.49,88.2,170.98
2537,Paper,Corrugated Board,40.9,7.01,110.18,0.347,0.266,0.953,1.099,90.1,112.05
2538,Plastic,HDPE,18.63,1.13,8.26,1,0.82,0.049,1.322,78.7,160.19
2539,Glass,Tempered Glass,78.6,4.55,175.96,0.95,0.821,0,1.14,92.9,83.83
2540,Metal,Tinplate (Coated Steel),243.24,0.9,91.56,1,0.937,0,1.79,100,102.09
2541,Paper,Kraft Paper,26.27,3.82,40.98,0.292,0.196,0.879,0.781,91,68.06
2542,Sustainable,Seaweed-based Film,17.52,1.31,11.92,0.605,0.604,1,0.597,71.6,159.36
2543,Sustainable,Bagasse,19.47,6.57,43.67,0.338,0.416,1,0.56,73,83
2544,Sustainable,Hemp Fiber Board,27.46,5.09,61.28,0.428,0.46,0.976,0.773,81.4,97.94
2545,Glass,Tempered Glass,80.18,1.48,35.65,0.95,0.874,0,1.501,82.8,114.54
2546,Metal,Aluminum Rigid (Can Grade),97.55,6.36,259.76,1,0.93,0,6.885,100,210.82
2547,Paper,Corrugated Board,38.51,1.38,20.71,0.349,0.23,0.903,1.035,92.6,99.6
2548,Paper,Corrugated Board,28.56,0.92,7.89,0.367,0.225,1,0.737,100,103.75
2549,Sustainable,Hemp Fiber Board,27.72,5.14,70.41,0.438,0.526,0.967,0.866,76.7,125.33
2550,Glass,Tempered Glass,81.65,5.67,222.84,1,0.844,0,1.068,95,92.13
2551,Bioplastic,PLA,49.81,2.62,62.24,0.677,0.8,0.897,1.323,52.5,218.29
2552,Metal,Aluminum Alloy 3003,109.3,4.22,157.2,0.969,0.962,0,7.83,98.5,217.46
2553,Plastic,HDPE,25.22,6.53,86.24,0.923,0.875,0.052,1.811,67.1,154.38
2554,Plastic,HDPE,18.1,1.4,13.13,1,0.869,0.048,1.263,80.1,240.7
2555,Bioplastic,PLA,51.33,0.65,13.5,0.716,0.662,0.913,1.056,61.1,175.13
2556,Sustainable,Mycelium Packaging,15.25,4.87,29.5,0.214,0.263,0.977,0.363,64.1,130.31
2557,Paper,Corrugated Board,28.84,5.32,75.94,0.34,0.223,0.895,0.756,100,77.19
2558,Paper,Kraft Paper,28.95,0.95,11.16,0.311,0.209,0.919,0.861,86.9,61.42
2559,Glass,Borosilicate Glass,76.22,1.11,29.2,1,0.865,0,1.249,92.5,74.7
2560,Sustainable,Seaweed-based Film,18.48,5.76,50.66,0.688,0.58,0.925,0.554,74.4,122.01
2561,Paper,Kraft Paper,27.86,3.98,41.64,0.293,0.174,0.954,0.829,88.5,78.02
2562,Metal,Aluminum Rigid (Can Grade),93.17,2.89,111.38,1,1,0,5.994,100,175.13
2563,Metal,Tinplate (Coated Steel),247.28,3.74,427.91,1,1,0,1.797,100,148.57
2564,Plastic,PET,49.34,4.77,110.68,0.88,0.771,0.021,2.166,81,195.05
2565,Plastic,HDPE,22.45,7.11,62.5,0.982,0.905,0.054,1.597,72.2,125.33
2566,Plastic,PP,24.36,2.43,19.87,0.963,0.756,0.038,1.194,85.2,189.24
2567,Sustainable,Bagasse,19.89,0.73,6.31,0.322,0.395,0.92,0.402,84.9,76.36
2568,Paper,Molded Pulp,19.89,5.81,59.28,0.19,0.13,1,0.695,80.9,78.02
2569,Plastic,HDPE,20.15,7.32,63.7,0.955,1,0.049,1.453,75.6,153.55
2570,Sustainable,Mycelium Packaging,14.66,6.21,41.91,0.207,0.218,1,0.306,70.6,98.77
2571,Glass,Soda-Lime Glass,68.83,3.38,103.76,0.982,0.833,0,1.134,92.5,67.23
2572,Glass,Soda-Lime Glass,68.53,3.85,89.18,0.984,0.842,0,1.193,90.3,65.57
2573,Bioplastic,PLA,50.56,7.55,143.21,0.748,0.765,0.827,1.197,56.5,180.11
2574,Metal,Aluminum Alloy 3003,111.18,7.77,448.86,0.935,0.963,0,8.592,94.6,317.06
2575,Paper,Kraft Paper,27.25,4.82,67.52,0.321,0.205,0.997,0.834,88.3,68.89
2576,Plastic,HDPE,20.02,6.15,52.74,0.999,0.764,0.053,1.369,77.6,225.76
2577,Sustainable,Bagasse,20,5.05,40.07,0.375,0.426,0.911,0.408,84.4,79.68
2578,Sustainable,Seaweed-based Film,18.25,2.07,11.97,0.65,0.586,0.921,0.643,68.7,161.02
2579,Sustainable,Mycelium Packaging,14.91,7.5,59.53,0.188,0.23,1,0.383,61.9,126.99
2580,Plastic,PET,51.81,1.66,41.91,0.91,1,0.021,2.334,78,147.74
2581,Paper,Molded Pulp,15.78,1.7,14.43,0.201,0.145,1,0.554,88.8,72.21
2582,Plastic,PP,30.2,7.2,84.4,0.924,0.761,0.041,1.503,77.4,122.84
2583,Metal,Aluminum Alloy 3003,107.22,1.55,66.4,0.993,0.817,0,6.897,100,248.17
2584,Metal,Steel (304 Grade),390.61,6.85,973.02,0.956,0.959,0,1.903,99.4,136.12
2585,Plastic,PET,38.65,2.91,40.64,0.929,0.976,0.02,1.703,89.3,249
2586,Metal,Tinplate (Coated Steel),246.75,7.01,794.32,1,0.947,0,2.117,94.9,141.1
2587,Glass,Tempered Glass,78.96,2.6,87.49,0.954,1,0,1.246,90,112.05
2588,Glass,Borosilicate Glass,74.47,0.75,29.25,0.932,0.991,0,1.429,87.1,91.3
2589,Paper,Corrugated Board,28.79,3.75,55.08,0.354,0.252,0.882,0.727,100,82.17
2590,Metal,Tinplate (Coated Steel),250.97,4.83,555.29,1,0.84,0,2.347,90.8,162.68
2591,Glass,Soda-Lime Glass,70.67,6.85,233.51,0.995,0.938,0,1.098,93.8,59.76
2592,Glass,Soda-Lime Glass,69.97,7.41,164.33,0.941,1,0,1.004,97.4,67.23
2593,Plastic,HDPE,24.49,2.91,27.32,0.897,0.98,0.05,1.768,68.1,136.95
2594,Glass,Soda-Lime Glass,70.57,2.93,100.77,0.997,0.93,0,0.935,100,63.08
2595,Paper,Molded Pulp,20.1,1.96,15.81,0.204,0.153,0.972,0.705,80.3,91.3
2596,Sustainable,Mycelium Packaging,14.97,6.74,37.54,0.192,0.253,1,0.32,69,125.33
2597,Plastic,HDPE,22.85,4.18,48.41,0.96,1,0.047,1.665,70.6,155.21
2598,Metal,Aluminum Foil (Thin Gauge),64.95,3.09,79.2,1,0.851,0,6.058,100,243.19
2599,Plastic,HDPE,19.8,2.44,15.81,0.946,0.789,0.047,1.403,76.8,185.92
2600,Metal,Steel (304 Grade),393.4,5.72,1090.1,0.932,0.812,0,2.589,88.4,183.43
2601,Plastic,PET,55.92,2.19,36.84,0.924,0.942,0.019,2.477,75.4,204.18
2602,Paper,Kraft Paper,28.17,3.69,51.89,0.303,0.198,0.983,0.849,87.6,72.21
2603,Sustainable,Mycelium Packaging,14.7,1.43,10.89,0.207,0.224,0.965,0.389,61.3,107.07
2604,Paper,Molded Pulp,21.1,1.81,13.66,0.192,0.139,0.918,0.759,77.3,68.89
2605,Paper,Molded Pulp,18.59,5.59,53.63,0.2,0.136,1,0.657,83,68.06
2606,Metal,Aluminum Alloy 3003,110.13,4.26,169.81,1,1,0,6.368,100,205.84
2607,Paper,Kraft Paper,26.4,1.57,14.5,0.324,0.179,0.934,0.765,91.7,53.12
2608,Metal,Aluminum Foil (Thin Gauge),65.02,5.53,123.81,1,0.8,0,5.485,100,274.73
2609,Metal,Aluminum Rigid (Can Grade),93.86,2.89,113.18,0.955,0.868,0,5.93,100,243.19
2610,Metal,Aluminum Foil (Thin Gauge),63.57,5.41,107.9,1,0.989,0,6.624,97.7,256.47
2611,Sustainable,Bagasse,19.72,6.9,59.88,0.377,0.34,1,0.482,78.9,102.09
