product_id,product_category_name,product_weight_kg,product_volume_inch,length_inch,width_inch,height_inch,final_category
P012048,Packaged Snack Box,0.62,290.73,4.99,8.16,7.14,Food & Beverages
P012049,Toy Action Figure,0.96,105.84,10.09,5.67,1.85,Toys
P012050,Folded Apparel,1.59,288.41,12.09,7.34,3.25,Apparel & Fashion
P012051,Industrial Equipment Part,48.78,5674.62,18.09,18.08,17.35,Industrial Goods
P012052,Medicine Box,0.41,28.47,3.93,2.83,2.56,Pharmaceuticals
P012053,Toy Action Figure,0.95,59.18,3.43,3.5,4.93,Toys
P012054,Consumer Electronic Device,13.56,2782.28,30.97,12.6,7.13,Electronics
P012055,Home Utility Item,6.89,3553.62,8.7,18.17,22.48,Home & Living
P012056,Folded Apparel,1.36,227.3,8.41,7.02,3.85,Apparel & Fashion
P012057,Folded Apparel,2.93,624.76,9.15,13.31,5.13,Apparel & Fashion
P012058,Packaged Snack Box,4.02,523.19,11.83,5.57,7.94,Food & Beverages
P012059,Consumer Electronic Device,13.9,1711.36,21.28,8.77,9.17,Electronics
P012060,Home Utility Item,19.86,2604.68,20.17,15.71,8.22,Home & Living
P012061,Personal Care Product,1.64,685.85,9.16,7.51,9.97,Personal Care
P012062,Consumer Electronic Device,4.98,137.34,45.09,4.29,0.71,Electronics
P012063,Personal Care Product,0.88,179.46,6.78,3.28,8.07,Personal Care
P012064,Folded Apparel,1.65,547.14,10.57,12.01,4.31,Apparel & Fashion
P012065,Folded Apparel,1.76,84.53,9.38,6.53,1.38,Apparel & Fashion
P012066,Toy Action Figure,0.42,199.87,11.56,3.25,5.32,Toys
P012067,Packaged Snack Box,2.41,580.45,12.65,4.75,9.66,Food & Beverages
P012068,Folded Apparel,1.83,247.91,8.2,12.65,2.39,Apparel & Fashion
P012069,Cosmetic Kit,1.6,135.32,6.72,6.92,2.91,Cosmetics & Beauty
P012070,Folded Apparel,3.96,741.87,15.28,11.9,4.08,Apparel & Fashion
P012071,Personal Care Product,1.06,254.11,8.71,7.78,3.75,Personal Care
P012072,Folded Apparel,2.92,257.55,9.1,7.95,3.56,Apparel & Fashion
P012073,Personal Care Product,1.17,73.09,3.34,3.01,7.27,Personal Care
P012074,Packaged Snack Box,4.57,143.59,7.35,8.88,2.2,Food & Beverages
P012075,Toy Action Figure,1.09,249.63,9.37,7.79,3.42,Toys
P012076,Industrial Equipment Part,62.18,59279.8,56.01,33.61,31.49,Industrial Goods
P012077,Industrial Equipment Part,19.51,10572.33,44.29,8.42,28.35,Industrial Goods
P012078,Cosmetic Kit,1.96,176.58,9.17,4.64,4.15,Cosmetics & Beauty
P012079,Toy Action Figure,0.13,94.02,9.21,7.04,1.45,Toys
P012080,Folded Apparel,0.45,244.14,13.89,13.02,1.35,Apparel & Fashion
P012081,Packaged Snack Box,0.76,111.35,4.61,10.88,2.22,Food & Beverages
P012082,Packaged Snack Box,4.78,962.59,12.29,8.35,9.38,Food & Beverages
P012083,Home Utility Item,9.64,4258.84,39.88,7.37,14.49,Home & Living
P012084,Home Utility Item,10.81,1485.86,22.35,6.15,10.81,Home & Living
P012085,Consumer Electronic Device,23.85,935.6,25.32,4.94,7.48,Electronics
P012086,Industrial Equipment Part,40.05,54984.27,41.33,37.37,35.6,Industrial Goods
P012087,Toy Action Figure,0.51,226.57,10.07,6.41,3.51,Toys
P012088,Industrial Equipment Part,40.53,13479.9,49.32,41.1,6.65,Industrial Goods
P012089,Personal Care Product,1.44,107.74,4.14,4.59,5.67,Personal Care
P012090,Toy Action Figure,0.27,213.13,5.89,6.45,5.61,Toys
P012091,Home Utility Item,2.33,14156.13,28.64,29.92,16.52,Home & Living
P012092,Cosmetic Kit,1.02,385.29,5.02,9.74,7.88,Cosmetics & Beauty
P012093,Home Utility Item,8.53,22994.68,38.69,29.51,20.14,Home & Living
P012094,Medicine Box,0.83,63.08,5.06,3.71,3.36,Pharmaceuticals
P012095,Medicine Box,0.43,87.76,5.79,4.01,3.78,Pharmaceuticals
P012096,Folded Apparel,2.89,287.02,9.14,7.95,3.95,Apparel & Fashion
P012097,Folded Apparel,3.53,468.42,14.7,8.32,3.83,Apparel & Fashion
P012098,Toy Action Figure,0.43,24.56,4.9,3.41,1.47,Toys
P012099,Packaged Snack Box,2.51,430.8,7.7,7.88,7.1,Food & Beverages
P012100,Industrial Equipment Part,41.11,23427.26,18.01,46.96,27.7,Industrial Goods
P012101,Industrial Equipment Part,2.08,4420.64,15.77,17.02,16.47,Industrial Goods
P012102,Cosmetic Kit,2.94,229.17,9.45,3.17,7.65,Cosmetics & Beauty
P012103,Cosmetic Kit,0.89,308.07,6.99,7.47,5.9,Cosmetics & Beauty
P012104,Medicine Box,0.3,60.81,3.41,5.42,3.29,Pharmaceuticals
P012105,Medicine Box,0.81,17.94,3.8,3.87,1.22,Pharmaceuticals
P012106,Personal Care Product,0.54,647.62,11.87,7.16,7.62,Personal Care
P012107,Packaged Snack Box,2.02,818.56,7.22,11.51,9.85,Food & Beverages
P012108,Home Utility Item,5.69,2438.49,8.11,22.9,13.13,Home & Living
P012109,Consumer Electronic Device,16.12,1787.3,15.8,10.1,11.2,Electronics
P012110,Industrial Equipment Part,55.2,12349.14,23.66,32.08,16.27,Industrial Goods
P012111,Industrial Equipment Part,19.33,12446.27,51.15,7.09,34.32,Industrial Goods
P012112,Medicine Box,0.93,51.45,6.18,3.62,2.3,Pharmaceuticals
P012113,Packaged Snack Box,0.94,577.29,8.39,11.17,6.16,Food & Beverages
P012114,Toy Action Figure,1.45,171.37,8.53,5.74,3.5,Toys
P012115,Consumer Electronic Device,20.64,5825.53,28.08,19.48,10.65,Electronics
P012116,Personal Care Product,1.42,157.49,4.05,5.13,7.58,Personal Care
P012117,Personal Care Product,0.38,89.34,3.82,6.27,3.73,Personal Care
P012118,Consumer Electronic Device,19.13,1449.24,22.52,19.21,3.35,Electronics
P012119,Home Utility Item,14.59,11959.99,34.77,13.96,24.64,Home & Living
P012120,Industrial Equipment Part,65.67,14754.71,35.43,45.07,9.24,Industrial Goods
P012121,Packaged Snack Box,0.64,712.04,11.37,10.42,6.01,Food & Beverages
P012122,Folded Apparel,3.5,945.04,16.77,10.9,5.17,Apparel & Fashion
P012123,Packaged Snack Box,0.59,653.12,9.29,10.4,6.76,Food & Beverages
P012124,Industrial Equipment Part,34.13,9053.73,6.32,39.76,36.03,Industrial Goods
P012125,Folded Apparel,2.7,122.24,11.58,10.15,1.04,Apparel & Fashion
P012126,Packaged Snack Box,0.59,220.49,13.19,7.53,2.22,Food & Beverages
P012127,Home Utility Item,8.71,664.75,16.67,9.54,4.18,Home & Living
P012128,Medicine Box,0.66,26.58,4.97,2.42,2.21,Pharmaceuticals
P012129,Personal Care Product,0.61,300.04,8.34,7.11,5.06,Personal Care
P012130,Consumer Electronic Device,8.06,2283.81,9.1,27.22,9.22,Electronics
P012131,Packaged Snack Box,4.05,202.09,6.61,4.3,7.11,Food & Beverages
P012132,Consumer Electronic Device,10.11,7862.26,21.61,26.46,13.75,Electronics
P012133,Packaged Snack Box,1.46,339.88,7.54,4.73,9.53,Food & Beverages
P012134,Toy Action Figure,0.15,62.35,7.88,3.75,2.11,Toys
P012135,Consumer Electronic Device,7.49,417.88,18.23,3.27,7.01,Electronics
P012136,Packaged Snack Box,1.74,479.41,8.66,11.63,4.76,Food & Beverages
P012137,Home Utility Item,10.42,10760.47,34.05,22.67,13.94,Home & Living
P012138,Packaged Snack Box,0.93,256.97,5.44,4.89,9.66,Food & Beverages
P012139,Folded Apparel,2.25,504.59,8.86,12.6,4.52,Apparel & Fashion
P012140,Cosmetic Kit,2.9,65.75,4.64,3.39,4.18,Cosmetics & Beauty
P012141,Packaged Snack Box,0.22,331.02,6.42,6.74,7.65,Food & Beverages
P012142,Consumer Electronic Device,16.54,4535.09,46.25,14.42,6.8,Electronics
P012143,Toy Action Figure,0.58,14.12,3.79,3.03,1.23,Toys
P012144,Packaged Snack Box,2.83,327.24,8.53,9.2,4.17,Food & Beverages
P012145,Cosmetic Kit,1.76,162.55,7.93,3.81,5.38,Cosmetics & Beauty
P012146,Folded Apparel,1.71,155.36,8.34,7.11,2.62,Apparel & Fashion
P012147,Toy Action Figure,0.65,173.96,9.68,4.32,4.16,Toys
P012148,Consumer Electronic Device,15.34,805.22,44.26,2.3,7.91,Electronics
P012149,Personal Care Product,0.11,276.29,7.5,3.89,9.47,Personal Care
P012150,Cosmetic Kit,1.66,160.09,9.34,5.89,2.91,Cosmetics & Beauty
P012151,Personal Care Product,1.74,67.33,3.11,4.22,5.13,Personal Care
P012152,Consumer Electronic Device,6.79,1728.9,12.2,17.67,8.02,Electronics
P012153,Packaged Snack Box,3.62,577.67,9.24,6.36,9.83,Food & Beverages
P012154,Toy Action Figure,1.5,94.68,5.41,6.89,2.54,Toys
P012155,Medicine Box,0.28,13.72,3.93,2.77,1.26,Pharmaceuticals
P012156,Packaged Snack Box,4.36,249.56,5.08,8.08,6.08,Food & Beverages
P012157,Cosmetic Kit,0.72,291.99,9.04,6.8,4.75,Cosmetics & Beauty
P012158,Consumer Electronic Device,2.28,664.58,31.58,8.52,2.47,Electronics
P012159,Packaged Snack Box,3.27,434.3,13.47,6.54,4.93,Food & Beverages
P012160,Cosmetic Kit,1.42,121.15,8.18,6.07,2.44,Cosmetics & Beauty
P012161,Medicine Box,0.51,83.94,6.3,4.23,3.15,Pharmaceuticals
P012162,Personal Care Product,0.55,765.65,11.66,6.68,9.83,Personal Care
P012163,Home Utility Item,15.3,2996.02,6.91,21.92,19.78,Home & Living
P012164,Toy Action Figure,0.29,100.1,10.98,6.16,1.48,Toys
P012165,Personal Care Product,0.52,549.48,7.6,7.37,9.81,Personal Care
P012166,Personal Care Product,0.38,125.55,9.93,5.29,2.39,Personal Care
P012167,Personal Care Product,0.96,308.52,8.84,6.98,5,Personal Care
P012168,Home Utility Item,6.07,6324.6,25.3,27.9,8.96,Home & Living
P012169,Cosmetic Kit,0.66,49.48,4.25,3.92,2.97,Cosmetics & Beauty
P012170,Cosmetic Kit,0.46,76.91,3.06,7.71,3.26,Cosmetics & Beauty
P012171,Folded Apparel,1.24,91.57,13.47,6.07,1.12,Apparel & Fashion
P012172,Folded Apparel,3.32,562.99,10.89,9.15,5.65,Apparel & Fashion
P012173,Consumer Electronic Device,7.05,3153.8,26.51,15.82,7.52,Electronics
P012174,Folded Apparel,3.48,103.31,12.68,7.34,1.11,Apparel & Fashion
P012175,Folded Apparel,3.66,781.69,10.4,12.59,5.97,Apparel & Fashion
P012176,Industrial Equipment Part,48.72,17983.71,50.18,20.8,17.23,Industrial Goods
P012177,Industrial Equipment Part,46.61,13168.39,14.79,40.73,21.86,Industrial Goods
P012178,Personal Care Product,1.8,373.84,8.36,5.46,8.19,Personal Care
P012179,Packaged Snack Box,4.04,316.81,13.65,11.49,2.02,Food & Beverages
P012180,Packaged Snack Box,3.12,109.84,4.53,5.17,4.69,Food & Beverages
P012181,Home Utility Item,13.59,8948.19,25.17,24.35,14.6,Home & Living
P012182,Folded Apparel,2.41,930.13,16.36,13.01,4.37,Apparel & Fashion
P012183,Home Utility Item,8.59,10458.09,28.83,29.16,12.44,Home & Living
P012184,Toy Action Figure,1.13,105.13,7.45,5.88,2.4,Toys
P012185,Cosmetic Kit,2.28,153.09,8.11,7.07,2.67,Cosmetics & Beauty
P012186,Folded Apparel,3.26,979.14,15.07,12.69,5.12,Apparel & Fashion
P012187,Folded Apparel,0.83,405.98,8.75,10.45,4.44,Apparel & Fashion
P012188,Folded Apparel,0.35,378.28,13.81,8.56,3.2,Apparel & Fashion
P012189,Personal Care Product,0.98,113.29,5.45,4.48,4.64,Personal Care
P012190,Packaged Snack Box,3.71,94.86,7.41,4.09,3.13,Food & Beverages
P012191,Packaged Snack Box,2.9,824.71,11.4,9.91,7.3,Food & Beverages
P012192,Home Utility Item,7.36,3433.93,23.51,7.79,18.75,Home & Living
P012193,Folded Apparel,2.5,572.24,13.96,12.77,3.21,Apparel & Fashion
P012194,Personal Care Product,0.21,395.78,7.19,5.77,9.54,Personal Care
P012195,Toy Action Figure,0.63,73.48,7.73,2.08,4.57,Toys
P012196,Industrial Equipment Part,63.86,1082.05,13.78,17.22,4.56,Industrial Goods
P012197,Folded Apparel,2.49,278.73,9.31,12.74,2.35,Apparel & Fashion
P012198,Medicine Box,0.4,41.24,4.6,2.66,3.37,Pharmaceuticals
P012199,Personal Care Product,1.27,209.63,6.66,7.17,4.39,Personal Care
P012200,Consumer Electronic Device,23.32,4578.5,30.83,10.84,13.7,Electronics
P012201,Folded Apparel,0.73,87.81,10.07,6.76,1.29,Apparel & Fashion
P012202,Cosmetic Kit,1.95,305.54,8.24,6.46,5.74,Cosmetics & Beauty
P012203,Industrial Equipment Part,41.19,27794.66,22.52,33.63,36.7,Industrial Goods
P012204,Medicine Box,0.96,11.24,5.05,2.12,1.05,Pharmaceuticals
P012205,Medicine Box,0.39,66.45,4.82,5.05,2.73,Pharmaceuticals
P012206,Consumer Electronic Device,13.3,1470.59,41.39,20.9,1.7,Electronics
P012207,Toy Action Figure,0.68,158.91,6.1,5,5.21,Toys
P012208,Consumer Electronic Device,14.71,1633,30.28,4.27,12.63,Electronics
P012209,Industrial Equipment Part,36.07,2930,8.79,30.03,11.1,Industrial Goods
P012210,Toy Action Figure,0.13,65.69,11.14,3.51,1.68,Toys
P012211,Folded Apparel,1.07,220.73,9.26,6.97,3.42,Apparel & Fashion
P012212,Home Utility Item,16.11,1746.88,11.24,16.82,9.24,Home & Living
P012213,Industrial Equipment Part,3.69,50641.82,57.04,37.78,23.5,Industrial Goods
P012214,Packaged Snack Box,1.04,191.08,6.4,9.6,3.11,Food & Beverages
P012215,Personal Care Product,1.51,421.9,9.71,4.38,9.92,Personal Care
P012216,Medicine Box,0.84,18.71,6.61,2.44,1.16,Pharmaceuticals
P012217,Consumer Electronic Device,0.27,118.45,4.52,26.74,0.98,Electronics
P012218,Folded Apparel,3.73,429.99,8.88,13.64,3.55,Apparel & Fashion
P012219,Toy Action Figure,1,33.39,5.63,5.93,1,Toys
P012220,Toy Action Figure,0.25,76.82,8.6,7.7,1.16,Toys
P012221,Personal Care Product,1.58,47.84,4.47,3.43,3.12,Personal Care
P012222,Medicine Box,0.17,59.69,3.2,4.87,3.83,Pharmaceuticals
P012223,Medicine Box,0.29,124.1,5.9,5.55,3.79,Pharmaceuticals
P012224,Medicine Box,0.79,71.91,3.55,5.46,3.71,Pharmaceuticals
P012225,Toy Action Figure,0.92,49.01,3.45,6.02,2.36,Toys
P012226,Consumer Electronic Device,18.7,2311.03,19.08,9.31,13.01,Electronics
P012227,Packaged Snack Box,3.94,700.58,11.71,9.84,6.08,Food & Beverages
P012228,Folded Apparel,1.28,884.19,15.47,9.94,5.75,Apparel & Fashion
P012229,Medicine Box,0.2,56.9,5.53,4.36,2.36,Pharmaceuticals
P012230,Packaged Snack Box,2.17,645.83,8.05,10.22,7.85,Food & Beverages
P012231,Home Utility Item,8.99,3586.63,18.99,22.09,8.55,Home & Living
P012232,Packaged Snack Box,2.62,451.7,9.13,5.09,9.72,Food & Beverages
P012233,Home Utility Item,10.63,6412.79,24.46,25.83,10.15,Home & Living
P012234,Industrial Equipment Part,15.4,9848.06,51.56,9.8,19.49,Industrial Goods
P012235,Cosmetic Kit,1.58,173.09,5.4,8.48,3.78,Cosmetics & Beauty
P012236,Consumer Electronic Device,19.68,6366.11,17.08,25.15,14.82,Electronics
P012237,Cosmetic Kit,2.18,50.2,3.84,4.86,2.69,Cosmetics & Beauty
P012238,Consumer Electronic Device,4.92,800.6,33.84,24.39,0.97,Electronics
P012239,Personal Care Product,1.9,88.09,5.99,4.39,3.35,Personal Care
P012240,Consumer Electronic Device,20.48,55.35,14.75,6.36,0.59,Electronics
P012241,Toy Action Figure,1,239.33,9.47,4.86,5.2,Toys
P012242,Home Utility Item,13.73,13138.1,37.73,26.46,13.16,Home & Living
P012243,Home Utility Item,12.69,3621.16,28.08,15.98,8.07,Home & Living
P012244,Consumer Electronic Device,15.3,7117.06,44.61,11.11,14.36,Electronics
P012245,Cosmetic Kit,0.42,83.87,7.88,3.67,2.9,Cosmetics & Beauty
P012246,Home Utility Item,8.39,5553.05,23.43,14.85,15.96,Home & Living
P012247,Packaged Snack Box,3.66,527.08,11.4,7.81,5.92,Food & Beverages
P012248,Toy Action Figure,1.46,15.29,4.51,2.67,1.27,Toys
P012249,Toy Action Figure,1.1,61.08,10.24,2.33,2.56,Toys
P012250,Medicine Box,0.34,42.86,6.33,2.09,3.24,Pharmaceuticals
P012251,Toy Action Figure,0.1,100.23,10.17,5.08,1.94,Toys
P012252,Medicine Box,0.17,40.63,5.3,2.53,3.03,Pharmaceuticals
P012253,Industrial Equipment Part,34.98,10762.23,56.32,31.69,6.03,Industrial Goods
P012254,Industrial Equipment Part,50.01,5472.04,20.71,28.35,9.32,Industrial Goods
P012255,Personal Care Product,0.62,631.42,11.06,6.92,8.25,Personal Care
P012256,Packaged Snack Box,2.45,617.39,9.13,11.52,5.87,Food & Beverages
P012257,Cosmetic Kit,2.46,67.17,4.61,3.58,4.07,Cosmetics & Beauty
P012258,Cosmetic Kit,1.2,189.6,8.99,3.8,5.55,Cosmetics & Beauty
P012259,Folded Apparel,1.94,913.82,17.06,11.47,4.67,Apparel & Fashion
P012260,Industrial Equipment Part,19.64,36075.8,35.93,46.1,21.78,Industrial Goods
P012261,Home Utility Item,5.69,3186.74,12.25,11.35,22.92,Home & Living
P012262,Cosmetic Kit,0.26,335.57,6.16,7.02,7.76,Cosmetics & Beauty
P012263,Medicine Box,0.63,73.87,7.84,3.12,3.02,Pharmaceuticals
P012264,Toy Action Figure,1.34,201.55,9.6,6.23,3.37,Toys
P012265,Personal Care Product,0.26,91.74,5.33,4.59,3.75,Personal Care
P012266,Consumer Electronic Device,2.64,10561.51,26.19,27.34,14.75,Electronics
P012267,Consumer Electronic Device,19.22,5969.82,28.38,14.71,14.3,Electronics
P012268,Toy Action Figure,1.41,163.24,10.73,3.23,4.71,Toys
P012269,Folded Apparel,1.8,338.19,13.13,11.98,2.15,Apparel & Fashion
P012270,Cosmetic Kit,0.71,249.46,7.32,6.43,5.3,Cosmetics & Beauty
P012271,Personal Care Product,1.18,84.56,4.78,3.74,4.73,Personal Care
P012272,Consumer Electronic Device,15.75,3476.29,13.03,29.35,9.09,Electronics
P012273,Personal Care Product,1.93,491.46,8.38,7.83,7.49,Personal Care
P012274,Packaged Snack Box,2.52,261.76,9.44,11.85,2.34,Food & Beverages
P012275,Consumer Electronic Device,14.03,370.86,10.7,28.41,1.22,Electronics
P012276,Toy Action Figure,0.16,164.47,11,5.6,2.67,Toys
P012277,Cosmetic Kit,0.39,335.7,6.69,8.85,5.67,Cosmetics & Beauty
P012278,Toy Action Figure,0.37,32.24,5.08,2.13,2.98,Toys
P012279,Folded Apparel,0.84,170.54,13.63,9.2,1.36,Apparel & Fashion
P012280,Medicine Box,0.5,21.16,3.66,4.9,1.18,Pharmaceuticals
P012281,Folded Apparel,1.64,636.71,16.38,12.34,3.15,Apparel & Fashion
P012282,Packaged Snack Box,1.36,169.94,4.48,5.73,6.62,Food & Beverages
P012283,Folded Apparel,3.94,101.53,10.68,9.23,1.03,Apparel & Fashion
P012284,Folded Apparel,2.93,439.26,13.86,7.73,4.1,Apparel & Fashion
P012285,Toy Action Figure,1.21,190.49,4.59,7.23,5.74,Toys
P012286,Folded Apparel,2.21,672.35,16.53,10.62,3.83,Apparel & Fashion
P012287,Personal Care Product,1.82,83.61,5.91,3.23,4.38,Personal Care
P012288,Toy Action Figure,0.7,118.73,3.89,7.39,4.13,Toys
P012289,Personal Care Product,1,104.75,10.96,3.69,2.59,Personal Care
P012290,Personal Care Product,1.4,314.64,4.78,6.8,9.68,Personal Care
P012291,Cosmetic Kit,1.49,348.7,5.99,7.69,7.57,Cosmetics & Beauty
P012292,Packaged Snack Box,4.16,223.59,5.25,8.4,5.07,Food & Beverages
P012293,Folded Apparel,3.45,398.85,13.67,8.15,3.58,Apparel & Fashion
P012294,Packaged Snack Box,3.34,302.27,9.07,6.36,5.24,Food & Beverages
P012295,Folded Apparel,3.89,1083.47,15.32,13.84,5.11,Apparel & Fashion
P012296,Toy Action Figure,1.44,100.03,3.75,4.56,5.85,Toys
P012297,Folded Apparel,0.5,247.24,9.81,7.04,3.58,Apparel & Fashion
P012298,Toy Action Figure,0.28,121.87,7.04,4.52,3.83,Toys
P012299,Consumer Electronic Device,2.29,1576.19,39.39,5.3,7.55,Electronics
P012300,Personal Care Product,1.58,147.58,4.88,3.16,9.57,Personal Care
P012301,Personal Care Product,0.62,361.98,6.2,6.68,8.74,Personal Care
P012302,Consumer Electronic Device,16.42,6103.1,39.02,25.35,6.17,Electronics
P012303,Folded Apparel,3.68,308.58,15.68,8.2,2.4,Apparel & Fashion
P012304,Consumer Electronic Device,8.4,485.63,14.91,29.61,1.1,Electronics
P012305,Industrial Equipment Part,48.29,30097.74,49.29,18.94,32.24,Industrial Goods
P012306,Medicine Box,0.27,22.22,4.96,2.56,1.75,Pharmaceuticals
P012307,Packaged Snack Box,0.61,354.64,6.02,6.85,8.6,Food & Beverages
P012308,Medicine Box,0.35,77.54,4.37,5.58,3.18,Pharmaceuticals
P012309,Personal Care Product,1.52,243.37,3.91,7.6,8.19,Personal Care
P012310,Medicine Box,0.17,23.91,7.57,2.61,1.21,Pharmaceuticals
P012311,Cosmetic Kit,0.35,328.11,9.51,4.95,6.97,Cosmetics & Beauty
P012312,Folded Apparel,0.91,771.76,13.48,11.01,5.2,Apparel & Fashion
P012313,Personal Care Product,1.05,680.85,9.55,7.26,9.82,Personal Care
P012314,Toy Action Figure,0.49,155.19,5.39,5.77,4.99,Toys
P012315,Medicine Box,0.23,36.36,3.4,3.27,3.27,Pharmaceuticals
P012316,Cosmetic Kit,2.45,397.44,7.76,6.41,7.99,Cosmetics & Beauty
P012317,Medicine Box,0.19,36.86,4.26,2.41,3.59,Pharmaceuticals
P012318,Medicine Box,0.26,36.04,3.76,4.26,2.25,Pharmaceuticals
P012319,Medicine Box,0.81,16.6,4.59,2.76,1.31,Pharmaceuticals
P012320,Packaged Snack Box,2.41,1007.89,13.73,7.4,9.92,Food & Beverages
P012321,Home Utility Item,6.94,4636.65,6.79,29.12,23.45,Home & Living
P012322,Folded Apparel,0.66,655.31,17.91,8.99,4.07,Apparel & Fashion
P012323,Consumer Electronic Device,17.54,939,29.29,7.14,4.49,Electronics
P012324,Medicine Box,0.2,28.67,5.63,3.69,1.38,Pharmaceuticals
P012325,Cosmetic Kit,0.75,210.65,8.99,8.08,2.9,Cosmetics & Beauty
P012326,Industrial Equipment Part,18.26,37809.56,32.64,31.78,36.45,Industrial Goods
P012327,Industrial Equipment Part,46.57,11665.14,40.28,49.42,5.86,Industrial Goods
P012328,Folded Apparel,3.86,550.17,12.94,10.37,4.1,Apparel & Fashion
P012329,Folded Apparel,3.12,273.98,10.6,7.22,3.58,Apparel & Fashion
P012330,Folded Apparel,1.87,456.77,14.74,10.95,2.83,Apparel & Fashion
P012331,Packaged Snack Box,2.61,257.37,8.89,6.78,4.27,Food & Beverages
P012332,Personal Care Product,0.83,140.02,3.49,4.25,9.44,Personal Care
P012333,Home Utility Item,3.67,6095.52,28.8,16.6,12.75,Home & Living
P012334,Cosmetic Kit,1.56,124.1,6.12,9.61,2.11,Cosmetics & Beauty
P012335,Folded Apparel,0.45,761.1,12.14,12.39,5.06,Apparel & Fashion
P012336,Consumer Electronic Device,9.96,1906.1,16.56,19.12,6.02,Electronics
P012337,Folded Apparel,2.35,745.62,10.15,13.26,5.54,Apparel & Fashion
P012338,Cosmetic Kit,0.1,37.46,3.03,6.09,2.03,Cosmetics & Beauty
P012339,Home Utility Item,16.39,4927.12,8.02,26.63,23.07,Home & Living
P012340,Consumer Electronic Device,20.82,2878.59,9.27,27.85,11.15,Electronics
P012341,Medicine Box,0.2,21.03,3.56,5.52,1.07,Pharmaceuticals
P012342,Folded Apparel,3.95,1213.13,15.1,13.64,5.89,Apparel & Fashion
P012343,Medicine Box,0.58,81.68,6.69,5.55,2.2,Pharmaceuticals
P012344,Folded Apparel,0.29,882.42,17.96,10.87,4.52,Apparel & Fashion
P012345,Packaged Snack Box,3.03,170.46,12.49,6.12,2.23,Food & Beverages
P012346,Personal Care Product,0.47,211.3,10.14,3.52,5.92,Personal Care
P012347,Cosmetic Kit,2.53,242.13,7.21,7.1,4.73,Cosmetics & Beauty
P012348,Personal Care Product,0.99,179.84,6.67,7.77,3.47,Personal Care
P012349,Home Utility Item,10.33,1833.28,8.37,25.38,8.63,Home & Living
P012350,Personal Care Product,1.62,271.32,10.93,4.58,5.42,Personal Care
P012351,Personal Care Product,0.93,183.3,11.38,3.9,4.13,Personal Care
P012352,Medicine Box,0.15,32.49,6.67,2.55,1.91,Pharmaceuticals
P012353,Packaged Snack Box,0.77,989.78,11.64,8.83,9.63,Food & Beverages
P012354,Personal Care Product,0.82,546.25,8.12,7.61,8.84,Personal Care
P012355,Folded Apparel,3.73,502.67,14.53,8.5,4.07,Apparel & Fashion
P012356,Cosmetic Kit,2.92,336.36,9.07,5.56,6.67,Cosmetics & Beauty
P012357,Folded Apparel,0.45,195.35,14.05,8.69,1.6,Apparel & Fashion
P012358,Packaged Snack Box,3.72,384.93,12.95,4.63,6.42,Food & Beverages
P012359,Consumer Electronic Device,15.51,2441.47,20.67,21.13,5.59,Electronics
P012360,Packaged Snack Box,2,100.05,6,5.54,3.01,Food & Beverages
P012361,Home Utility Item,17.22,14071.93,38.93,14.98,24.13,Home & Living
P012362,Industrial Equipment Part,46.79,1869.32,16.82,26.78,4.15,Industrial Goods
P012363,Cosmetic Kit,2.39,207.92,7.94,8.42,3.11,Cosmetics & Beauty
P012364,Medicine Box,0.65,20.65,3.23,3.4,1.88,Pharmaceuticals
P012365,Home Utility Item,10.89,4064.72,22.84,7.44,23.92,Home & Living
P012366,Folded Apparel,1.92,164.09,15.31,9.32,1.15,Apparel & Fashion
P012367,Industrial Equipment Part,38.62,39450.39,25.43,42.76,36.28,Industrial Goods
P012368,Personal Care Product,1.77,114.32,6.26,6.43,2.84,Personal Care
P012369,Folded Apparel,2.75,325.19,8.49,10.16,3.77,Apparel & Fashion
P012370,Medicine Box,0.41,76.09,6.19,3.16,3.89,Pharmaceuticals
P012371,Toy Action Figure,0.51,82.58,7.79,4.67,2.27,Toys
P012372,Home Utility Item,0.84,4025.04,28.6,17.57,8.01,Home & Living
P012373,Medicine Box,0.61,58.13,6.48,3.45,2.6,Pharmaceuticals
P012374,Consumer Electronic Device,1.16,428,37.88,12.02,0.94,Electronics
P012375,Home Utility Item,17.76,1145.73,17.42,16.28,4.04,Home & Living
P012376,Folded Apparel,2.79,449.35,15.85,12.22,2.32,Apparel & Fashion
P012377,Cosmetic Kit,2.32,122.17,4.48,6.06,4.5,Cosmetics & Beauty
P012378,Folded Apparel,2.81,415.52,12.43,10.68,3.13,Apparel & Fashion
P012379,Consumer Electronic Device,17.62,2914.87,46.71,26.22,2.38,Electronics
P012380,Packaged Snack Box,2.64,198.49,11.44,7.61,2.28,Food & Beverages
P012381,Folded Apparel,0.73,596.59,13.43,11.69,3.8,Apparel & Fashion
P012382,Toy Action Figure,0.36,88.97,11.31,5.54,1.42,Toys
P012383,Medicine Box,0.77,22.39,3.69,3.7,1.64,Pharmaceuticals
P012384,Personal Care Product,1.22,450.87,7.85,6.64,8.65,Personal Care
P012385,Cosmetic Kit,1.96,86.93,3.29,6.99,3.78,Cosmetics & Beauty
P012386,Home Utility Item,6.99,9737.62,30.14,17.83,18.12,Home & Living
P012387,Packaged Snack Box,1.28,535.41,11.94,8.64,5.19,Food & Beverages
